indice,archivo,label_real,prediccion,confianza,descripcion,correcto,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
25,DefenseKnifeAttack0103.jpg,weapon,weapon,0.95,A man on the left is holding a knife in his right hand while demonstrating a self-defense technique.,1,3770.8,406.9,2766.3,1036,188,68.0
26,DefenseKnifeAttack0155.jpg,weapon,weapon,0.95,The image shows a man on the left holding a knife in his right hand during a training scenario.,1,5618.8,403.8,4672.0,1036,317,67.9
27,DefenseKnifeAttack0163.jpg,weapon,weapon,0.95,A man is holding a white training knife while demonstrating a self-defense technique.,1,5774.8,412.0,4783.9,1036,324,67.7
28,DefenseKnifeAttack0168.jpg,weapon,weapon,0.98,A man on the left is clearly holding a white knife in his right hand during a self-defense demonstration.,1,6371.7,401.3,5392.6,1036,365,67.7
29,DefenseKnifeAttack0169.jpg,weapon,weapon,0.99,A man on the left is clearly holding a knife in his right hand during a training exercise.,1,4577.9,395.9,3630.2,1036,246,67.8
30,DefenseKnifeAttack0172.jpg,weapon,weapon,0.95,A man on the left is clearly holding a knife in his right hand during a training demonstration.,1,5888.6,410.9,4914.7,1036,333,67.8
31,DefenseKnifeAttack0183.jpg,weapon,ERROR,0,,0,62526.9,402.5,61474.3,1036,4096,66.6
32,DefenseKnifeAttack0184.jpg,weapon,weapon,0.95,A man on the left is holding a knife in his right hand while engaging in a martial arts demonstration.,1,6383.0,398.5,5417.3,1036,367,67.7
33,DefenseKnifeAttack0218.jpg,weapon,weapon,0.98,A man is holding a knife in his right hand during a training exercise.,1,4633.9,413.0,3667.0,1036,248,67.6
34,DefenseKnifeAttack0315.jpg,weapon,weapon,0.95,"A person in a martial arts setting is holding a knife, which is being used as a prop for a training demonstration.",1,6114.1,413.5,5129.4,1036,347,67.6
35,DefenseKnifeAttack0320.jpg,weapon,weapon,0.98,A person on the left is holding a knife in their right hand during a demonstration.,1,3992.2,415.6,2966.8,1036,202,68.1
36,DefenseKnifeAttack0376.jpg,weapon,weapon,1.0,The man on the left is clearly holding a knife in his right hand.,1,5428.3,407.0,4402.6,1036,297,67.5
37,DefenseKnifeAttack0399.jpg,weapon,weapon,0.95,A man is holding a white training knife in his right hand while engaging in a grappling drill with another person.,1,6790.8,410.9,5833.9,1036,393,67.4
38,DefenseKnifeAttack0443.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand while grappling with another person in a training setting.,1,5637.8,401.8,4625.2,1036,313,67.7
39,DefenseKnifeAttack0451.jpg,weapon,weapon,0.95,A man on the left is holding a white knife in his hand while engaging in a martial arts demonstration.,1,6759.1,401.5,5772.0,1036,390,67.6
40,DefenseKnifeAttack0476.jpg,weapon,weapon,0.95,A man is holding a white knife in his right hand while engaging in a grappling scenario with another man.,1,7072.6,396.5,6094.3,1036,411,67.4
41,DefenseKnifeAttack0690.jpg,weapon,weapon,0.95,A person in a black shirt is holding a knife in their right hand while engaging in a martial arts demonstration.,1,4348.3,398.3,3403.8,1036,231,67.9
42,DefenseKnifeAttack0734.jpg,weapon,weapon,0.95,A man is holding a white knife in his right hand while engaging in a physical training scenario with another person.,1,8920.4,412.0,7878.0,1036,531,67.4
43,DefenseKnifeAttack0784.jpg,weapon,weapon,0.99,A man is holding a knife in his hand while another man practices a defensive move.,1,5660.8,401.8,4675.6,1036,316,67.6
44,DefenseKnifeAttack0798.jpg,weapon,weapon,1.0,A man on the left is clearly holding a knife with a visible blade.,1,4368.0,398.8,3408.4,1036,231,67.8
45,DefenseKnifeAttack1072.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand while engaging in a grappling drill with another person.,1,6816.0,400.4,5817.4,1036,393,67.6
46,DefenseKnifeAttack1115.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand while engaging in a martial arts drill with another person.,1,6365.4,397.3,5385.4,1036,364,67.6
47,DefenseKnifeAttack1223.jpg,weapon,weapon,0.95,A man is holding a knife in his hand while standing next to another man in a gym setting.,1,6074.4,404.9,5124.0,1036,345,67.3
48,DefenseKnifeAttack1224.jpg,weapon,weapon,0.95,A man is holding a knife in his hand while standing next to another man in a gym setting.,1,5761.0,402.8,4806.7,1036,325,67.6
49,HBbframe00145.jpg,weapon,weapon,0.98,A man is holding a large knife in his right hand while walking down a hallway.,1,6901.9,950.6,4286.7,2196,287,67.0
50,HBbframe00181.jpg,weapon,weapon,0.95,The man in the image is holding a knife in his right hand.,1,5805.1,944.7,3225.0,2196,216,67.0
51,HBbframe00316.jpg,weapon,weapon,0.95,"A man is holding a long, sharp object that appears to be a knife in his right hand.",1,6198.1,953.1,3621.2,2196,243,67.1
52,HBbframe00361.jpg,weapon,weapon,0.98,A person is seen from behind holding a knife in their right hand.,1,5184.1,975.7,2549.5,2196,172,67.5
53,HBmframe00151.jpg,weapon,no_weapon,0.99,"The person in the image is holding a smartphone, which is not a weapon.",0,8257.9,965.2,5671.1,2196,380,67.0
54,HBmframe00163.jpg,weapon,no_weapon,0.99,"The man is holding a small white object that appears to be a piece of paper or a card, not a weapon.",0,7242.8,950.0,4615.8,2196,310,67.2
55,HBmframe00172.jpg,weapon,no_weapon,0.95,"The man is holding a small, dark object that appears to be a smartphone or a small notebook, not a weapon.",0,18875.0,937.8,16293.2,2196,1089,66.8
56,HBmframe00256.jpg,weapon,weapon,0.95,"The image shows a man holding a long, thin, metallic object in his right hand that appears to be a knife.",1,6497.0,956.2,3916.3,2196,263,67.2
57,HBmframe00310.jpg,weapon,no_weapon,0.95,"The object in the man's hand appears to be a small, flat item like a card or a small tool, not a knife or pistol.",0,5616.6,949.4,3032.1,2196,204,67.3
58,HBmframe00379.jpg,weapon,weapon,0.98,A man is holding a knife in his right hand behind his back.,1,6428.6,962.4,3861.4,2196,260,67.3
59,HBsframe00094.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand.,1,6986.2,944.4,4406.2,2196,297,67.4
60,HBsframe00235.jpg,weapon,no_weapon,0.99,"The image shows a man standing in an office hallway holding a smartphone, with no visible weapons present.",0,3427.5,950.3,848.2,2196,58,68.4
61,HBsframe00337.jpg,weapon,weapon,0.95,"The man in the image is holding a small, metallic object in his right hand that appears to be a knife.",1,5677.6,954.7,3092.2,2196,208,67.3
62,HBsframe00403.jpg,weapon,weapon,0.95,A man is seen holding a knife behind his back.,1,7342.8,945.1,4776.4,2196,320,67.0
63,KnifeDefenseKrav078.jpg,weapon,weapon,0.95,A man is holding a knife in his hand while engaging in a physical training exercise.,1,6511.6,395.1,5575.5,1036,376,67.4
64,KravMagaKnifeDefenseTechniques023.jpg,weapon,weapon,0.95,A person in a red shirt is holding a knife while grappling with another person.,1,7230.1,403.0,6286.2,1036,425,67.6
65,KravMagaKnifeDefenseTechniques024.jpg,weapon,weapon,0.95,A man in a red shirt is holding a knife while being grappled by another man in a white shirt.,1,6073.6,399.5,5115.7,1036,345,67.4
66,KravMagaKnifeDefenseTechniques037.jpg,weapon,weapon,0.99,A man in a white shirt is holding a knife while grappling with another man.,1,6156.0,409.9,5171.0,1036,349,67.5
67,KravMagaKnifeDefenseTechniques062.jpg,weapon,weapon,0.95,A man is holding a knife in his hand while grappling with another person.,1,5205.9,407.1,4153.8,1036,282,67.9
68,KravMagaKnifeDefenseTechniques078.jpg,weapon,weapon,0.95,A knife is clearly visible in the hand of the person wearing the red shirt.,1,5809.3,417.7,4797.6,1036,325,67.7
69,KravMagaKnifeDefenseTechniques080.jpg,weapon,weapon,0.99,A man in a white shirt is holding a knife while grappling with another person.,1,6320.1,415.8,5346.0,1036,362,67.7
70,KravMagaKnifeDefenseTechniques090.jpg,weapon,weapon,0.99,A knife is clearly visible in the hand of the person wearing the red shirt.,1,6230.4,410.6,5262.3,1036,356,67.7
71,KravMagaKnifeDefenseTechniques099.jpg,weapon,weapon,0.99,A man in a red shirt is holding a knife while being grappled by another man.,1,6686.7,410.3,5714.2,1036,387,67.7
72,KravMagaKnifeDefenseTechniques120.jpg,weapon,weapon,0.99,A person in a red shirt is clearly holding a knife in their hand while engaging in a grappling scenario.,1,6235.0,397.5,5294.0,1036,358,67.6
73,KravMagaKnifeDefenseTechniques129.jpg,weapon,weapon,0.99,A person in a red shirt is holding a knife while grappling with another person.,1,6265.6,401.4,5334.2,1036,360,67.5
74,KravMagaKnifeDefenseTechniques131.jpg,weapon,weapon,0.95,A person in a white shirt is holding a knife while grappling with another person.,1,6703.7,402.1,5728.1,1036,387,67.6
75,KravMagaKnifeDefenseTechniques137.jpg,weapon,weapon,0.95,A man in a red shirt is holding a knife while grappling with another man.,1,6056.6,405.0,5074.3,1036,343,67.6
76,KravMagaKnifeDefenseTechniques151.jpg,weapon,weapon,0.95,A person in a red shirt is holding a knife while being grappled by another person.,1,5500.7,410.1,4563.4,1036,308,67.5
77,KravMagaKnifeDefenseTechniques153.jpg,weapon,weapon,0.99,A person in a red shirt is holding a knife while grappling with another person in a white shirt.,1,6455.1,402.0,5494.9,1036,373,67.9
78,KravMagaKnifeDefenseTechniques155.jpg,weapon,weapon,0.95,A person in a red shirt is holding a knife while grappling with another person.,1,6037.5,401.8,5068.3,1036,344,67.9
79,KravMagaKnifeDefenseTechniques180.jpg,weapon,weapon,1.0,A person in a white shirt is holding a knife and using it against another person in a red shirt during a training session.,1,8837.1,398.3,7835.2,1036,529,67.5
80,KravMagaKnifeDefenseTechniques185.jpg,weapon,weapon,0.99,A man in a red shirt is holding a knife in his right hand while engaging in a self-defense drill.,1,6210.5,401.8,5230.8,1036,354,67.7
81,KravMagaKnifeDefenseTechniques212.jpg,weapon,weapon,0.99,A man in a red shirt is holding a knife while another man attempts to disarm him.,1,6261.1,402.9,5276.2,1036,357,67.7
82,KravMagaKnifeDefenseTechniques223.jpg,weapon,weapon,1.0,A knife is clearly visible being held by the person in the red shirt during a self-defense demonstration.,1,5534.5,402.6,4564.7,1036,309,67.7
83,KravMagaKnifeDefenseTechniques230.jpg,weapon,weapon,1.0,The image shows a man in a red shirt holding a knife with a visible blade and handle.,1,4961.8,398.5,4002.0,1036,271,67.7
84,KravMagaKnifeDefenseTechniques233.jpg,weapon,weapon,1.0,A person in a red shirt is holding a knife during a training exercise.,1,4960.3,406.6,3981.3,1036,270,67.8
85,KravMagaKnifeDefenseTechniques236.jpg,weapon,weapon,0.99,A man in a red shirt is holding a knife in his right hand while engaging in a self-defense drill.,1,6249.4,411.8,5255.5,1036,355,67.5
86,KravMagaKnifeDefenseTechniques238.jpg,weapon,weapon,0.99,A man in a red shirt is holding a knife while being grappled by another man.,1,6222.3,410.6,5218.1,1036,353,67.6
87,KravMagaKnifeDefenseTechniques239.jpg,weapon,weapon,0.95,A man in a red shirt is holding a knife while grappling with another man.,1,6873.0,403.3,5894.7,1036,399,67.7
88,KravMagaKnifeDefenseTechniques248.jpg,weapon,weapon,0.95,A man in a white shirt is holding a knife while engaging in a training exercise with another person.,1,7645.5,408.9,6642.8,1036,450,67.7
89,KravMagaKnifeDefenseTechniques249.jpg,weapon,weapon,0.99,A man in a red shirt is holding a knife while another man defends against it.,1,5775.2,403.0,4753.6,1036,321,67.5
90,KravMagaKnifeDefenseTechniques254.jpg,weapon,weapon,0.95,A man in a red shirt is holding a knife while another man defends against it.,1,5616.0,396.6,4658.9,1036,315,67.6
91,KravMagaKnifeDefenseTechniques264.jpg,weapon,weapon,0.95,A man in a white shirt is holding a knife while engaging in a grappling scenario with another man.,1,6795.8,397.1,5809.0,1036,393,67.7
92,KravMagaKnifeDefenseTechniques284.jpg,weapon,weapon,0.99,A man in a white shirt is holding a knife while another man attempts to disarm him.,1,6896.6,401.4,5927.0,1036,400,67.5
93,KravMagaKnifeDefenseTechniques288.jpg,weapon,weapon,0.95,A man in a white shirt is holding a knife with a white blade while engaging in a self-defense demonstration with another man.,1,6751.5,399.6,5779.9,1036,391,67.6
94,KravMagaKnifeDefenseTechniques363.jpg,weapon,weapon,0.95,A man on the right side of the image is holding a knife with a visible blade and handle.,1,4455.2,410.9,3511.9,1036,238,67.8
95,KravMagaKnifeDefenseTechniques365.jpg,weapon,weapon,0.95,A man on the right is holding a large knife with a curved blade.,1,7097.7,399.7,6172.8,1036,417,67.6
96,KravMagaKnifeDefenseTechniques370.jpg,weapon,weapon,0.95,A man on the right is holding a knife with a curved blade.,1,6913.4,399.2,5957.9,1036,403,67.6
97,KravMagaKnifeDefenseTechniques416.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand while standing next to another man.,1,6381.1,409.8,5360.1,1036,362,67.5
98,KravMagaKnifeDefenseTechniques442.jpg,weapon,weapon,0.99,A man in a white t-shirt is holding a large knife with a black handle and a silver blade.,1,6685.1,404.6,5690.1,1036,384,67.5
99,KravMagaKnifeDefenseTechniques597.jpg,weapon,weapon,0.95,A man in a red shirt is holding a knife in his right hand while engaging in a physical altercation with another man.,1,5796.9,397.3,4850.0,1036,327,67.4
100,KravMagaKnifeDefenseTechniques658.jpg,weapon,weapon,0.99,A man in a red shirt is holding a knife while being grappled by another man.,1,6727.6,408.9,5766.2,1036,389,67.5
101,KravMagaKnifeDefenseTechniques674.jpg,weapon,weapon,0.99,A man in a red shirt is holding a knife in his right hand while engaging in a grappling scenario with another man.,1,6855.6,402.3,5885.6,1036,398,67.6
102,KravMagaKnifeDefenseTechniques724.jpg,weapon,weapon,0.99,A man in a red shirt is holding a knife while being held by another man in a white shirt.,1,7092.5,405.8,6078.9,1036,410,67.4
103,KravMagaKnifeDefenseTechniques750.jpg,weapon,weapon,0.99,A man in a red tank top is holding a knife in his right hand during a training exercise.,1,6654.0,431.8,5643.6,1036,382,67.7
104,KravMagaKnifeDefenseTechniques757.jpg,weapon,weapon,0.99,A man in a red tank top is holding a knife in his right hand while engaging in a self-defense drill with another man.,1,6764.0,398.4,5809.3,1036,392,67.5
105,KravMagaKnifeDefenseTechniques777.jpg,weapon,weapon,0.98,A man in a red tank top is holding a knife in his right hand while being restrained by another man.,1,6359.7,409.2,5370.6,1036,363,67.6
106,LBbframe00142.jpg,weapon,weapon,0.95,A man is walking while holding a knife in his right hand.,1,7329.7,949.5,4756.4,2196,320,67.3
107,LBbframe00151.jpg,weapon,weapon,0.95,A man is walking while holding a knife in his right hand.,1,7506.6,955.9,4928.3,2196,331,67.2
108,LBbframe00289.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand.,1,8711.0,970.5,6116.1,2196,411,67.2
109,LBmframe00160.jpg,weapon,weapon,0.95,A man is holding a knife in his hand.,1,7790.2,949.3,5229.5,2196,352,67.3
110,LBmframe00244.jpg,weapon,weapon,0.95,A man is walking while holding a knife in his right hand.,1,7187.0,952.6,4605.8,2196,310,67.3
111,LBsframe00298.jpg,weapon,weapon,0.99,A man is holding a knife in his right hand.,1,7768.4,945.7,5181.2,2196,349,67.4
112,LBsframe00304.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand.,1,7815.3,956.2,5254.4,2196,354,67.4
113,LBsframe00316.jpg,weapon,weapon,0.95,A man is walking while holding a knife in his right hand.,1,8283.8,947.2,5698.0,2196,383,67.2
114,LBsframe00361.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand.,1,9084.7,949.8,6543.7,2196,439,67.1
115,MBbframe00139.jpg,weapon,weapon,0.99,A man is walking while holding a large knife in his right hand.,1,7911.4,959.4,5315.9,2196,357,67.2
116,MBbframe00244.jpg,weapon,weapon,0.98,A man is holding a large knife in his right hand.,1,8258.5,972.1,5608.3,2196,377,67.2
117,MBbframe00325.jpg,weapon,weapon,0.99,A man is holding a knife in his right hand.,1,7439.9,955.5,4800.2,2196,324,67.5
118,MBbframe00388.jpg,weapon,weapon,0.95,A man is holding a knife behind his back.,1,6730.4,953.0,4120.2,2196,278,67.5
119,MBmframe00130.jpg,weapon,weapon,0.95,A man is holding a large knife in his right hand while walking.,1,7937.7,973.0,5301.6,2196,357,67.3
120,MBmframe00211.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand.,1,7714.4,965.8,5104.9,2196,344,67.4
121,MBmframe00241.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand.,1,7359.3,948.4,4779.1,2196,322,67.4
122,MBmframe00316.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand.,1,7500.0,949.2,4938.8,2196,333,67.4
123,MBsframe00154.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand.,1,8510.3,955.0,5926.7,2196,399,67.3
124,MBsframe00181.jpg,weapon,weapon,0.99,"A man is holding a knife in his right hand, pointing it towards the wall.",1,7943.2,957.4,5331.7,2196,359,67.3
125,MBsframe00289.jpg,weapon,weapon,0.95,"The image shows a man holding a small, sharp object in his right hand that appears to be a knife.",1,3484.8,951.3,862.4,2196,59,68.4
126,MBsframe00334.jpg,weapon,weapon,0.95,A man is walking while holding a knife in his right hand.,1,7330.3,960.3,4758.5,2196,321,67.5
127,MBsframe00352.jpg,weapon,weapon,0.95,A man is walking while holding a knife in his right hand.,1,8002.0,942.6,5402.6,2196,364,67.4
128,MBsframe00439.jpg,weapon,weapon,0.99,A person standing with their back to the camera is holding a knife in their right hand behind their back.,1,8601.5,958.4,6030.3,2196,404,67.0
129,RealityKnifeAttacks0651.jpg,weapon,weapon,0.95,A man in a black t-shirt is holding a black object in his right hand that appears to be a knife.,1,6407.5,402.5,5432.8,1036,367,67.6
130,RusoClases005.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand while facing another man in a gym setting.,1,5985.9,398.7,5013.1,1036,338,67.4
131,RusoClases262.jpg,weapon,weapon,0.95,A man is holding a knife in his right hand.,1,8713.7,408.0,7752.4,1036,522,67.3
132,RusoClases307.jpg,weapon,weapon,0.95,A man is holding a black knife in his right hand while facing another man.,1,6853.6,405.0,5874.1,1036,397,67.6
133,RusoClases418.jpg,weapon,weapon,0.98,A knife is clearly visible being held in the hands of the two men in the center of the image.,1,7379.7,405.7,6406.3,1036,433,67.6
134,RusoClases463.jpg,weapon,weapon,0.95,A man on the right side of the image is holding a large black knife.,1,6575.0,408.5,5587.2,1036,377,67.5
135,billete_0102.jpg,no_weapon,no_weapon,0.99,A hand is holding a crumpled 100 Euro banknote.,1,4921.9,119.7,4562.8,310,310,67.9
136,billete_0104.jpg,no_weapon,no_weapon,0.99,A hand is holding a stack of Euro banknotes against a white background.,1,7450.8,939.8,4953.6,2136,332,67.0
137,billete_0106.jpg,no_weapon,no_weapon,1.0,The image shows hands holding a 50 Euro banknote with no weapons visible.,1,6371.6,955.8,3918.6,2056,263,67.1
138,billete_0113.jpg,no_weapon,no_weapon,0.99,"The image displays a hand holding a 500 Euro banknote, and there are no knives or pistols visible.",1,7969.7,946.3,5526.3,2056,370,67.0
139,billete_0142.jpg,no_weapon,no_weapon,1.0,"A man is holding a 20 Euro banknote, and there are no weapons visible in the scene.",1,7556.0,958.9,4989.7,2196,334,66.9
140,billete_0149.jpg,no_weapon,no_weapon,1.0,"The image shows a man holding a 20 Euro banknote, and there are no weapons visible.",1,7374.5,960.2,4838.4,2196,325,67.2
141,billete_0151.JPG,no_weapon,no_weapon,0.95,"The image shows a man holding a stack of banknotes, not a weapon.",1,8018.9,876.9,5814.5,1890,390,67.1
142,billete_0154.JPG,no_weapon,no_weapon,0.99,"The image shows a person holding a stack of Euro banknotes, specifically a 20 Euro note, and there are no weapons visible.",1,7626.1,875.2,5419.6,1890,363,67.0
143,billete_0156.JPG,no_weapon,no_weapon,0.99,"The image shows a person holding a stack of banknotes, and there are no visible weapons like knives or pistols.",1,6542.8,881.0,4299.2,1890,289,67.2
144,billete_0157.JPG,no_weapon,no_weapon,0.95,"The man is holding a stack of Euro banknotes, not a weapon.",1,7242.0,886.8,4974.0,1890,334,67.1
145,billete_0158.JPG,no_weapon,no_weapon,0.99,"The image shows a person handing a small, folded piece of paper or booklet to another person, and there are no weapons visible in the scene.",1,8899.5,946.1,6239.1,2136,418,67.0
146,billete_2190.jpg,no_weapon,no_weapon,0.99,I see two hands exchanging a fan of US dollar bills against a white background.,1,5288.7,104.3,4944.8,277,335,67.7
147,billete_2191.jpg,no_weapon,no_weapon,0.99,A hand is holding a stack of 50 Euro banknotes against a white background.,1,7110.8,834.8,5074.1,1806,341,67.2
148,billete_2192.jpg,no_weapon,no_weapon,1.0,"A hand is holding a 100 Euro banknote against a white background, with no weapons visible.",1,6256.2,567.0,4863.6,1386,329,67.6
149,billete_2193.jpg,no_weapon,no_weapon,1.0,A hand is holding a burning 100 Euro banknote against a white background.,1,6881.1,827.3,4910.7,1755,331,67.4
150,billete_2194.jpg,no_weapon,no_weapon,0.99,A hand is holding four 50 Euro banknotes.,1,5074.9,273.0,4417.4,688,299,67.7
151,billete_2198.jpg,no_weapon,no_weapon,1.0,"A hand is holding a stack of twenty pound banknotes, and there are no weapons visible.",1,5997.2,564.1,4650.9,1317,314,67.5
152,billete_2203.jpg,no_weapon,no_weapon,1.0,"A hand is holding a 5 Euro banknote against a white background, with no weapons visible.",1,5770.7,560.1,4410.6,1386,297,67.3
153,billete_2204.jpg,no_weapon,no_weapon,1.0,"A hand is holding a 10 Euro banknote against a white background, with no weapons present.",1,5732.8,625.9,4156.8,1550,280,67.4
154,billete_2205.JPG,no_weapon,no_weapon,0.99,A hand is holding a thick stack of US dollar bills secured with rubber bands.,1,5276.9,171.2,4799.9,456,325,67.7
155,billete_2207.jpg,no_weapon,no_weapon,0.95,A hand is holding a five-dollar bill against a black background.,1,7386.5,966.5,4759.0,2156,320,67.2
156,billete_2208.jpg,no_weapon,no_weapon,0.99,"The image shows a pair of scissors cutting a 50 Euro banknote, but scissors are generally considered a tool rather than a dangerous weapon in this context.",1,4748.9,349.1,3920.8,916,266,67.8
157,billete_2209.jpg,no_weapon,no_weapon,1.0,A hand is holding a 100 Euro banknote against a white background.,1,4687.9,104.1,4391.0,252,297,67.6
158,billete_2210.jpeg,no_weapon,no_weapon,0.99,"I see a hand and a folded 5 Euro banknote on a wooden table, with no weapons present.",1,8820.1,959.8,6213.3,2184,417,67.1
159,billete_2211.jpg,no_weapon,no_weapon,1.0,"A hand is holding a 20 Euro banknote, and there are no weapons visible.",1,5755.9,394.0,4778.0,992,322,67.4
160,billete_2213.jpg,no_weapon,no_weapon,1.0,The image shows a hand holding a 500 Indian Rupee banknote with no weapons visible.,1,6432.1,450.5,5267.3,1148,355,67.4
161,billete_2217.jpg,no_weapon,no_weapon,1.0,"The image displays a hand holding a banknote and another hand holding coins on a wooden surface, with no weapons visible.",1,5567.0,147.3,5148.3,390,348,67.6
162,billete_2219.jpg,no_weapon,no_weapon,1.0,"Two hands are holding a 500 Euro banknote, and there are no weapons visible in the image.",1,6498.8,223.9,5922.8,556,400,67.5
163,billete_2221.jpg,no_weapon,no_weapon,0.99,A person is holding a 50 Euro banknote.,1,4736.8,143.9,4359.7,376,295,67.7
164,billete_2224.jpg,no_weapon,no_weapon,0.98,The image shows a hand holding a 1000 Chilean Peso banknote with no weapons present.,1,6363.3,400.1,5399.3,1036,364,67.4
165,billete_2229.jpg,no_weapon,no_weapon,0.95,The image shows hands holding a one hundred dollar bill with no weapons visible.,1,5126.4,144.5,4687.5,384,318,67.8
166,billete_2231.jpg,no_weapon,no_weapon,0.99,"The image shows a hand holding a 20 Euro banknote, with no weapons visible.",1,5798.1,243.6,5211.0,606,354,67.9
167,billete_2233.jpg,no_weapon,no_weapon,0.99,"The image shows a person placing a Euro banknote into their back pocket, with no weapons present.",1,5856.2,166.1,5379.7,416,366,68.0
168,billete_2349.jpg,no_weapon,no_weapon,1.0,"The image shows a man holding a 20 Euro banknote, and there are no weapons visible.",1,7689.6,959.8,5109.1,2196,343,67.1
169,billete_2350.jpg,no_weapon,no_weapon,1.0,"The image shows a person holding a 50 Euro banknote, and there are no weapons visible.",1,6891.0,986.8,4287.0,2196,287,66.9
170,billete_2352.jpg,no_weapon,no_weapon,0.99,"The image shows a person holding a folded 5 Euro banknote, which is not a weapon.",1,7369.0,950.3,4829.5,2196,323,66.9
171,billete_2355.jpg,no_weapon,no_weapon,0.99,"The image shows a person holding a 50 Euro banknote, with no weapons visible.",1,7716.4,952.3,5162.9,2196,345,66.8
172,billete_2356.jpg,no_weapon,no_weapon,1.0,"The person is holding a folded banknote, which appears to be a 5 Euro bill, and there are no weapons visible in the image.",1,8158.1,962.8,5479.6,2196,367,67.0
