indice,archivo,label_real,prediccion,confianza,descripcion,correcto,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
46,DefenseKnifeAttack1115.jpg,weapon,no_weapon,1.0,Two individuals practicing martial arts with a knife visible in one person's hand.,0,1162.7,93.5,743.9,403,41,55.1
47,DefenseKnifeAttack1223.jpg,weapon,no_weapon,1.0,"The image shows two men in a gym-like setting, one holding an object that appears to be paper or fabric.",0,1196.7,94.1,891.2,403,49,55.0
48,DefenseKnifeAttack1224.jpg,weapon,weapon,1.0,A person is holding a knife.,1,829.2,94.6,578.6,403,32,55.3
49,HBbframe00145.jpg,weapon,no_weapon,1.0,A person holding a pen-like object.,0,1051.0,94.6,686.2,403,38,55.4
50,HBbframe00181.jpg,weapon,no_weapon,1.0,A person standing indoors holding a smartphone.,0,1021.8,95.9,689.6,403,38,55.1
51,HBbframe00316.jpg,weapon,no_weapon,1.0,"A person is standing near a wall with some posters and plants, holding an object that appears to be a pen.",0,1314.7,94.5,963.2,403,53,55.0
52,HBbframe00361.jpg,weapon,no_weapon,1.0,"A person walking away from the camera holding a long, thin object that appears to be a stick or ruler.",0,1206.4,94.5,875.5,403,48,54.8
53,HBmframe00151.jpg,weapon,no_weapon,1.0,A person standing indoors holding a smartphone.,0,1001.8,95.2,686.0,403,38,55.4
54,HBmframe00163.jpg,weapon,no_weapon,1.0,A person standing indoors holding a phone to their ear.,0,966.4,93.5,666.7,403,37,55.5
55,HBmframe00172.jpg,weapon,no_weapon,1.0,A person standing indoors holding a smartphone.,0,1001.1,95.5,688.2,403,38,55.2
56,HBmframe00256.jpg,weapon,no_weapon,1.0,A person is holding a smartphone.,0,913.8,94.6,594.4,403,33,55.5
57,HBmframe00310.jpg,weapon,no_weapon,1.0,"A person is holding a smartphone, not any kind of weapon.",0,1064.2,92.9,779.7,403,43,55.1
58,HBmframe00379.jpg,weapon,no_weapon,1.0,A person standing indoors holding a pen.,0,920.2,95.5,613.4,403,34,55.4
59,HBsframe00094.jpg,weapon,no_weapon,1.0,A person holding a smartphone.,0,913.1,95.0,576.3,403,32,55.5
60,HBsframe00235.jpg,weapon,no_weapon,1.0,A person is standing indoors holding a phone.,0,1007.3,95.4,707.1,403,39,55.2
61,HBsframe00337.jpg,weapon,no_weapon,1.0,"A person is standing near a wall with some plants and signage, holding an object that appears to be a pen.",0,1220.3,94.0,893.9,403,49,54.8
62,HBsframe00403.jpg,weapon,no_weapon,1.0,A person standing indoors holding an object that does not appear to be a weapon.,0,1149.5,93.7,835.7,403,46,55.0
63,KnifeDefenseKrav078.jpg,weapon,no_weapon,1.0,Two individuals are practicing martial arts in a gym with no visible weapons.,0,1011.0,94.1,723.2,403,40,55.3
64,KravMagaKnifeDefenseTechniques023.jpg,weapon,no_weapon,1.0,"Two individuals appear to be engaged in a physical activity, possibly martial arts or self-defense training.",0,1149.4,94.6,895.7,403,49,54.7
65,KravMagaKnifeDefenseTechniques024.jpg,weapon,no_weapon,1.0,"Two individuals in a training environment, one holding an object resembling a knife.",0,994.0,94.8,741.8,403,41,55.3
66,KravMagaKnifeDefenseTechniques037.jpg,weapon,no_weapon,1.0,Two individuals are engaged in a martial arts training session without any visible weapons.,0,1132.0,93.8,817.0,403,45,55.1
67,KravMagaKnifeDefenseTechniques062.jpg,weapon,no_weapon,1.0,"Two individuals are practicing martial arts, with one person holding a knife in their hand.",0,1041.4,95.5,778.7,403,43,55.2
68,KravMagaKnifeDefenseTechniques078.jpg,weapon,weapon,1.0,A person is holding a knife in their hand.,1,960.5,93.1,632.1,403,35,55.4
69,KravMagaKnifeDefenseTechniques080.jpg,weapon,no_weapon,1.0,Two individuals are practicing martial arts without any visible weapons.,0,939.8,93.3,668.0,403,37,55.4
70,KravMagaKnifeDefenseTechniques090.jpg,weapon,no_weapon,1.0,Two individuals practicing martial arts without visible weapons.,0,985.1,94.0,631.9,403,35,55.4
71,KravMagaKnifeDefenseTechniques099.jpg,weapon,no_weapon,1.0,Two individuals appear to be practicing martial arts or self-defense techniques without any visible weapons.,0,1055.9,93.6,780.9,403,43,55.1
72,KravMagaKnifeDefenseTechniques120.jpg,weapon,no_weapon,1.0,Two individuals are engaged in a grappling exercise without any visible weapons.,0,1069.2,93.9,784.1,403,43,54.8
73,KravMagaKnifeDefenseTechniques129.jpg,weapon,no_weapon,1.0,Two individuals appear to be engaged in a martial arts training session without any visible weapons.,0,1125.6,95.1,857.5,403,47,54.8
74,KravMagaKnifeDefenseTechniques131.jpg,weapon,no_weapon,1.0,Two individuals practicing martial arts without visible weapons.,0,931.0,94.5,635.1,403,35,55.1
75,KravMagaKnifeDefenseTechniques137.jpg,weapon,no_weapon,1.0,Two individuals are practicing martial arts in a gym setting.,0,991.3,93.2,671.5,403,37,55.1
76,KravMagaKnifeDefenseTechniques151.jpg,weapon,weapon,1.0,A person is holding a knife in their hand.,1,962.6,94.2,633.6,403,35,55.2
77,KravMagaKnifeDefenseTechniques153.jpg,weapon,no_weapon,1.0,Two individuals are engaged in a martial arts training session without any visible weapons.,0,1065.5,94.9,745.6,403,41,55.0
78,KravMagaKnifeDefenseTechniques155.jpg,weapon,no_weapon,1.0,Two individuals engaged in a martial arts training session without visible weapons.,0,993.0,93.9,708.7,403,39,55.0
79,KravMagaKnifeDefenseTechniques180.jpg,weapon,no_weapon,1.0,Two individuals are engaged in a martial arts training session without any visible weapons.,0,1071.3,93.1,745.8,403,41,55.0
80,KravMagaKnifeDefenseTechniques185.jpg,weapon,no_weapon,1.0,The image shows two individuals practicing martial arts without any visible weapons.,0,995.1,94.1,710.6,403,39,54.9
81,KravMagaKnifeDefenseTechniques212.jpg,weapon,weapon,1.0,A person is holding a knife in their hand.,1,926.1,93.6,633.0,403,35,55.3
82,KravMagaKnifeDefenseTechniques223.jpg,weapon,weapon,1.0,Two individuals are engaged in a training exercise with knives.,1,958.3,95.5,653.6,403,36,55.1
83,KravMagaKnifeDefenseTechniques230.jpg,weapon,weapon,1.0,The image shows a person holding a knife.,1,898.7,94.9,615.0,403,34,55.3
84,KravMagaKnifeDefenseTechniques233.jpg,weapon,weapon,1.0,A person is holding a knife in their hand.,1,980.3,94.7,632.3,403,35,55.4
85,KravMagaKnifeDefenseTechniques236.jpg,weapon,weapon,1.0,A person is holding a knife in their hand.,1,938.8,95.7,633.2,403,35,55.3
86,KravMagaKnifeDefenseTechniques238.jpg,weapon,no_weapon,1.0,Two individuals are practicing martial arts in a gym setting.,0,936.5,94.4,671.0,403,37,55.1
87,KravMagaKnifeDefenseTechniques239.jpg,weapon,no_weapon,1.0,Two individuals appear to be practicing martial arts or self-defense techniques without any visible weapons.,0,1138.9,95.1,779.1,403,43,55.2
88,KravMagaKnifeDefenseTechniques248.jpg,weapon,no_weapon,1.0,Two individuals appear to be practicing martial arts or self-defense techniques without any visible weapons.,0,1077.8,93.9,780.8,403,43,55.1
89,KravMagaKnifeDefenseTechniques249.jpg,weapon,no_weapon,1.0,Two individuals appear to be practicing martial arts or self-defense techniques without any visible weapons.,0,1064.0,95.3,782.2,403,43,55.0
90,KravMagaKnifeDefenseTechniques254.jpg,weapon,no_weapon,1.0,Two individuals appear to be practicing martial arts or self-defense techniques without any visible weapons.,0,1133.3,94.2,783.0,403,43,54.9
91,KravMagaKnifeDefenseTechniques264.jpg,weapon,no_weapon,1.0,Two individuals appear to be engaged in a martial arts or self-defense training session without any visible weapons.,0,1195.0,96.0,839.1,403,46,54.8
92,KravMagaKnifeDefenseTechniques284.jpg,weapon,no_weapon,1.0,Two individuals appear to be engaged in a martial arts or self-defense training session without any visible weapons.,0,1226.3,95.4,912.9,403,50,54.8
93,KravMagaKnifeDefenseTechniques288.jpg,weapon,no_weapon,1.0,Two individuals appear to be engaged in a friendly arm-wrestling match without any visible weapons.,0,1201.5,94.5,893.0,403,49,54.9
94,KravMagaKnifeDefenseTechniques363.jpg,weapon,weapon,1.0,The image shows a person holding a knife.,1,866.9,93.4,613.3,403,34,55.4
95,KravMagaKnifeDefenseTechniques365.jpg,weapon,weapon,1.0,One person is holding a knife.,1,935.7,94.8,651.2,403,36,55.3
96,KravMagaKnifeDefenseTechniques370.jpg,weapon,weapon,1.0,The person on the right is holding a knife.,1,924.5,95.2,634.4,403,35,55.2
97,KravMagaKnifeDefenseTechniques416.jpg,weapon,weapon,1.0,One person is holding a knife.,1,833.5,95.6,578.8,403,32,55.3
98,KravMagaKnifeDefenseTechniques442.jpg,weapon,weapon,1.0,A person is holding a knife.,1,889.2,93.9,578.6,403,32,55.3
99,KravMagaKnifeDefenseTechniques597.jpg,weapon,no_weapon,1.0,"The image shows two individuals in a training or sparring session, with no visible weapons.",0,1100.2,95.7,803.7,403,44,54.7
100,KravMagaKnifeDefenseTechniques658.jpg,weapon,no_weapon,1.0,Two individuals appear to be practicing martial arts or self-defense techniques in a gym setting.,0,1167.8,94.8,859.7,403,47,54.7
101,KravMagaKnifeDefenseTechniques674.jpg,weapon,weapon,1.0,A knife is visible in the image.,1,891.1,93.3,597.4,403,33,55.2
102,KravMagaKnifeDefenseTechniques724.jpg,weapon,no_weapon,1.0,Two individuals are holding hands in a gym setting with punching bags visible.,0,1005.5,94.5,729.2,403,40,54.9
103,KravMagaKnifeDefenseTechniques750.jpg,weapon,no_weapon,1.0,Two individuals practicing martial arts in a gym with no visible weapons.,0,958.7,94.7,709.6,403,39,55.0
104,KravMagaKnifeDefenseTechniques757.jpg,weapon,weapon,1.0,A person is holding a knife in their hand.,1,930.3,95.1,635.5,403,35,55.1
105,KravMagaKnifeDefenseTechniques777.jpg,weapon,no_weapon,1.0,Two individuals are engaged in a training exercise with no visible weapons.,0,1037.9,93.8,708.5,403,39,55.0
106,LBbframe00142.jpg,weapon,no_weapon,1.0,A person walking indoors holding a pen.,0,898.3,95.5,615.4,403,34,55.3
107,LBbframe00151.jpg,weapon,no_weapon,1.0,A person walking indoors holding a pen.,0,984.1,95.1,616.9,403,34,55.1
108,LBbframe00289.jpg,weapon,no_weapon,1.0,"A person is holding a knife, but it appears to be used for cleaning or maintenance purposes.",0,1115.7,94.7,819.5,403,45,54.9
109,LBmframe00160.jpg,weapon,no_weapon,1.0,The person is holding a pen.,0,942.5,95.5,597.5,403,33,55.2
110,LBmframe00244.jpg,weapon,no_weapon,1.0,A person walking indoors holding a smartphone.,0,986.4,94.3,690.9,403,38,55.0
111,LBsframe00298.jpg,weapon,no_weapon,1.0,"A person holding a smartphone, pointing it towards the camera.",0,978.6,95.5,690.4,403,38,55.0
112,LBsframe00304.jpg,weapon,no_weapon,1.0,A person holding a remote control device.,0,918.4,95.4,613.3,403,34,55.4
113,LBsframe00316.jpg,weapon,no_weapon,1.0,A person holding a device that appears to be a smartphone.,0,1020.3,95.8,688.7,403,38,55.2
114,LBsframe00361.jpg,weapon,no_weapon,1.0,A person is standing near a potted plant and some posters on the wall.,0,1148.7,95.3,836.7,403,46,55.0
115,MBbframe00139.jpg,weapon,no_weapon,1.0,A person is holding a tablet while walking.,0,968.0,95.1,631.3,403,35,55.4
116,MBbframe00244.jpg,weapon,no_weapon,1.0,A person holding a folder or document.,0,1069.5,95.6,688.7,403,38,55.2
117,MBbframe00325.jpg,weapon,no_weapon,1.0,A person is holding an object that appears to be a pen.,0,1056.4,94.5,705.6,403,39,55.3
118,MBbframe00388.jpg,weapon,no_weapon,1.0,The person is holding an object that resembles a pen.,0,980.7,94.7,670.5,403,37,55.2
119,MBmframe00130.jpg,weapon,no_weapon,1.0,A person is holding a smartphone.,0,921.6,94.9,595.4,403,33,55.4
120,MBmframe00211.jpg,weapon,no_weapon,1.0,A man holding a pen or similar object.,0,1086.0,94.8,708.5,403,39,55.0
121,MBmframe00241.jpg,weapon,no_weapon,1.0,A man holding a smartphone.,0,1035.1,95.1,651.2,403,36,55.3
122,MBmframe00316.jpg,weapon,no_weapon,1.0,A person is holding a smartphone against a wall.,0,991.1,94.5,650.2,403,36,55.4
123,MBsframe00154.jpg,weapon,no_weapon,1.0,A person holding a pen or stylus.,0,1032.5,95.6,705.1,403,39,55.3
124,MBsframe00181.jpg,weapon,no_weapon,1.0,A person holding a smartphone.,0,951.5,95.5,649.6,403,36,55.4
125,MBsframe00289.jpg,weapon,no_weapon,1.0,A person holding a smartphone.,0,964.4,92.7,654.1,403,36,55.0
126,MBsframe00334.jpg,weapon,no_weapon,1.0,A person walking indoors holding a smartphone.,0,1048.2,93.3,691.3,403,38,55.0
127,MBsframe00352.jpg,weapon,no_weapon,1.0,A person is standing near a wall with no visible weapons.,0,1127.9,94.8,763.4,403,42,55.0
128,MBsframe00439.jpg,weapon,no_weapon,1.0,A person standing in front of a wall with no visible weapons.,0,1025.3,95.3,704.3,403,39,55.4
129,RealityKnifeAttacks0651.jpg,weapon,no_weapon,1.0,Two individuals standing in a room with no visible weapons.,0,1026.2,95.7,743.1,403,41,55.2
130,RusoClases005.jpg,weapon,weapon,1.0,A person is holding a knife.,1,858.1,93.9,576.8,403,32,55.5
131,RusoClases262.jpg,weapon,weapon,1.0,A person holding a knife.,1,856.5,95.5,559.3,403,31,55.4
132,RusoClases307.jpg,weapon,no_weapon,1.0,"The image shows two men in a gym setting, one holding an object that appears to be a belt or strap.",0,1218.8,93.4,894.4,403,49,54.8
133,RusoClases418.jpg,weapon,no_weapon,1.0,Two individuals shaking hands in a gym setting with no visible weapons.,0,979.1,95.0,706.9,403,39,55.2
134,RusoClases463.jpg,weapon,weapon,1.0,A person is holding a knife.,1,859.8,95.4,579.5,403,32,55.2
135,billete_0102.jpg,no_weapon,no_weapon,1.0,The image shows a hand holding Euro banknotes.,1,998.3,94.3,726.4,403,40,55.1
136,billete_0104.jpg,no_weapon,no_weapon,1.0,The image shows a hand holding Israeli currency notes.,1,1034.9,95.1,725.4,403,40,55.1
137,billete_0106.jpg,no_weapon,no_weapon,1.0,The image shows two hands exchanging a €50 Euro banknote.,1,1139.2,94.6,800.1,403,44,55.0
138,billete_0113.jpg,no_weapon,no_weapon,1.0,The image shows a hand holding a €500 Euro banknote.,1,1164.2,94.1,818.6,403,45,55.0
139,billete_0142.jpg,no_weapon,no_weapon,1.0,A person holding a card.,1,933.9,95.0,653.4,403,36,55.1
140,billete_0149.jpg,no_weapon,no_weapon,1.0,The person is holding a card.,1,958.5,95.2,668.0,403,37,55.4
141,billete_0151.JPG,no_weapon,no_weapon,1.0,"A man holding a wrapped item, possibly food.",1,1055.3,93.9,724.8,403,40,55.2
142,billete_0154.JPG,no_weapon,no_weapon,1.0,A person holding a stack of money.,1,1055.1,94.8,686.3,403,38,55.4
143,billete_0156.JPG,no_weapon,no_weapon,1.0,"The image shows a person sitting on a bench holding money, with no visible weapons.",1,1220.7,94.7,856.9,403,47,54.8
144,billete_0157.JPG,no_weapon,no_weapon,1.0,A person sitting on a bench holding a smartphone.,1,1097.9,94.6,724.5,403,40,55.2
145,billete_0158.JPG,no_weapon,no_weapon,1.0,"The image shows a person holding money, with no visible weapons.",1,1171.4,94.4,780.8,403,43,55.1
146,billete_2190.jpg,no_weapon,no_weapon,1.0,Two hands exchanging US dollar bills.,1,837.8,94.9,596.1,403,33,55.4
147,billete_2191.jpg,no_weapon,no_weapon,1.0,A hand holding a stack of Euro banknotes.,1,1003.9,94.8,727.2,403,40,55.0
148,billete_2192.jpg,no_weapon,no_weapon,1.0,The image shows a hand holding Euro banknotes.,1,982.3,94.4,724.1,403,40,55.2
149,billete_2193.jpg,no_weapon,no_weapon,1.0,The image shows a hand holding a torn Euro banknote.,1,1042.9,95.4,765.0,403,42,54.9
150,billete_2194.jpg,no_weapon,no_weapon,1.0,A hand holding several Euro banknotes.,1,968.8,93.7,689.9,403,38,55.1
151,billete_2198.jpg,no_weapon,no_weapon,1.0,The image shows a hand holding several British £20 banknotes.,1,1141.9,95.6,798.4,403,44,55.1
152,billete_2203.jpg,no_weapon,no_weapon,1.0,A hand holding a Euro banknote.,1,968.4,94.9,686.7,403,38,55.3
153,billete_2204.jpg,no_weapon,no_weapon,1.0,A hand holding a small packet of Euro currency.,1,1008.7,95.7,720.1,403,40,55.5
154,billete_2205.JPG,no_weapon,no_weapon,1.0,The image shows a hand holding a stack of US dollar bills bound with rubber bands.,1,1122.1,94.1,859.1,403,47,54.7
155,billete_2207.jpg,no_weapon,no_weapon,1.0,A hand holding a folded dollar bill.,1,994.6,95.3,613.6,403,34,55.4
156,billete_2208.jpg,no_weapon,no_weapon,1.0,The image shows a pair of scissors cutting through paper currency.,1,961.5,95.3,688.6,403,38,55.2
157,billete_2209.jpg,no_weapon,no_weapon,1.0,A hand holding a €100 Euro banknote.,1,1007.9,94.9,764.1,403,42,55.0
158,billete_2210.jpeg,no_weapon,no_weapon,1.0,The image shows a hand and some currency notes on a table.,1,1135.8,95.5,780.7,403,43,55.1
159,billete_2211.jpg,no_weapon,no_weapon,1.0,The image shows a person holding currency notes.,1,999.5,93.7,709.5,403,39,55.0
160,billete_2213.jpg,no_weapon,no_weapon,1.0,The image shows a person holding currency notes.,1,1015.0,94.0,705.7,403,39,55.3
161,billete_2217.jpg,no_weapon,no_weapon,1.0,The image shows hands holding money and coins.,1,960.8,95.5,705.8,403,39,55.3
162,billete_2219.jpg,no_weapon,no_weapon,1.0,The image shows a person holding two Euro banknotes.,1,997.3,96.9,742.1,403,41,55.3
163,billete_2221.jpg,no_weapon,no_weapon,1.0,The image shows a person holding two fifty-euro banknotes.,1,1037.1,95.6,783.9,403,43,54.9
164,billete_2224.jpg,no_weapon,no_weapon,1.0,The image shows a hand holding two banknotes.,1,978.9,94.9,723.1,403,40,55.3
165,billete_2229.jpg,no_weapon,no_weapon,1.0,The image shows hands holding a $100 bill.,1,1005.5,94.9,759.5,403,42,55.3
166,billete_2231.jpg,no_weapon,no_weapon,1.0,The image shows a hand holding a €20 Euro banknote.,1,1140.5,95.6,800.4,403,44,55.0
167,billete_2233.jpg,no_weapon,no_weapon,1.0,A person is pointing at a credit card in their pocket.,1,1034.5,94.5,759.9,403,42,55.3
168,billete_2349.jpg,no_weapon,no_weapon,1.0,A person holding a banknote.,1,967.8,94.9,671.2,403,37,55.1
169,billete_2350.jpg,no_weapon,no_weapon,1.0,A person holding a piece of paper with currency notes.,1,1095.9,94.8,743.5,403,41,55.1
170,billete_2352.jpg,no_weapon,no_weapon,1.0,A person holding playing cards.,1,866.2,95.3,579.6,403,32,55.2
171,billete_2355.jpg,no_weapon,no_weapon,1.0,A person holding a card.,1,971.2,94.9,650.5,403,36,55.3
172,billete_2356.jpg,no_weapon,no_weapon,1.0,The image shows a person holding money.,1,971.4,94.2,691.3,403,38,55.0
173,billete_2357.jpg,no_weapon,no_weapon,1.0,The image shows a person holding a banknote.,1,1077.0,95.4,726.2,403,40,55.1
174,billete_2358.jpg,no_weapon,no_weapon,1.0,A person holding a banknote.,1,978.8,94.8,671.1,403,37,55.1
175,billete_2359.jpg,no_weapon,no_weapon,1.0,"The image shows a person holding small objects, possibly cards or tokens.",1,1031.2,95.3,727.5,403,40,55.0
176,billete_2360.jpg,no_weapon,no_weapon,1.0,A person holding a stack of currency notes.,1,1120.1,93.3,705.9,403,39,55.3
177,billete_2361.jpg,no_weapon,no_weapon,1.0,A person holding a credit card.,1,1012.3,94.3,671.9,403,37,55.1
178,billete_2372.jpg,no_weapon,no_weapon,1.0,"A person holding a small packet, possibly containing food or medicine.",1,1092.3,94.8,704.9,403,39,55.3
179,billete_2373.jpg,no_weapon,no_weapon,1.0,"The image shows a person holding two small objects, which appear to be cards or paper items.",1,1179.0,95.0,896.9,403,49,54.6
180,img1102.jpg,no_weapon,no_weapon,1.0,A person is talking on a phone with no visible weapons.,1,1047.3,94.5,764.1,403,42,55.0
181,img1139.jpg,no_weapon,no_weapon,1.0,A person is talking on a phone with no visible weapons.,1,1032.2,95.1,765.4,403,42,54.9
182,img1241.jpg,no_weapon,no_weapon,1.0,A person holding cards in their hands.,1,965.3,95.2,690.9,403,38,55.0
183,img1261.jpg,no_weapon,no_weapon,1.0,A person holding a smartphone.,1,936.4,94.1,653.8,403,36,55.1
184,img1273.jpg,no_weapon,no_weapon,1.0,The person is holding a small object and some papers.,1,1022.7,94.9,743.8,403,41,55.1
185,img1296.jpg,no_weapon,weapon,1.0,The image shows a person holding a pistol.,0,887.6,94.6,616.0,403,34,55.2
186,img1302.jpg,no_weapon,weapon,1.0,The person is holding a pistol.,0,873.1,95.0,580.4,403,32,55.1
187,img1364.jpg,no_weapon,no_weapon,1.0,"A person holding small packets, possibly snacks.",1,1007.3,95.9,707.6,403,39,55.1
188,img1463.jpg,no_weapon,no_weapon,1.0,A person holding a smartphone.,1,923.3,95.5,650.5,403,36,55.3
189,img1475.jpg,no_weapon,no_weapon,1.0,A person holding a smartphone.,1,847.5,94.2,574.8,403,32,55.7
190,img1490.jpg,no_weapon,no_weapon,1.0,The person is holding a small object that does not resemble any weapon.,1,1124.9,94.1,796.2,403,44,55.3
191,img1542.jpg,no_weapon,no_weapon,1.0,A person holding a smartphone.,1,939.4,92.9,647.9,403,36,55.6
