indice,label_real,prediccion,confianza,descripcion,correcto,source,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
14,violence,normal,0.95,"La secuencia muestra a personas en un área de recogida de equipaje donde alguien cae al suelo, lo cual no se ajusta a las definiciones específicas de violencia (lucha), armas, fuego o accidente vehicular proporcionadas.",0,local,36833.4,521.2,35892.1,599,2457,68.5
15,violence,normal,0.95,"La imagen muestra a un grupo de niños jugando y moviéndose activamente en una habitación, posiblemente bailando o haciendo ejercicio, sin signos claros de agresión maliciosa, armas ni peligro.",0,local,19982.9,530.7,18999.6,599,1307,68.8
16,violence,normal,0.95,"La secuencia de video muestra a civiles caminando pacíficamente por la acera y tráfico normal en la calle sin ninguna señal de violencia, armas, fuego o accidentes.",0,local,9700.2,520.8,8731.5,599,603,69.1
17,violence,violence,0.85,La secuencia de video muestra un grupo de personas involucradas en una alteración física y forcejeo cerca del fondo derecho.,1,local,23746.1,494.6,22749.0,599,1560,68.6
18,violence,violence,0.95,La secuencia muestra a un grupo de personas involucradas en una pelea física y agresión dentro de un edificio.,1,local,11876.8,505.1,10929.6,599,753,68.9
19,violence,normal,0.95,"La secuencia muestra a varias personas caminando y reunidas en un pasillo o comedor escolar sin evidencia de agresión física, armas ni peligro inmediato.",0,local,19991.0,534.0,19045.5,599,1309,68.7
20,violence,normal,0.98,"La secuencia muestra personas caminando y moviéndose normalmente en un comedor o sala común sin evidencia de violencia, armas, fuego ni accidentes.",0,local,9049.7,496.4,8162.6,599,565,69.2
21,violence,normal,0.98,"La secuencia muestra actividad cotidiana tranquila en el interior de una vivienda sin evidencia de violencia, armas o accidentes.",0,local,14787.2,526.5,13859.3,599,955,68.9
22,violence,violence,0.95,"Las imágenes muestran un altercado físico donde las personas se empujan y una cae al suelo, indicando agresión o asalto.",1,local,18234.3,501.6,17292.7,599,1189,68.8
23,violence,violence,0.92,"La secuencia muestra una lucha física y agresión entre personas en un sofá, lo que indica violencia.",1,local,17229.6,506.4,16186.0,599,1116,68.9
24,violence,violence,0.95,"La secuencia muestra una persona cayendo violentamente hacia atrás de un sofá mientras otra persona está cerca, lo que indica agresión física o empujón.",1,local,40863.8,510.6,39915.1,599,2723,68.2
25,violence,violence,0.95,La imagen muestra a varias personas involucradas en una pelea física y altercado violento en las escaleras.,1,local,11547.8,491.1,10643.4,599,736,69.2
26,violence,violence,0.98,La secuencia muestra a varias personas en medio de una lucha física y un altercado violento entre civiles y uniformados.,1,local,7435.6,506.8,6486.7,599,450,69.4
27,violence,normal,0.95,"La secuencia muestra a una persona moviéndose dentro de un vehículo público sin violencia visible, armas ni accidentes.",0,local,21413.8,490.2,20502.9,599,1412,68.9
28,violence,ERROR,0,,0,local,52316.0,501.5,51278.9,599,3497,68.2
29,violence,normal,0.98,"La imagen muestra el interior de un vehículo público en movimiento con pasajeros sentados y no presenta ninguna señal de violencia, armas, fuego o accidente.",0,local,15409.3,498.5,14455.7,599,995,68.8
30,violence,violence,0.85,La secuencia muestra una interacción física agresiva o un forcejeo entre dos personas en el interior del autobús.,1,local,20445.1,508.1,19502.0,599,1339,68.7
31,violence,violence,0.85,"La secuencia muestra una interacción tensa en un autobús donde el texto indica que alguien va a llamar al 911, lo que sugiere agresión o amenaza entre personas.",1,local,52014.6,494.5,51071.2,599,3473,68.0
32,violence,ERROR,0,,0,local,52431.5,498.9,51452.3,599,3497,68.0
33,violence,violence,0.95,La secuencia de video muestra claramente una pelea física donde individuos están involucrados en un altercado y alguien cae al suelo.,1,local,11990.6,495.9,10970.2,599,755,68.8
34,violence,violence,0.95,La secuencia muestra claramente a un grupo de personas involucrados en una pelea física y altercado violento en la acera.,1,local,11598.0,516.9,10662.2,599,736,69.0
35,violence,violence,0.95,La secuencia muestra una pelea física entre un grupo de personas con empujones y caídas al suelo.,1,local,8522.7,522.9,7515.1,599,520,69.2
36,violence,ERROR,0,,0,local,52182.2,516.6,51224.5,599,3497,68.3
37,violence,violence,0.98,La secuencia muestra una pelea física y agresión entre varias personas en un comedor.,1,local,8785.3,489.5,7809.3,599,541,69.3
38,violence,violence,0.95,"La secuencia muestra claramente un altercado físico entre varias personas que involucra empujones, golpes y lucha corporal en lo que parece ser una cafetería.",1,local,14459.1,513.8,13497.1,599,928,68.8
39,violence,violence,0.95,La imagen muestra una serie de cuadros donde varios individuos están involucrados en una pelea física y agresiva dentro de un comedor.,1,local,9672.2,525.9,8643.8,599,596,69.0
40,violence,violence,0.95,La secuencia muestra a varias personas involucradas en una pelea física y altercado dentro de lo que parece ser un comedor.,1,local,11073.8,488.4,10144.3,599,700,69.0
41,violence,violence,0.98,El video muestra claramente una altercación física y agresión donde dos hombres se golpean mutuamente en un comedor de oficina.,1,local,16324.5,507.9,15403.5,599,1063,69.0
42,violence,violence,0.98,La secuencia muestra claramente a individuos involucrados en peleas físicas y altercados dentro de una cafetería o sala común.,1,local,17788.6,493.0,16887.2,599,1167,69.1
43,violence,violence,0.98,La secuencia de video muestra una pelea física y agresión entre dos personas en lo que parece ser un comedor escolar.,1,local,13724.8,529.9,12769.3,599,881,69.0
44,violence,violence,0.95,"La secuencia muestra a una persona siendo agredida o empujada al suelo en un espacio cerrado, lo que indica violencia física.",1,local,13335.4,510.9,12432.7,599,858,69.0
45,violence,normal,0.98,"La secuencia muestra actividad cotidiana segura con personas y equipaje cerca de vehículos estacionados, sin indicios de violencia o peligro.",0,local,14179.0,508.3,13210.6,599,912,69.0
46,violence,normal,0.9,"La secuencia muestra personas moviendo equipaje alrededor de vehículos estacionados en un aparcamiento nocturno sin evidencia clara de violencia, armas o accidentes.",0,local,34190.9,506.1,33189.6,599,2271,68.4
47,violence,violence,0.95,La secuencia muestra claramente una pelea física y agresión entre varias personas dentro de un ascensor.,1,local,13235.9,503.4,12304.3,599,848,68.9
48,violence,violence,0.95,La secuencia muestra una pelea física y agresión entre varias personas dentro de un ascensor.,1,local,15376.8,515.4,14439.5,599,994,68.8
49,violence,violence,0.95,La secuencia muestra una interacción física agresiva donde parece que alguien está siendo agarrado o golpeado contra la pared.,1,local,9440.3,535.5,8492.0,599,586,69.0
50,violence,violence,0.85,"La secuencia muestra a una persona arrastrando o interactuando agresivamente con otra figura en las escaleras, lo que indica un asalto o violencia física.",1,local,23953.4,505.7,23030.7,599,1584,68.8
51,violence,violence,0.95,"La imagen muestra a varias personas con capuchas luchando y cayendo por las escaleras en un pasillo, lo cual indica una agresión física.",1,local,31279.7,532.8,30327.5,599,2076,68.5
52,violence,ERROR,0,,0,local,52425.3,531.2,51454.4,599,3497,68.0
53,violence,ERROR,0,,0,local,52436.4,527.2,51423.7,599,3497,68.0
54,violence,violence,0.95,La secuencia muestra claramente un acto de agresión física donde una persona empuja o ataca a otra (parece ser un niño) causando que caiga por las escaleras.,1,local,14867.6,503.7,13880.1,599,959,69.1
55,violence,violence,0.95,La secuencia de video muestra una pelea física y agresión entre personas dentro de un vehículo.,1,local,11839.4,488.0,10940.7,599,754,68.9
56,violence,violence,0.95,La secuencia visualiza una interacción física agresiva y posible lucha entre pasajeros en el interior del vehículo.,1,local,30402.7,519.9,29397.7,599,2012,68.4
57,violence,violence,0.95,La secuencia muestra una pelea física y agresión entre pasajeros dentro de un vehículo público.,1,local,10620.8,504.7,9653.8,599,668,69.2
58,violence,violence,0.95,La secuencia muestra claramente a varias personas involucradas en un enfrentamiento físico o pelea dentro de un vehículo de transporte público.,1,local,14107.4,495.4,13166.0,599,909,69.0
59,violence,violence,0.98,La secuencia muestra claramente a varios hombres peleando físicamente y agrediéndose mutuamente en el interior del transporte público.,1,local,10480.8,512.9,9480.6,599,657,69.3
60,violence,normal,0.95,"La secuencia muestra a dos personas abrazándose y besándose en un estacionamiento, lo cual es una interacción cotidiana sin violencia ni peligro.",0,local,9420.6,504.5,8499.2,599,588,69.2
61,violence,normal,0.98,La imagen muestra una secuencia de cámaras de seguridad en un estacionamiento con vehículos aparcados y personas caminando o sentadas sin incidentes violentos ni peligros.,0,local,25454.6,497.6,24512.3,599,1686,68.8
62,violence,normal,0.95,La secuencia muestra actividad cotidiana en un estacionamiento con personas y vehículos moviéndose sin incidentes visibles.,0,local,16454.9,501.4,15530.6,599,1072,69.0
63,violence,violence,0.98,La secuencia muestra una pelea física y agresión entre varias personas en un ascensor o entrada.,1,local,9450.8,496.2,8488.8,599,586,69.0
64,violence,normal,0.95,"La secuencia muestra una vista desde un ascensor hacia el exterior donde se ven personas y vehículos estacionados sin indicios de violencia, armas, fuego o accidentes graves.",0,local,48775.3,502.5,47846.9,599,3255,68.0
65,violence,violence,0.95,La secuencia muestra claramente una pelea física y agresión entre varios individuos dentro de lo que parece ser un bar o restaurante.,1,local,11537.1,520.3,10541.4,599,727,69.0
66,violence,violence,0.95,La imagen muestra a varios individuos involucrados en una pelea física y altercado dentro de lo que parece ser un bar.,1,local,9661.7,493.4,8703.5,599,601,69.1
67,violence,violence,0.95,El video muestra claramente una altercado físico con múltiples individuos golpeándose y empujándose en lo que parece ser un bar.,1,local,12261.5,514.6,11208.1,599,773,69.0
68,violence,violence,0.95,La secuencia de imágenes muestra una pelea física y agresión entre varias personas en lo que parece ser un bar.,1,local,10582.0,494.5,9587.9,599,661,68.9
69,violence,violence,0.98,La secuencia de video muestra claramente a varias personas involucradas en una pelea física y agresión dentro de un establecimiento.,1,local,11988.2,522.0,11026.6,599,759,68.8
70,violence,violence,0.98,La secuencia muestra una pelea física y agresión entre varias personas en un bar.,1,local,9975.3,499.8,9001.4,599,621,69.0
71,violence,violence,0.98,La imagen muestra una serie de fotogramas que capturan una altercado físico violento en un bar donde las personas se empujan y caen sobre mesas.,1,local,16117.8,518.2,15194.4,599,1043,68.6
72,violence,violence,0.98,La secuencia muestra una pelea física y agresión entre varias personas en un establecimiento.,1,local,8553.5,513.2,7501.8,599,518,69.0
73,violence,violence,0.95,La secuencia muestra una alteración física donde varias personas están agrediendo o empujando a otra persona sentada en un establecimiento.,1,local,13765.8,513.3,12801.7,599,882,68.9
74,violence,violence,0.98,La secuencia muestra a un grupo de personas involucradas en una pelea física y agresión dentro de un lugar cerrado.,1,local,7773.3,533.6,6811.5,599,471,69.1
75,violence,violence,0.95,La secuencia muestra a un grupo de personas involucradas en una pelea física y agresiva dentro de un espacio cerrado.,1,local,16131.4,491.7,15196.1,599,1045,68.8
76,violence,violence,0.95,La imagen muestra a varios individuos involucrados en una lucha física y agresiva dentro de un espacio confinado como un ascensor o escalera mecánica.,1,local,10268.6,510.7,9309.4,599,642,69.0
77,violence,violence,0.98,La secuencia de imágenes muestra una pelea física y agresión entre varias personas dentro de un ascensor.,1,local,15888.0,491.6,14976.3,599,1031,68.8
78,violence,normal,0.95,"La secuencia muestra a una multitud de personas congregadas fuera de un edificio con escaleras y puertas de vidrio, posiblemente en la entrada o salida de un evento, sin evidencia clara de violencia física directa, armas, fuego ni accidentes de tráfico.",0,local,32491.9,514.6,31498.3,599,2154,68.4
79,violence,violence,0.92,La secuencia muestra una altercado físico dentro de un ascensor donde personas están involucradas en una agresión o pelea.,1,local,12002.6,520.8,11002.6,599,756,68.7
80,violence,violence,0.95,"La imagen muestra una secuencia de cámaras de seguridad donde varias personas están involucradas en una alteración física y alguien cae al suelo, lo que indica violencia o agresión.",1,local,11395.7,524.0,10458.6,599,723,69.1
81,violence,violence,0.98,"La secuencia de imágenes muestra a personas peleando físicamente y corriendo en una acera, lo que indica un acto violento.",1,local,14088.5,497.0,13164.7,599,909,69.0
82,violence,violence,0.85,"La secuencia muestra a personas corriendo y pánico en una estación de metro, lo que sugiere un incidente violento o agresión ocurriendo en el fondo.",1,local,38501.9,489.3,37552.8,599,2569,68.4
83,violence,ERROR,0,,0,local,52433.5,509.9,51478.0,599,3497,67.9
84,violence,violence,0.95,La secuencia de video muestra una alteración física donde personas caen al suelo y hay interacción agresiva en un espacio público.,1,local,19026.6,522.8,18042.5,599,1242,68.8
85,violence,ERROR,0,,0,local,52255.8,518.1,51320.7,599,3497,68.1
86,violence,violence,0.85,"La secuencia muestra una interacción física agresiva entre dos personas cerca de un mapa en la pared, lo que indica violencia o asalto.",1,local,35473.3,516.4,34524.2,599,2362,68.4
87,violence,normal,0.95,"La secuencia muestra personas esperando y caminando en una estación de metro sin violencia, armas, fuego o accidentes visibles.",0,local,25595.4,498.8,24633.6,599,1688,68.5
88,violence,violence,0.92,La secuencia muestra a varias personas involucradas en una altercación física y agresión cerca de los vehículos estacionados.,1,local,13820.5,530.4,12856.5,599,887,69.0
89,violence,violence,0.85,"La secuencia muestra a una persona interactuando cerca de la puerta abierta de un vehículo y luego cayendo o moviéndose erráticamente en el suelo, lo que sugiere un altercado físico o agresión.",1,local,44707.9,493.4,43781.9,599,2990,68.3
90,violence,violence,0.92,La secuencia muestra una altercación física o pelea entre dos personas cerca de la puerta abierta de un vehículo.,1,local,19999.3,502.4,19037.6,599,1310,68.8
91,violence,violence,0.95,La secuencia muestra claramente una pelea física y un altercado entre varias personas en lo que parece ser un restaurante.,1,local,14531.0,492.5,13589.2,599,936,68.9
92,violence,weapons,0.9,"La imagen muestra un video con subtítulos que mencionan explícitamente el uso de herramientas afiladas y puñales ('利器', '匕首'), lo cual clasifica la escena bajo la categoría de armas.",0,local,30259.1,511.5,29238.6,599,2000,68.4
93,violence,violence,0.95,"La secuencia de imágenes muestra una pelea física o altercado entre varias personas en un lugar público, con empujones y agresiones visibles.",1,local,9862.9,516.1,8886.9,599,615,69.2
94,violence,violence,0.85,La secuencia muestra a un grupo de personas corriendo y aglomerándose en lo que parece ser una pelea o disturbio dentro de un local público.,1,local,25203.8,503.1,24174.1,599,1660,68.7
95,violence,normal,0.98,La secuencia muestra a personas caminando y estacionando bicicletas en un entorno urbano sin incidentes visibles.,0,local,7126.0,505.4,6106.9,599,425,69.6
96,violence,violence,0.95,La secuencia muestra a una persona cayendo violentamente por unas escaleras después de lo que parece ser un empujón o altercado físico con otra persona en la parte superior.,1,local,19556.7,508.2,18510.2,599,1275,68.9
97,violence,normal,0.95,"La secuencia muestra personas caminando tranquilamente por la acera y un estacionamiento sin indicios de violencia, armas, fuego o accidentes.",0,local,14161.3,487.6,13277.2,599,919,69.2
98,violence,violence,0,"{
""predicted_category"": ""violence"",
""confidence"": 0.95,
""description"": ""La secuencia muestra una interacción física agresiva cerca del maletero de un coche donde alguien cae al suelo y luego se ve acostado en el pavimento",1,local,52198.1,498.8,51299.6,599,3497,68.2
99,violence,violence,0.98,La secuencia muestra una pelea física y agresión entre varias personas en un entorno de oficina o laboratorio.,1,local,9928.9,512.6,8950.8,599,618,69.0
100,violence,violence,0.85,"La secuencia muestra a un grupo de personas que comienzan a interactuar físicamente y agarrarse mutuamente en los últimos fotogramas, lo que indica una altercado o agresión física.",1,local,17077.9,512.2,16140.4,599,1109,68.7
101,violence,violence,0.95,La secuencia de video muestra una pelea física y agresión entre varias personas en un entorno que parece ser una oficina o sala de computadoras.,1,local,12938.2,530.3,11998.3,599,827,68.9
102,violence,violence,0.95,La secuencia de video muestra claramente una altercado físico y agresión entre individuos dentro del mostrador de la tienda.,1,local,15639.6,502.4,14681.3,599,1012,68.9
103,violence,ERROR,0,,0,local,52341.5,499.9,51359.5,599,3497,68.1
104,violence,normal,0.95,"La secuencia muestra a un grupo de personas reunidas en una esquina con vehículos estacionados, interactuando casualmente sin evidencia clara de agresión física, armas o accidentes.",0,local,28548.8,520.1,27473.6,599,1884,68.6
105,violence,violence,0.95,"La secuencia muestra a personas corriendo y luchando físicamente en el suelo, lo que indica agresión física o un asalto.",1,local,14100.7,498.0,13193.9,599,909,68.9
106,violence,normal,0.95,La secuencia muestra a un grupo de personas reunidas en la calle frente a tiendas y vehículos estacionados sin ninguna indicación de peligro o actividad inusual.,0,local,6501.9,502.7,5580.0,599,388,69.5
107,violence,violence,0.95,La secuencia de video muestra claramente una pelea física y agresión entre dos personas en un espacio cerrado.,1,local,12465.4,487.4,11527.9,599,797,69.1
108,violence,violence,0.98,La secuencia muestra una pelea física y un asalto entre oficiales de correccional y reclusos en una celda.,1,local,10771.1,508.7,9746.2,599,674,69.2
109,violence,violence,1.0,La imagen muestra claramente un enfrentamiento físico y agresión entre personal de seguridad y reclusos dentro de una celda.,1,local,11212.5,527.1,10218.8,599,703,68.8
110,violence,violence,0.98,"La imagen muestra una secuencia de oficiales reprimiendo físicamente a un interno que yace en el suelo sobre una camilla, lo cual indica claramente violencia o agresión física.",1,local,16832.5,510.4,15912.4,599,1092,68.6
111,violence,ERROR,0,,0,local,52157.3,496.2,51266.6,599,3497,68.2
112,violence,violence,0.95,La secuencia de imágenes muestra claramente una altercado físico o pelea en un estacionamiento donde personas se agarran y caen al suelo.,1,local,12823.6,486.4,11799.2,599,815,69.1
113,violence,violence,0.95,La secuencia visualiza claramente un asalto físico en el que una persona lanza violentamente a otra contra la parte trasera de un vehículo estacionado.,1,local,11135.8,530.9,10167.4,599,704,69.2
114,violence,ERROR,0,,0,local,52267.5,510.3,51307.2,599,3497,68.2
115,violence,violence,0.98,La secuencia muestra una pelea física y agresión entre dos personas dentro de un ascensor.,1,local,15530.0,519.2,14565.0,599,1003,68.9
116,violence,normal,0.95,La secuencia muestra tráfico normal en una intersección con vehículos moviéndose y personas bajando de los coches sin incidentes visibles.,0,local,18439.6,533.4,17486.8,599,1205,68.9
117,violence,weapons,0.85,La secuencia muestra una escena de robo armada donde se observa a individuos sosteniendo lo que parece ser un arma de fuego en el mostrador.,0,local,12650.7,492.9,11726.9,599,808,68.9
118,violence,violence,0.95,La secuencia visualiza una alteración física y agresión entre varias personas en el interior de un establecimiento.,1,local,17076.3,500.9,16093.0,599,1108,68.8
119,violence,violence,0.95,La secuencia muestra una alteración física donde una persona levanta el brazo para golpear y luego hay un forcejeo que resulta en alguien cayendo contra los estantes de libros.,1,local,17635.6,496.7,16717.9,599,1149,68.7
120,violence,violence,0.98,"La secuencia muestra claramente una pelea física y agresión entre personas dentro de un bar, donde individuos se empujan y luego huyen por la puerta.",1,local,11749.5,513.8,10715.5,599,737,68.8
121,violence,violence,0.95,La secuencia muestra una altercado físico y agresión entre personas en un bar.,1,local,15005.8,501.1,13934.7,599,958,68.7
122,violence,violence,0.95,La secuencia de video muestra claramente una pelea física y un altercado entre varias personas en lo que parece ser un parque.,1,local,10334.3,528.2,9360.5,599,647,69.1
123,violence,violence,0.95,"El video muestra a varias personas involucradas en un altercado físico o agresión, con individuos cayendo y corriendo.",1,local,8796.7,532.5,7836.9,599,540,68.9
124,violence,violence,0.95,"La secuencia muestra a una persona en el suelo mientras otras personas están de pie cerca o caminando agresivamente, lo que sugiere un altercado físico o asalto.",1,local,14616.8,523.2,13691.4,599,942,68.8
125,violence,normal,0.95,La imagen muestra una escena de oficina estándar con una persona trabajando en un escritorio sin ninguna actividad sospechosa o peligro visible.,0,local,11453.5,491.8,10464.2,599,720,68.8
126,violence,normal,0.95,"La secuencia muestra actividad cotidiana segura dentro de una oficina sin violencia, armas o accidentes visibles.",0,local,22347.1,485.8,21416.4,599,1473,68.8
127,violence,normal,0.95,"La imagen muestra a personas en una sala de billar sin ninguna señal de violencia, armas, fuego o accidentes, por lo que se clasifica como contenido normal.",0,local,12567.5,519.2,11580.8,599,800,69.1
128,violence,normal,0.95,"La secuencia muestra personas moviéndose y jugando en un salón de estar sin indicios de violencia, armas, fuego o accidentes.",0,local,14784.7,499.2,13735.6,599,946,68.9
129,violence,normal,0.98,La secuencia muestra una escena doméstica normal con personas interactuando en un salón sin violencia ni peligros.,0,local,13045.9,518.6,12120.3,599,834,68.8
130,violence,normal,0.98,La imagen muestra una secuencia de personas interactuando y jugando en un salón doméstico sin signos de violencia o peligro.,0,local,11805.6,507.0,10805.9,599,744,68.9
131,violence,normal,0.95,"La secuencia muestra personas moviéndose en un salón de estar, posiblemente bailando o interactuando socialmente sin evidencia clara de agresión física.",0,local,19693.6,515.1,18714.4,599,1289,68.9
132,violence,normal,0.95,"La secuencia muestra a varias personas moviéndose y sentándose en una sala de estar sin evidencia de violencia, armas o accidentes.",0,local,10958.7,505.3,10026.4,599,693,69.1
133,violence,normal,0.95,"La secuencia de video muestra a dos personas interactuando calmadamente en un sofá dentro de una casa, sin presencia de violencia, armas, fuego o accidentes.",0,local,16611.1,495.1,15671.8,599,1080,68.9
134,violence,normal,0.95,"La imagen muestra una multitud de personas en un lugar interior, probablemente un bar o club nocturno, sin evidencia clara de violencia, armas, fuego ni accidentes.",0,local,14923.1,531.2,13992.0,599,964,68.9
135,violence,violence,0.95,La secuencia muestra claramente a varias personas involucradas en peleas físicas y agresiones dentro de una multitud.,1,local,12104.6,497.6,11198.8,599,773,69.0
136,violence,violence,0.85,"La imagen muestra a un grupo de personas interactuando físicamente con fuerza en el centro de una multitud, donde parece haber un empujón o agarrón que hace caer a alguien, lo cual se clasifica como violencia.",1,local,21665.4,505.3,20738.8,599,1424,68.7
137,violence,violence,0.95,La secuencia muestra a oficiales de policía interviniendo en una multitud donde se observa un enfrentamiento físico y agitación entre varias personas.,1,local,10813.0,506.0,9882.4,599,680,68.8
138,violence,violence,0.98,La secuencia muestra claramente un altercado físico donde se ve a un cliente golpeando o empujando agresivamente a un empleado en el mostrador.,1,local,8478.4,492.0,7514.4,599,517,68.8
139,violence,violence,0.98,La secuencia de video muestra claramente un asalto físico donde un cliente golpea a un empleado dentro del establecimiento.,1,local,10900.0,490.8,9986.1,599,688,68.9
140,violence,violence,0.98,"La secuencia de imágenes muestra claramente un forcejeo físico y agresión entre varias personas, con al menos una persona cayendo al suelo mientras otras la agarran.",1,local,12444.6,493.3,11540.4,599,794,68.8
141,violence,violence,0.98,La secuencia de video muestra claramente una pelea física y agresión entre personas en la acera.,1,local,12084.8,502.7,11175.1,599,771,69.0
142,violence,violence,0.95,La secuencia muestra una altercado físico en la calle donde se observa un enfrentamiento o detención policial con personas involucradas y alguien cayendo al suelo.,1,local,22321.2,494.3,21382.5,599,1466,68.6
143,violence,normal,0.95,"La secuencia muestra a peatones en una calle interactuando con macetas y posiblemente recogiendo basura o usando herramientas de limpieza, sin violencia ni accidentes evidentes.",0,local,31748.5,508.1,30812.1,599,2108,68.4
144,violence,normal,0.95,"La secuencia muestra a personas de pie cerca de vehículos con las puertas abiertas en un área pavimentada, posiblemente cargando o descargando artículos, sin evidencia de violencia, armas, fuego ni accidentes.",0,local,26714.4,523.8,25667.9,599,1756,68.4
145,violence,violence,0.95,La secuencia muestra una interacción física agresiva entre dos personas donde uno parece estar sujetando o atacando a otro en el suelo cerca de unos arbustos.,1,local,24080.3,530.8,23111.0,599,1587,68.7
146,violence,normal,0.98,"La imagen muestra una secuencia de video de vigilancia que captura una escena cotidiana sin violencia, armas, fuego ni accidentes.",0,local,11398.5,531.0,10412.8,599,718,69.0
147,violence,violence,0.95,La secuencia de imágenes muestra una altercación física agresiva y un posible asalto entre varias personas cerca de un vehículo estacionado en la nieve.,1,local,22795.4,522.0,21832.9,599,1499,68.7
148,violence,violence,0.95,La secuencia muestra una altercación física entre dos personas cerca de un automóvil donde uno cae al suelo y hay indicios de lesiones o sangre.,1,local,16300.8,522.0,15306.7,599,1055,68.9
149,violence,ERROR,0,,0,local,52353.2,500.5,51380.9,599,3497,68.1
150,violence,ERROR,0,,0,local,52247.4,494.0,51296.0,599,3497,68.2
151,violence,violence,0.95,La secuencia muestra una alteración física o asalto dentro de la tienda donde se observa a personas luchando y luego huyendo.,1,local,16703.5,488.3,15762.0,599,1087,69.0
152,violence,violence,0.95,La imagen muestra una serie de fotogramas donde se observa claramente una pelea física y agresión entre varios hombres dentro de un establecimiento nocturno.,1,local,11834.9,519.4,10899.6,599,754,69.2
153,violence,violence,0.95,La secuencia muestra una pelea física en un bar donde se observa a personas empujándose y golpeando entre sí.,1,local,19583.9,535.4,18634.2,599,1280,68.7
154,violence,violence,0.98,La secuencia de imágenes muestra claramente una pelea física y altercado entre varias personas en un bar.,1,local,13143.8,511.8,12159.2,599,838,68.9
155,violence,violence,0.98,Las imágenes muestran claramente a varios hombres involucrados en una pelea física y agresiva dentro de lo que parece ser un bar o club nocturno.,1,local,11454.2,531.9,10423.6,599,718,68.9
156,violence,violence,0.95,La secuencia muestra a varias personas peleando físicamente y empujándose en lo que parece ser un bar o restaurante.,1,local,6868.3,508.5,5950.4,599,412,69.2
157,violence,violence,0.95,La secuencia muestra claramente una pelea física y altercado entre varias personas en un establecimiento.,1,local,17578.3,513.2,16626.0,599,1145,68.9
158,violence,violence,0.95,La secuencia de imágenes muestra claramente una pelea física y agresión entre varias personas en lo que parece ser un bar o discoteca.,1,local,12755.9,517.0,11775.5,599,811,68.9
159,violence,accident,0.95,"La secuencia muestra a personas cayendo al suelo repentinamente cerca de una barrera y vehículos, lo que indica un accidente o colisión.",0,local,20348.6,493.9,19426.0,599,1335,68.7
160,violence,violence,0.98,La secuencia muestra claramente un asalto físico donde una persona ataca agresivamente a otras en el mostrador y luego se produce una lucha corporal.,1,local,11689.0,530.5,10768.9,599,742,68.9
161,violence,violence,0.95,La secuencia de video muestra una alteración física y un forcejeo entre varias personas en el suelo dentro del establecimiento.,1,local,15806.6,497.1,14884.2,599,1023,68.7
162,violence,violence,0.95,La secuencia muestra una altercado físico y agresión entre personas detrás del mostrador.,1,local,13118.8,505.0,12185.1,599,838,68.8
163,violence,ERROR,0,,0,local,52376.3,509.1,51445.8,599,3497,68.0
164,violence,normal,0.95,"La imagen muestra el interior de una tienda con personas sentadas y moviéndose cerca del mostrador sin evidencia de violencia, armas o accidentes.",0,local,17745.1,486.3,16785.5,599,1156,68.9
