indice,label_real,prediccion,confianza,descripcion,correcto,source,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
14,violencia,normal,0,"```json
{
    ""predicted_category"": ""normal"",
    ""confidence"": 1.00,
    ""description"": ""La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La descripción es: 'La imagen muestra una serie de fotos que muestran diferentes escenas cotidianas y seguras. No hay evidencia de violencia, armas, fuego o accidentes en la imagen. La",0,local,35023.1,237.6,34659.5,990,3106,89.6
15,violencia,violencia,0.95,"La imagen muestra una serie de fotos que capturan un incidente de violencia física entre dos personas en un ambiente interno. La persona en la izquierda parece estar agrediendo a la otra, quien está defendiéndose. No hay armas visibles ni evidencia de fuego o accidentes. El gráfico más cercano al final de la secuencia no es una tabla o infografía con datos, sino que muestra un diagrama de una estructura interna. La descripción del contenido cotidiano y seguro es irrelevante en este caso.",1,local,2421.6,240.4,1929.3,990,182,94.3
16,violencia,normal,1.0,"La imagen muestra una secuencia de vídeo que muestra a un hombre caminando con una carga en una calle residencial. No hay ninguna evidencia de violencia, armas, fuego o accidente. La escena es normal y cotidiana.",0,local,1490.9,239.6,1125.0,990,105,93.3
17,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad de un edificio o establecimiento. No hay evidencia de violencia, armas, fuego, accidente ni gráficos en la imagen. La descripción es normal y no hay elementos peligrosos visibles.",0,local,1581.6,238.3,1219.9,990,116,95.1
18,violencia,normal,0,"```json
{
    ""predicted_category"": ""normal"",
    ""confidence"": 1.00,
    ""description"": ""La imagen muestra una serie de fotos que parecen ser capturas de seguridad de un edificio o establecimiento. En ellas se pueden ver varias personas caminando por el interior del edificio, lo que sugiere que es un espacio común como un pasillo o corredor. No hay evidencia de violencia, armas, fuego ni accidente en la imagen. La descripción ""normal"" se aplica ya que no hay elementos que indiquen una situación peligrosa o insegura.""
}
```",0,local,2118.3,235.5,1748.7,990,165,94.4
19,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad de un edificio o establecimiento. No se observan elementos que indiquen violencia, armas, fuego, accidente ni gráficos. La gente en la imagen está caminando normalmente y no hay ninguna situación peligrosa o desordenada. Por lo tanto, la categoría correcta es 'normal'.",0,local,1849.2,234.8,1483.3,990,141,95.1
20,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad de un edificio o establecimiento. En ninguna de las imágenes se observan elementos que indiquen violencia, armas, fuego, accidente o gráficos. La descripción del contenido es normal y cotidiano, lo que sugiere que la categoría correcta es 'normal'. El confianza es 1.00 porque no hay elementos que indiquen ninguna de las categorías negativas.",0,local,2124.0,235.6,1759.1,990,166,94.4
21,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad de un edificio. No hay evidencia de violencia, armas, fuego, accidente ni gráficos en la imagen. Por lo tanto, la categoría correcta es 'normal'.",0,local,1478.0,236.6,1121.8,990,106,94.5
22,violencia,normal,1.0,"La imagen muestra una secuencia de vídeos que muestran un espacio interior con varias personas y objetos. No se observan elementos que indiquen violencia, armas, fuego, accidente o gráficos. Por lo tanto, la categoría correcta es 'normal'. La descripción de la imagen no proporciona información relevante para la predicción.",0,local,1716.9,235.1,1365.2,990,133,97.4
23,violencia,normal,1.0,"La imagen muestra una secuencia de vídeos que muestran a un individuo interactuando con un entorno doméstico. No se observan elementos que indiquen violencia, armas, fuego, accidente o gráficos. La situación parece ser normal y cotidiana.",0,local,1473.0,229.0,1144.2,990,112,97.9
24,violencia,normal,1.0,"La imagen muestra una serie de capturas de video que muestran a una persona caminando por un pasillo con una pared decorada en el fondo. No hay elementos que indiquen violencia, armas, fuego, accidente o gráfico. La categoría correcta es 'normal'.",0,local,1471.0,229.1,1133.4,990,111,97.9
25,violencia,violencia,1.0,"La imagen muestra a varias personas en un ambiente interno que parece ser una sala de reuniones o una oficina. Algunas personas están agitadas y se encuentran en posiciones irregulares, lo que sugiere que hay una situación de conflicto o pelea física. La violencia es evidente en este caso.",1,local,1650.7,230.0,1284.9,990,125,97.3
26,violencia,violencia,0.95,"La imagen muestra a varias personas en una pelea física, lo que sugiere que la categoría correcta es 'violencia'. La agresión entre las personas y el contexto de la pelea son los elementos principales que permiten clasificar la imagen como 'violencia'.",1,local,1536.7,229.8,1182.7,990,115,97.2
27,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad de un vehículo en movimiento. No hay evidencia de violencia, armas, fuego o accidente. La descripción del contenido es normal y cotidiano.",0,local,1396.0,231.7,1046.3,990,102,97.5
28,violencia,normal,1.0,"La imagen muestra un interior de un bus con varios asientos y una persona sentada en uno de ellos. No hay evidencia de violencia, armas, fuego o accidente. La descripción es normal.",0,local,1273.9,229.2,933.3,990,91,97.5
29,violencia,accidente,1.0,"La imagen muestra una serie de fotos que muestran un bus con varios pasajeros en el interior. La mayoría de las fotos muestran la interioridad del bus, mientras que algunas muestran la exterioridad del bus. En algunas fotos, se puede ver a los pasajeros sentados y en otros casos, se pueden ver objetos como asientos, bolsas y otros elementos del interior del bus. La imagen no muestra ninguna violencia, arma o fuego, por lo tanto, la categoría correcta es 'accidente'.",0,local,2144.2,231.4,1789.4,990,174,97.2
30,violencia,accidente,1.0,"La imagen muestra una serie de imágenes que parecen mostrar un accidente de tráfico. Se pueden ver varios vehículos dañados y en llamas, lo que sugiere que ha habido un choque o colisión entre ellos. La presencia de humo y la destrucción de los coches son indicativas de una situación de emergencia y peligro.",0,local,1714.4,229.9,1369.7,990,133,97.1
31,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser de un bus o camión con varias personas en él. No hay elementos visibles que indiquen violencia, armas, fuego, accidente ni gráficos. La situación parece ser normal y cotidiana.",0,local,1443.0,231.1,1093.2,990,106,97.0
32,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad de un lugar público, como una estación de policía o un centro comercial. No hay evidencia de violencia, armas, fuego, accidente ni gráficos en la imagen. La descripción es normal y no hay elementos que indiquen ninguna de las categorías proporcionadas.",0,local,1750.6,231.3,1393.3,990,135,96.9
33,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad de un edificio. No hay evidencia de violencia, armas, fuego, accidente ni gráficos en la secuencia. Todo lo que se puede ver son personas y objetos cotidianos, lo que sugiere que la categoría correcta es 'normal'. La descripción detrás de esta predicción es que las imágenes muestran una serie de fotos que parecen ser capturas de seguridad de un edificio, y no hay evidencia de violencia, armas, fuego, accidente ni gráficos en la secuencia. Todo lo que se puede ver son personas y objetos cotidianos, lo que sugiere que la categoría correcta es 'normal'.",0,local,2723.4,230.9,2381.1,990,230,96.6
34,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad de una zona urbana durante la noche. En ellas se pueden ver varias personas que parecen estar caminando o conversando en un ambiente nocturno. No hay evidencia de violencia, armas, fuego ni accidentes visibles en las fotos. Además, no se observan gráficos, tablas o infografías con datos relevantes. Por lo tanto, la categoría más adecuada para esta serie de imágenes es 'normal'.",0,local,2121.5,229.9,1770.2,990,171,96.6
35,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad en un lugar público. En ninguna de las imágenes se observan elementos que indiquen violencia, armas, fuego, accidente o gráficos. La gente presenta comportamientos normales y no hay signos de peligro o incidentes extraordinarios. Por lo tanto, la categoría correcta es 'normal'.",0,local,1830.3,230.3,1472.6,990,142,96.4
36,violencia,normal,1.0,"La imagen muestra una serie de fotos que muestran a varias personas caminando por un pasillo de una estación de trenes. No hay elementos que indiquen violencia, armas, fuego, accidente o gráficos en la imagen. La descripción es normal y no hay datos o infografías visibles.",0,local,1593.6,229.6,1245.1,990,121,97.2
37,violencia,normal,1.0,"La imagen muestra una serie de fotos que capturan un momento de violencia en un restaurante. En la primera foto, se puede ver a dos personas luchando entre sí. La segunda foto muestra a uno de los combatientes cayendo al suelo, mientras el otro sigue atacando. La tercera foto muestra a ambos combatientes en el suelo, con uno de ellos aparentemente herido y el otro continuando a atacar. En la cuarta foto, se puede ver que el restaurante está cerrado y los clientes están fuera de él. La quinta foto muestra a un grupo de personas en la calle, con algunos de ellos aparentemente heridos o en estado de shock. La sexta foto muestra a las autoridades llegando al restaurante para investigar el incidente. La séptima foto muestra a los clientes y empleados del restaurante en una conversación con la policía. La octava foto muestra a los clientes y empleados del restaurante en un momento de tranquilidad, después del incidente. La novena foto muestra a los clientes y empleados del restaurante en una conversación con la prensa sobre el incidente. La décima foto muestra a los clientes y empleados del restaurante en un momento de reflexión, después del incidente.",0,local,4042.5,229.4,3680.9,990,356,96.7
38,violencia,violencia,1.0,"La imagen muestra una serie de fotos que muestran a varias personas en un ambiente que parece ser un restaurante o comerio. En algunas fotos, se observan actitudes agresivas y peleas físicas entre los individuos. Esto sugiere que la categoría correcta es 'violencia'. La confianza de esta predicción es alta (1.00), lo que indica que la imagen muestra una situación de violencia con certeza.",1,local,2011.3,231.2,1647.3,990,159,96.5
39,violencia,violencia,1.0,"La imagen muestra una serie de imágenes que muestran a varias personas en un ambiente que parece ser un supermercado. En algunas de las imágenes, se pueden ver personas luchando entre sí, lo que sugiere que la categoría correcta es 'violencia'. La violencia parece estar relacionada con una pelea física o agresión entre personas.",1,local,1780.9,231.1,1417.7,990,137,96.6
40,violencia,violencia,1.0,"La imagen muestra una serie de imágenes que muestran a varias personas en un ambiente que parece ser un supermercado. En algunas de las imágenes, se observan actos violentos, como peleas físicas y agresiones entre personas. La ausencia de armas o elementos que indiquen un accidente o fuego no permite clasificar la imagen en ninguna de estas categorías. Por lo tanto, la predicción es 'violencia' con una confianza del 100%.",1,local,2120.6,231.2,1783.4,990,172,96.4
41,violencia,violencia,1.0,"La imagen muestra una serie de fotos que capturan un incidente de violencia en un local comercial. Se observa a varias personas en conflicto, lo que sugiere una pelea física o agresión entre ellos.",1,local,1363.1,231.2,1007.7,990,98,97.2
42,violencia,violencia,0.95,"La imagen muestra una serie de imágenes que muestran a varias personas en un ambiente que parece ser un supermercado. En algunas de las imágenes, se pueden ver actos violentos como peleas físicas y agresiones entre personas. La confianza es alta, lo que sugiere que la categoría correcta es 'violencia'.",1,local,1719.0,230.2,1374.3,990,133,96.8
43,violencia,normal,1.0,"La imagen muestra una serie de fotos que muestran un ambiente interno con mesas y sillas, lo que sugiere que es un espacio común como un restaurante o cafetería. No hay elementos que indiquen violencia, armas, fuego, accidente ni gráficos en la imagen. Por lo tanto, la categoría correcta es 'normal'.",0,local,1689.1,230.0,1337.7,990,130,97.2
44,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad de un edificio. No hay evidencia de violencia, armas, fuego o accidente en la imagen. La descripción del contenido es normal y cotidiano.",0,local,1391.1,231.0,1051.4,990,102,97.0
45,violencia,normal,1.0,"La imagen muestra una serie de fotos que muestran a varias personas caminando por una calle nocturna. No hay evidencia de violencia, armas, fuego o accidente en la imagen. La descripción del contenido es cotidiana y seguro.",0,local,1469.8,231.8,1117.4,990,108,96.7
46,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad de un lugar público, probablemente un estacionamiento o un área de tráfico. No se observan elementos que indiquen violencia, armas, fuego, accidente ni gráficos. La imagen muestra vehículos y personas en actividad, lo que sugiere que es una situación cotidiana y segura.",0,local,1781.8,229.8,1437.6,990,139,96.7
47,violencia,normal,1.0,"La imagen muestra una secuencia de fotos que parece ser un montaje o una serie de imágenes que no muestran ninguna de las categorías proporcionadas: violencia, armas, fuego, accidente, gráfico. La descripción del contenido es normal y cotidiano, lo que sugiere que la secuencia de fotos no contiene elementos peligrosos o inseguros.",0,local,1825.1,231.6,1475.8,990,143,96.9
48,violencia,normal,1.0,"La imagen muestra una secuencia de fotos que parece ser una serie de capturas de video de una persona caminando y abriendo una puerta. No hay elementos visibles en la imagen que indiquen violencia, armas, fuego, accidente o gráfico. La descripción es normal.",0,local,1530.4,231.7,1186.7,990,115,96.9
49,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser de un espacio interno con varias personas y objetos. No hay evidencia clara de violencia, armas, fuego o accidente. La descripción no proporciona información suficiente para clasificar la categoría correctamente.",0,local,1528.6,230.9,1173.6,990,114,97.1
50,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad de un edificio. No se observan elementos que indiquen violencia, armas, fuego, accidente o gráficos. La descripción del contenido es normal y cotidiano, lo que sugiere que la categoría correcta es 'normal'. ¡Por favor, recuerda que esta descripción se basa en el contenido de las imágenes proporcionadas y no en cualquier otro contexto o información adicional. ¡Espero que esto sea útil! 😊",0,local,2250.1,230.9,1900.6,990,184,96.8
51,violencia,normal,1.0,"La imagen muestra una serie de fotos que muestran un ascensor con personas en él. No hay evidencia de violencia, armas, fuego o accidente. La descripción del contenido es normal y cotidiano.",0,local,1350.2,233.0,979.6,990,95,97.0
52,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser de una cámara de seguridad en un edificio. No hay elementos visibles que indiquen violencia, armas, fuego, accidente o gráfico. La descripción es normal y no hay datos o infografías que puedan indicar una categoría específica.",0,local,1625.5,230.9,1265.4,990,122,96.4
53,violencia,normal,1.0,"La imagen muestra una serie de imágenes que parecen ser capturas de seguridad de un edificio. No se observan elementos que indiquen violencia, armas, fuego, accidente o gráficos. La descripción es normal y no hay ninguna anomalía visible en la imagen.",0,local,1567.9,232.4,1201.8,990,116,96.5
54,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser de una escalera y un pasillo de una estructura. No hay elementos visibles que indiquen violencia, armas, fuego, accidente o gráficos. La descripción es normal.",0,local,1416.9,231.2,1065.1,990,103,96.7
55,violencia,normal,1.0,"La imagen muestra una serie de fotos que capturan diferentes momentos en un transporte público, como un tranvía o metro. En ninguna de las imágenes se observa violencia, armas, fuego, accidente ni gráficos. Los pasajeros están sentados y parecen estar en una rutina normal de viaje. La descripción del contenido es cotidiana y seguro.",0,local,1827.5,232.1,1474.8,990,143,97.0
56,violencia,normal,1.0,"La imagen muestra una serie de fotos que muestran a personas dentro de un vehículo en movimiento. No se observan elementos que indiquen violencia, armas, fuego, accidente o gráficos. La situación parece ser normal y cotidiana, con los pasajeros sentados y posiblemente disfrutando del viaje.",0,local,1633.3,232.6,1284.9,990,125,97.3
57,violencia,normal,1.0,"La imagen muestra una serie de fotos que muestran a personas dentro de un vehículo en movimiento. No se observan elementos que indiquen violencia, armas, fuego, accidente o gráficos. La situación parece ser normal y cotidiana, con los pasajeros sentados y posiblemente disfrutando del viaje.",0,local,1646.0,231.2,1285.0,990,125,97.3
58,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad de un entorno interno, probablemente un edificio o un centro comercial. En ninguna de las imágenes se observan elementos que indiquen violencia, armas, fuego, accidente ni gráficos. Todo lo que se puede ver son personas y objetos cotidianos en un entorno interno. La confianza es alta, ya que no hay ninguna de las categorías negativas presentes.",0,local,2013.0,231.0,1667.5,990,162,97.2
59,violencia,normal,1.0,"La imagen muestra una serie de fotos que parecen ser capturas de seguridad de un entorno interno, probablemente un gimnasio o un centro de entrenamiento. En ninguna de las imágenes se observan elementos que indiquen violencia, armas, fuego, accidente ni gráficos. Todo lo que se puede ver son personas y objetos cotidianos en un ambiente interno. La confianza es alta (1.00) ya que no hay ninguna de las categorías negativas presentes en la imagen.",0,local,2161.8,231.7,1807.4,990,175,96.8
60,violencia,normal,1.0,"La imagen muestra una serie de fotos que capturan un momento de tránsito en un establecimiento comercial. En ninguna de las imágenes se observa violencia, armas, fuego o accidente. La gente parece estar caminando normalmente y no hay gráficos o datos visibles que indiquen una situación especial. Por lo tanto, la categoría correcta es 'normal'.",0,local,1808.4,231.2,1458.9,990,141,96.6
61,violencia,normal,1.0,"La imagen muestra una serie de fotos que muestran un área de estacionamiento con varios vehículos y personas. No hay evidencia de violencia, armas, fuego o accidente en la imagen. La descripción del contenido es normal y cotidiano.",0,local,1443.7,231.8,1093.1,990,106,97.0
62,violencia,normal,1.0,"La imagen muestra una secuencia de vídeo que muestra un tráfico de vehículos en movimiento. No se observan elementos que indiquen violencia, armas, fuego o accidente. Por lo tanto, la categoría correcta es 'normal'.",0,local,1413.4,230.3,1068.0,990,104,97.4
