indice,video_id,label_real,prediccion,confianza,descripcion,correcto,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
14,000398,accidente,accidente,0.95,"La secuencia de fotogramas muestra un vehículo que se despliega y se vuelca en el último fotograma, lo que indica un accidente de tráfico. La progresión de los eventos es clara: el vehículo se encuentra en la carretera, luego se despliega y se vuelca, lo que sugiere una colisión repentina con otro vehículo o obstáculo. Los daños visibles en los fotogramas posteriores confirman la fuerza del impacto y la gravedad del accidente.",1,2463.1,381.1,1919.7,927,183,95.3
15,000941,no_accidente,accidente,0.95,"La secuencia de fotogramas muestra una serie de eventos que indican un accidente de tráfico nocturno. Inicialmente, se observa la luz del faro de un vehículo en el primer fotograma (t=1). A medida que se avanza en la secuencia, se puede ver cómo los vehículos se acercan y se despliegan hacia la izquierda. En el tercer fotograma (t=3), se observa un impacto entre dos vehículos, lo que confirma la ocurrencia de un accidente. Posteriormente, en los fotogramas posteriores, se pueden ver daños visibles en los vehículos y la carretera, así como la presencia de una persona en el último fotograma (t=9). La secuencia de fotogramas muestra una serie de eventos que indican un accidente de tráfico nocturno.",0,3342.2,384.8,2826.8,927,269,95.2
16,000033,accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico en una carretera urbana. Inicialmente, se observan dos vehículos en movimiento, uno detrás del otro. En el primer fotograma (t=1), ambos vehículos están en posición normal y no hay signo de un accidente inminente. A medida que avanzamos en la secuencia, se puede ver cómo el segundo vehículo se despliega hacia la izquierda de la carretera, lo que sugiere una maniobra errática o un intento de evitar a otro vehículo. En el tercer fotograma (t=3), el segundo vehículo ya ha salido de la carretera y se encuentra en posición inestable, lo que indica que ha sufrido un accidente. En los siguientes fotogramas, se observan daños visibles en el segundo vehículo, como la rotura de cristales y la despliegación del airbag. También se puede ver cómo el primer vehículo ha reaccionado al accidente, lo que sugiere que ha sido involucrado en el mismo. En los últimos fotogramas (t=6), se observan escombros y daños en la carretera y en los vehículos, lo que confirma que un accidente de tráfico ha ocurrido.",1,4520.2,449.3,3914.0,927,372,95.0
17,001751,no_accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico en el que se ve una serie de eventos relacionados con la colisión de dos vehículos. Inicialmente, los vehículos están en movimiento normalmente, pero a medida que se avanza en la secuencia, se observan signos de un accidente iminente, como el desplazamiento de uno de los vehículos y la aparición de daños en sus partes posteriores. La velocidad de los vehículos también parece haber cambiado bruscamente, lo que sugiere una colisión repentina. Finalmente, se observan los vehículos con daños visibles, como el desplazamiento de cristales y la rotura de airbags.",0,2917.7,348.3,2357.1,927,225,95.5
18,000342,no_accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico en una intersección de carreteras. Se observan varios vehículos que se encuentran en la intersección, uno de los cuales ha sufrido un impacto con otro vehículo. La fuerza del impacto es lo suficiente para que el vehículo que ha sido golpeado se despliege y se vuelca en la carretera. Los airbags están inflados, indicando que el accidente ha ocurrido recientemente. El vehículo que ha causado el accidente se puede ver en varios fotogramas posteriores, mientras que los demás vehículos se despliegan y se mueven erráticamente. La secuencia de fotogramas muestra la evolución del accidente, desde su inicio hasta su conclusión.",0,3261.9,466.3,2625.2,927,250,95.2
19,001060,no_accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico en una intersección de carreteras. Se observan varios vehículos que se encuentran en la intersección y uno de ellos ha sufrido daños significativos, como el despliegue de airbag y cristales rotos. La secuencia muestra cómo los vehículos se acercan a la intersección y cómo uno de ellos se detiene repentinamente, lo que indica un accidente. También se observa una persona en la esquina de la intersección, posiblemente un peatón que ha sido involucrado en el accidente o que está intentando ayudar.",0,2755.1,389.5,2203.5,927,210,95.3
20,000973,no_accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico en una carretera. Inicialmente, se observan dos vehículos que se cruzan en la intersección. En el primer fotograma, ambos vehículos están en movimiento y no hay signo de colisión. A medida que avanzamos en la secuencia, se puede ver cómo uno de los vehículos se despliega hacia la izquierda, mientras que el otro sigue su curso original. En el tercer fotograma, ambos vehículos están fuera de la carretera y se observan daños en sus partes laterales. La secuencia muestra cómo uno de los vehículos ha sufrido un impacto con otro objeto no visible en la imagen, lo que ha causado el despliegue del vehículo hacia la izquierda. En el último fotograma, se observan daños significativos en ambos vehículos y se puede ver cómo uno de los vehículos ha sufrido un impacto con otro objeto que no está visible en la imagen.",0,3866.6,455.7,3250.3,927,310,95.4
21,000636,accidente,accidente,0.95,"La secuencia de fotogramas muestra un vehículo que se despliega después de un impacto con otro vehículo. Se observan daños en el coche y la camión, así como la rotación del coche. La posición de los vehículos en diferentes fotogramas indica una colisión repentina.",1,1918.5,456.6,1319.7,927,126,95.5
22,002031,no_accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico nocturno. Se observan varios vehículos en movimiento, uno de los cuales se despliega y colisiona con otro, lo que se puede inferir como el momento del impacto. Posteriormente, se pueden ver daños visibles en algunos de los vehículos, así como la presencia de un vehículo que sale de la carretera o vuelca. La secuencia muestra una serie de paradas bruscas y movimientos erráticos entre fotogramas, lo que indica la posible interrupción del flujo de tráfico debido al accidente. Además, se pueden ver escombros en algunos de los fotogramas posteriores, lo que sugiere que el accidente ha causado daños significativos a los vehículos y a la infraestructura vial.",0,3265.1,385.9,2710.1,927,258,95.2
23,000189,accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico que ocurre en una intersección. El vehículo blanco se desplaza hacia la izquierda y colisiona con otro vehículo que no está visible en el primer fotograma. La fuerza del impacto es suficiente para causar daños visibles en los fotogramas posteriores, como la rotura de cristales y la deformación en el cuerpo del vehículo blanco. Además, se puede ver que el vehículo blanco sale de la carretera y se desplaza hacia la izquierda, lo que indica que ha perdido control debido al impacto. La secuencia muestra también la parada brusca del vehículo blanco después del accidente.",1,2958.7,392.7,2435.4,927,231,94.8
24,001058,accidente,accidente,0.95,"La secuencia de fotogramas muestra un vehículo que se despliega de la carretera en el primer fotograma (t=1). A lo largo del tiempo, se observa una serie de eventos que indican un accidente:
    - El vehículo se despliega y se eleva en el segundo fotograma (t=2), lo que sugiere que ha chocado con otro objeto.
    - En el tercer fotograma (t=3), se puede ver la parte superior del vehículo, lo que indica que ha sido elevado por la fuerza del impacto.
    - A partir de este momento, se observan los daños en el vehículo y su posición en el cuarto fotograma (t=4), donde se puede ver que ha chocado con otro objeto y está en un ángulo inestable.
    - En el quinto fotograma (t=5), se observa la parte inferior del vehículo, lo que indica que ha sido elevado por la fuerza del impacto.
    - En el sexto fotograma (t=6), se puede ver que el vehículo está en un ángulo inestable y que ha chocado con otro objeto.
    - En el séptimo fotograma (t=7), se observa la parte superior del vehículo, lo que indica que ha sido elevado por la fuerza del impacto.
    - En el octavo fotograma (t=8), se puede ver que el vehículo está en un ángulo inestable y que ha chocado con otro objeto.
    - En el noveno fotograma (t=9), se observa la parte inferior del vehículo, lo que indica que ha sido elevado por la fuerza del impacto.
    - En el décimo fotograma (t=10), se puede ver que el vehículo está en un ángulo inestable y que ha chocado con otro objeto.
    - En el undécimo fotograma (t=11), se observa la parte superior del vehículo, lo que indica que ha sido elevado por la fuerza del impacto.
    - En el duodécimo fotograma (t=12), se puede ver que el vehículo está en un ángulo inestable y que ha chocado con otro objeto.
    - En el treceavo fotograma (t=13), se observa la parte inferior del vehículo, lo que indica que ha sido elevado por la fuerza del impacto.
    - En el cuartocemo fotograma (t=14), se puede ver que el vehículo está en un ángulo inestable y que ha chocado con otro objeto.
    - En el quinceavo fotograma (t=15), se observa la parte superior del vehículo, lo que indica que ha sido elevado por la fuerza del impacto.
    - En el decimosexto fotograma (t=16), se puede ver que el vehículo está en un ángulo inestable y que ha chocado con otro objeto.
    - En el decimo noveno fotograma (t=17), se observa la parte inferior del vehículo, lo que indica que ha sido elevado por la fuerza del impacto.
    - En el vigésimo primer fotograma (t=18), se puede ver que el vehículo está en un ángulo inestable y que ha chocado con otro objeto.
    - En el vigésimo segundo fotograma (t=19), se observa la parte superior del vehículo, lo que indica que ha sido elevado por la fuerza del impacto.
    - En el vigésimo tercer fotograma (t=20), se puede ver que el vehículo está en un ángulo inestable y que ha chocado con otro objeto.
    - En el vigésimo cuarto fotograma (t=21), se observa la parte inferior del vehículo, lo que indica que ha sido elev",1,11533.6,477.5,10894.0,927,1024,94.0
25,000350,no_accidente,accidente,0.95,"La secuencia de fotogramas muestra una serie de eventos que indican un accidente de tráfico nocturno. Inicialmente, se observa la luz del vehículo en el primer fotograma (t=1), lo que sugiere que el vehículo estaba en marcha. En los siguientes fotogramas, se puede ver cómo el vehículo pierde control y se despliega de la carretera, con una serie de impactos y movimientos erráticos. Los últimos fotogramas muestran el vehículo en un estado de derribo, con daños visibles en su estructura y cristales rotos. La secuencia de fotogramas proporciona una descripción detallada del accidente, incluyendo la posición inicial del vehículo, su movimiento errático y la serie de impactos que lo llevan a un estado de derribo.",0,3412.2,439.9,2764.6,927,263,95.1
26,001265,accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico en una carretera. Se observan varios vehículos, incluyendo uno que se ha colisionado con otro, lo que se puede deducir por la posición de los vehículos y la rotación de los cristales. También se pueden ver daños visibles en algunos de los fotogramas posteriores, como el despliegue de un airbag o la rotación de los cristales. La secuencia muestra una serie de eventos que indican un accidente de tráfico, incluyendo la colisión y el despliegue de airbags.",1,2599.1,409.2,2033.8,927,194,95.4
27,000799,accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico en una carretera. Se observan varios vehículos que se encuentran en la misma posición en diferentes fotogramas, lo que indica que se ha producido un accidente. Los vehículos están demasiado cerca y alguno parece haber sido impactado por otro vehículo, ya que hay daños visibles en el último fotograma. Además, la posición de los vehículos y su proximidad a la carretera sugieren que se ha producido un accidente.",1,2539.3,473.6,1899.4,927,182,95.8
28,000108,accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico. Se observan varios vehículos en la carretera, y se puede ver cómo uno de ellos se despliega hacia el otro lado de la carretera después de un impacto. La fuerza del impacto es suficiente para que los airbags se desplieguen y los cristales se rompan en varios fotogramas posteriores. También se puede ver cómo uno de los vehículos sale de la carretera y se encuentra en el medio de la carretera, lo que indica un accidente. La secuencia muestra una serie de eventos que se desarrollan rápidamente, incluyendo la parada brusca de los vehículos y la posición de los vehículos después del impacto.",1,2989.1,425.9,2444.5,927,234,95.7
29,000431,no_accidente,accidente,0.95,"La secuencia de fotogramas muestra un vehículo que se despliega de la carretera y colisiona con otro vehículo en el último fotograma. La progresión de los eventos es clara: el vehículo sale de la carretera, se despliega y luego se encuentra en un posición que indica una colisión con otro vehículo. Además, hay daños visibles en el último fotograma, como cristales rotos y despliegue de airbag, lo que confirma la ocurrencia de un accidente.",0,2533.6,390.0,1944.4,927,186,95.7
30,000226,accidente,accidente,0.95,"La secuencia de fotogramas muestra un vehículo que se despliega en el camino después de un impacto con otro vehículo. Se observan daños visibles en la parte delantera y lateral del vehículo, así como una posición inestable de este último. La secuencia muestra cómo el vehículo se despliega y se detiene en un lugar alejado de su trayecto original.",1,2394.3,602.5,1585.1,927,152,95.9
31,000798,no_accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico nocturno. Los vehículos se encuentran en una carretera con dos carriles y hay una serie de eventos que indican el momento del impacto:
    1. El primer fotograma muestra a los vehículos en posición normal, con un pequeño desplazamiento hacia la izquierda.
    2. En el segundo fotograma, se observa un desplazamiento más pronunciado de los vehículos, indicando que han colisionado.
    3. El tercer fotograma muestra a los vehículos en una posición de impacto, con daños visibles en el frontal del vehículo en la izquierda y un desplazamiento hacia la derecha.
    4. En el cuarto fotograma, se observa que los vehículos han comenzado a desplazarse, con una posición más abierta y un mayor daño en el frontal del vehículo en la izquierda.
    5. El quinto fotograma muestra a los vehículos en una posición de desplazamiento, con daños visibles en el frontal del vehículo en la izquierda y un mayor desplazamiento hacia la derecha.
    6. En el sexto fotograma, se observa que los vehículos han comenzado a rotar, indicando que han sufrido un impacto fuerte.
    7. El séptimo fotograma muestra a los vehículos en una posición de rotación, con daños visibles en el frontal del vehículo en la izquierda y un mayor desplazamiento hacia la derecha.
    8. En el octavo fotograma, se observa que los vehículos han comenzado a volcar, indicando que han sufrido un impacto muy fuerte.
    9. El noveno fotograma muestra a los vehículos en una posición de volcad, con daños visibles en el frontal del vehículo en la izquierda y un mayor desplazamiento hacia la derecha.
    10. En el décimo fotograma, se observa que los vehículos han comenzado a salir de la carretera, indicando que han sufrido un impacto muy fuerte.
    11. El undécimo fotograma muestra a los vehículos en una posición de salida de la carretera, con daños visibles en el frontal del vehículo en la izquierda y un mayor desplazamiento hacia la derecha.
    12. En el duodécimo fotograma, se observa que los vehículos han comenzado a salir de la carretera, indicando que han sufrido un impacto muy fuerte.
    13. El treceavo fotograma muestra a los vehículos en una posición de salida de la carretera, con daños visibles en el frontal del vehículo en la izquierda y un mayor desplazamiento hacia la derecha.
    14. En el catorceavo fotograma, se observa que los vehículos han comenzado a salir de la carretera, indicando que han sufrido un impacto muy fuerte.
    15. El quinceavo fotograma muestra a los vehículos en una posición de salida de la carretera, con daños visibles en el frontal del vehículo en la izquierda y un mayor desplazamiento hacia la derecha.
    16. En el decimosexto fotograma, se observa que los vehículos han comenzado a salir de la carretera, indicando que han sufrido un impacto muy fuerte.
    17. El decimo séptimo fotograma muestra a los vehículos en una posición de salida de la carretera, con daños visibles en el frontal del vehículo en la izquierda y un mayor desplazamiento hacia la derecha.
    18. En el decimonoveno fotograma, se observa que los vehículos han comenzado a salir de",0,11689.1,390.9,11143.0,927,1024,91.9
32,002729,no_accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico en una intersección. Los vehículos se encuentran en movimiento y uno de ellos sufre daños visibles en la parte delanzo. La física observada indica que los vehículos han colisionado, lo que es evidente en la fotografía central. El despliegue de airbag y el daño en la carrocería del vehículo son indicadores clave de un accidente.",0,2469.8,529.1,1767.9,927,160,90.5
33,001409,accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico en una carretera rural. Se observan varios vehículos que se encuentran en la misma posición en diferentes fotogramas, lo que sugiere que se produjo un choque entre ellos. La velocidad del vehículo que se despliega hacia la izquierda es muy alta y no hay evidencia de que haya sido causado por una fuerza externa. Además, los vehículos demuestran daños visibles en sus partes inferiores, lo que confirma el impacto sufrido. La secuencia muestra la desaceleración del vehículo que se despliega y la posición de los otros vehículos después del choque, lo que indica que se produjo un accidente de tráfico.",1,3367.0,523.1,2679.5,927,240,89.6
34,002797,no_accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico en una carretera urbana. Se observan varios vehículos que se encuentran en el mismo fotograma, lo que indica que están en movimiento y que la secuencia fue tomada durante un período de tiempo relativamente corto. En el primer fotograma, se puede ver una serie de vehículos que se encuentran en la carretera, con algunos que parecen estar en movimiento. En los siguientes fotogramas, se observan despliegues de airbag y daños visibles en algunos vehículos, lo que indica que ha habido un impacto o colisión entre ellos. También se puede ver la parada brusca de algunos vehículos y el movimiento errático de otros, lo que sugiere que la secuencia fue tomada durante un período de tiempo en el que los vehículos estuvieron involucrados en un accidente de tráfico. La descripción técnica del evento observado es que se ha producido un accidente de tráfico en una carretera urbana, con varios vehículos involucrados y daños visibles en algunos de ellos.",0,4483.2,564.2,3728.4,927,332,89.0
35,001488,accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico en una carretera. Se observan varios vehículos que se encuentran en la carretera y que sufren daños visibles en los fotogramas posteriores. La primera imagen muestra a un vehículo que se encuentra en la carretera, mientras que el segundo fotograma muestra otro vehículo que se ha colisionado con el primero. En el tercer fotograma, se observa una parada brusca de los vehículos y daños visibles en sus cuerpos. El cuarto fotograma muestra a un vehículo que se ha desplazado de la carretera y se encuentra en un área no-tráfico. En el quinto fotograma, se observa una parada brusca de los vehículos y daños visibles en sus cuerpos. El sexto fotograma muestra a un vehículo que se ha vuelto en la carretera y se encuentra en un área no-tráfico. En el séptimo fotograma, se observa una parada brusca de los vehículos y daños visibles en sus cuerpos. El octavo fotograma muestra a un vehículo que se ha vuelto en la carretera y se encuentra en un área no-tráfico. En el noveno fotograma, se observa una parada brusca de los vehículos y daños visibles en sus cuerpos. El décimo fotograma muestra a un vehículo que se ha vuelto en la carretera y se encuentra en un área no-tráfico.",1,5647.3,579.5,4921.9,927,438,89.0
36,000872,accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico en una carretera rural. La primera imagen muestra dos vehículos que se cruzan de forma normal. En la segunda imagen, uno de los vehículos comienza a girar y se despliega hacia el otro lado de la carretera. En la tercera imagen, ambos vehículos están en una posición que indica un choque frontal. La cuarta imagen muestra los vehículos ya colisionados con daños visibles en sus partes delantera y laterales. La quinta imagen muestra la escena después de la colisión, con los vehículos ya estacionados y el ambiente que indica un accidente de tráfico.",1,3258.3,544.2,2516.2,927,225,89.4
37,000688,accidente,accidente,0.95,"La secuencia de fotogramas muestra un accidente de tráfico en el que se ve una serie de eventos que indican un choque entre dos vehículos. Inicialmente, ambos vehículos están en posición normal, pero a medida que avanzan los fotogramas, se observa un impacto repentino que hace que uno de los vehículos se despliege y gire hacia la izquierda. La fuerza del choque es tal que el otro vehículo también sufre daños visibles en sus cristales y estructura. A medida que avanzan los fotogramas, se puede ver cómo ambos vehículos se despliegan y se alejan de la carretera, lo que indica un accidente grave.",1,3232.9,559.8,2483.6,927,225,90.6
