indice,video_id,label_real,prediccion,confianza,descripcion,correcto,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
12,001697,no_accidente,no_accidente,0.95,"Se observa un flujo constante de vehículos detenidos en una intersección con semáforo rojo, sin cambios abruptos o eventos inusuales que indiquen colisión o accidente.",1,5378.3,2551.6,2142.3,6748,80,37.3
13,000106,accidente,accidente,0.95,"El vehículo delante muestra un cambio repentino en su trayectoria y detención brusca, posiblemente debido a una colisión o evasión de obstáculos.",1,14357.3,2565.5,11027.3,6748,400,36.3
14,000398,accidente,accidente,0.95,"Se observa un impacto frontal entre el vehículo con la cámara y otro vehículo (probablemente una camioneta) en t=4/9 a t=6/9, evidenciado por daños severos al parachoques delantero de ambos vehículos, escombros dispersos sobre la carretera y un movimiento errático posterior. La colisión genera deformaciones plásticas significativas.",1,17556.8,2561.2,14274.2,6748,516,36.1
15,000941,no_accidente,no_accidente,0.95,"Los vehículos mantienen una distancia segura, con movimiento constante y sin cambios abruptos en la posición o velocidad.",1,4892.8,2662.4,1573.5,6748,59,37.5
16,000033,accidente,no_accidente,0.95,"Se observa un frenado abrupto en t=3/9 por parte de un vehículo detrás del que se encuentra otro automóvil, sin colisión visible posteriormente; el resto de los fotogramas muestran flujo normal y ausencia de daños o impactos.",0,16564.6,2548.7,13404.1,6748,485,36.2
17,001751,no_accidente,accidente,0.95,"Un vehículo entró abruptamente en la trayectoria de otro, provocando una colisión frontal repentina entre ambos vehículos estacionados.",0,16687.0,2634.9,13298.0,6748,481,36.2
18,000342,no_accidente,no_accidente,0.95,Las imágenes muestran un flujo de tráfico regular con semáforos funcionando correctamente y vehículos siguiendo las señales sin interrupciones o colisiones visibles.,1,16893.1,2643.3,13539.1,6748,489,36.1
19,001060,no_accidente,no_accidente,0.85,"Vehículos ajustando trayectorias en intersección con superficie resbaladiza; no se observa colisión, vuelco o daños posteriores.",1,11213.5,2546.0,7883.7,6748,287,36.4
20,000973,no_accidente,no_accidente,0.95,"El vehículo mantiene una trayectoria estable en condiciones de lluvia y niebla, con otros vehículos visibles a distancia sin interacciones repentinas o anomalías físicas detectables.",1,18790.0,2600.3,15423.1,6748,557,36.1
21,000636,accidente,accidente,0.95,"En t=3/9, el vehículo blanco se aproxima abruptamente al remolque del camión verde, generando impacto visible en t=4/9 con chispas y escombros dispersos. Ambos vehículos permanecen parados posteriormente sin movimiento significativo.",1,19924.4,2584.4,16630.0,6748,600,36.1
22,002031,no_accidente,no_accidente,0.95,"No se observa impacto repente ni movimiento errático entre vehículos en las imágenes analizadas. Los automóviles mantienen trayectorias estables y distancias seguras, sin evidencia de daños o escombros posteriores.",1,25532.6,2523.9,22295.8,6748,802,36.0
23,000189,accidente,no_accidente,0.95,Vehículos se mueven en carriles asignados sin interrupciones bruscas o colisiones visibles; no hay daños ni escombros observables.,0,14001.1,2615.7,10709.0,6748,389,36.3
24,001058,accidente,accidente,0.95,"Presencia de humo en t=7/9 y t=8/9 sugiere frenado brusco o colisión previa, posiblemente por fallo mecánico (ej.: quemado de neumáticos) antes del impacto visible.",1,15648.1,2585.9,12293.1,6748,446,36.3
25,000350,no_accidente,accidente,0.95,"Presencia de escombros visibles en el último fotograma (t=9/9), lo que sugiere un evento posterior a una colisión o accidente previo, aunque no se observan impactos directos ni despliegues de airbag.",0,17689.1,2668.5,14351.3,6748,519,36.2
26,001265,accidente,no_accidente,0.95,"No se observa impacto, vuelco o despliegue de airbag en los fotogramas presentados. Los vehículos mantienen trayectorias predecibles sin cambios abruptos que sugieran un accidente.",0,21226.6,2570.2,17875.1,6748,644,36.0
27,000799,accidente,no_accidente,0.95,"No se observa impacto repitido, vehículo fuera de la carretera o despliegue de airbag en los fotogramas analizados. Los vehículos mantienen trayectorias regulares y distancias seguras entre sí.",0,25462.8,2633.5,22116.2,6748,794,35.9
28,000108,accidente,no_accidente,0.95,"Las imágenes muestran un flujo de tráfico constante sin cambios repentinos en la posición o dirección de los vehículos, ni evidencia visible de colisiones.",0,12995.9,2567.1,9761.3,6748,354,36.3
29,000431,no_accidente,no_accidente,0.95,"No se observa cambio abrupto en la posición de vehículos, movimiento errático o impactos visibles entre fotogramas; los conductores y peatones mantienen trayectorias predecibles.",1,20656.0,2548.9,17366.0,6748,625,36.0
30,000226,accidente,accidente,0.95,"Colisión frontal entre dos vehículos en una carretera con nieve; impacto visible con despliegue de partes y escombros, seguido por movimiento errático y parada brusca.",1,16139.4,2521.1,12862.4,6748,465,36.2
31,000798,no_accidente,no_accidente,0.95,"Los vehículos mantienen una distancia segura, con movimiento constante y sin cambios abruptos en la posición o velocidad.",1,4736.7,2564.2,1555.5,6748,59,37.9
32,002729,no_accidente,no_accidente,0.95,No se observa impacto repitido ni movimiento errático en los fotogramas; vehículos mantienen trayectorias predecibles sin colisiones o emergencias.,1,12374.2,2630.8,8932.6,6748,325,36.4
33,001409,accidente,no_accidente,0.95,Vehículos mantienen trayectorias estables en condiciones lluviosas sin cambios abruptos o colisiones observados.,0,20262.6,2556.0,16894.0,6748,609,36.0
34,002797,no_accidente,no_accidente,0.95,"Un vehículo blanco ingresa abruptamente en la carretera desde el borde derecho (t=4/9), pero sin colisionar con otros vehículos ni provocar paradas bruscas o daños visibles posteriormente.",1,15286.5,2606.7,11988.0,6748,435,36.3
35,001488,accidente,accidente,0.95,"El vehículo delante realiza un movimiento errático y repente hacia la calzada opuesta en t=4/9, posiblemente debido a condiciones de frenado o pérdida de control por nieve. Esto coincide con escombros visibles (t=5/9) y cambios abruptos en las trayectorias posteriores.",1,16058.9,2639.3,12768.6,6748,462,36.2
36,000872,accidente,accidente,0.0,"Okay, let's take a look at these dashcam images to determine if there was an accident.  Starting with the first image (t=1/9), I see vehicles driving normally on a highway. The road is clear and traffic seems steady. No signs of any sudden stops or collisions here.  Moving to t=2/9, still no issues ",1,31967.8,2628.5,28639.5,6748,1024,35.8
37,000688,accidente,no_accidente,0.95,Progresión de imágenes muestra acumulación gradual de escombros en la carretera sin evidencia directa de colisión o impacto repente entre vehículos.,0,21644.9,2659.4,18248.1,6748,658,36.1
38,002247,no_accidente,no_accidente,1.0,Flujo vehicular normal en autopista nocturna con distancias seguras y velocidad constante entre los vehículos.,1,4839.8,2557.8,1604.8,6748,60,37.4
39,001885,no_accidente,accidente,0.85,"Se observa un cambio abrupto en la posición y velocidad de los vehículos, seguido por una colisión frontal entre dos automóviles (t=6/9). Posteriormente se evidencian daños visibles en las estructuras de los vehículos involucrados y escombros dispersos sobre el pavimento.",0,15305.6,2543.6,12023.0,6748,435,36.2
40,001565,no_accidente,no_accidente,0.95,"El vehículo permanece estacionado en el carril derecho con semáforos rojos y verdes alternando, sin cambios abruptos de velocidad o dirección que indiquen un accidente.",1,5270.3,2513.6,2013.8,6748,75,37.2
41,000273,no_accidente,no_accidente,0.95,"Los vehículos permanecen estacionados en el área nocturna sin cambios significativos en su posición o movimiento entre los fotogramas, lo que indica una situación estática y no accidente.",1,5205.8,2569.4,2029.9,6748,76,37.4
42,000435,accidente,accidente,0.95,"Colisión frontal repentina entre un vehículo azul y uno negro en una intersección con señalización de semáforo rojo, seguida de movimiento errático y detención brusca.",1,16961.6,2578.7,13717.2,6748,497,36.2
43,000101,accidente,accidente,0.95,"En los fotogramas posteriores (t=4/9 a t=9/9), se observa un vehículo detenido con daños visibles, escombros y cristales rotos en el suelo. Además, hay personas agrupadas alrededor del área de la colisión, lo que sugiere una parada brusca o impacto previo no visible directamente pero evidenciado por los elementos posteriores.",1,23760.0,2658.2,20384.2,6748,733,36.0
44,000577,no_accidente,no_accidente,0.95,"El flujo de tráfico se mantiene regular sin cambios abruptos en la dirección o velocidad de los vehículos, ni evidencia visible de colisiones, daños al pavimento (como marcas de frenado repentina) o elementos como airbags desplegados. La intersección y el peaton que cruza no muestran eventos inusuales.",1,12610.0,2571.1,9308.2,6748,339,36.4
45,002431,no_accidente,no_accidente,0.95,"Las imágenes muestran vehículos en movimiento regular con distancias de seguridad adecuadas entre ellos, sin evidencia de impacto repente o daños visibles.",1,12299.2,2605.7,8971.3,6748,326,36.3
46,001277,accidente,accidente,0.0,"Okay, let's take a look at these dashcam images to determine if there was an accident. The user provided nine frames labeled from t=1/9 up to t=9/9.  First, I'll go through each frame step by step and note any changes or events that might indicate an accident based on the given criteria: sudden impa",1,31871.9,2616.8,28582.8,6748,1024,35.8
47,000607,accidente,no_accidente,0.95,No se observa colisión repentina ni paradas bruscas entre vehículos en los fotogramas analizados.,0,19234.7,2435.1,16030.2,6748,578,36.1
48,000588,accidente,accidente,0.85,"Un camión realiza un giro abrupto en t=6/9, colisionando con vehículos que intentan evitarlo o detenerse bruscamente (t=7/9-9/9). Se observa daño visible en los faros traseros de al menos dos automóviles y escombros dispersos.",1,15538.2,2602.0,12227.5,6748,443,36.2
49,001777,no_accidente,no_accidente,0.95,No se observa colisión repentina ni despliegue de airbag; vehículos mantienen trayectorias estables y distancias seguras.,1,14345.4,2534.6,10997.7,6748,398,36.2
50,001295,accidente,accidente,0.95,"Colisión frontal repentina entre un vehículo blanco y uno oscuro en t=7/9-8/9 con daños visibles, airbags desplegados y escombros posteriores.",1,16560.4,2560.0,13189.8,6748,476,36.1
51,001138,no_accidente,accidente,0.0,"Okay, let's take a look at these dashcam images to determine if there was an accident. The user provided nine frames labeled from t=1/9 up to t=9/9.  First, I'll go through each frame step by step and note any changes or events that might indicate an accident based on the given criteria: sudden impa",0,31826.7,2553.5,28583.8,6748,1024,35.8
52,001585,no_accidente,no_accidente,0.95,"Vehículos mantienen trayectorias regulares sin cambios abruptos en la velocidad o dirección, ni despliegue de airbags observado.",1,23472.7,2562.1,20176.3,6748,726,36.0
53,000072,accidente,accidente,0.95,"En t=4/9 se observa un punto de colisión entre dos camiones que pasan muy cerca, generando escombros visibles en el carril central y la línea divisoria del camino. En los fotogramas posteriores (t=6-8), uno de los camiones detiene bruscamente mientras otro continúa avanzando lentamente, lo cual indica un impacto previo con despliegue repentino de escombros y movimiento errático posterior.",1,17494.5,2505.4,14239.3,6748,515,36.2
54,000777,accidente,accidente,0.95,"La secuencia muestra un choque frontal entre vehículos en una carretera pavimentada con lluvia leve, evidenciado por el impacto repente y daños visibles en los autos involucrados (crujidos de estructuras metálicas) junto a escombros dispersos.",1,16515.0,2577.5,13228.0,6748,479,36.2
55,000984,no_accidente,no_accidente,0.95,"Los vehículos permanecen estacionados en fila durante todo el tiempo, sin cambios significativos en su posición o movimiento.",1,4935.7,2652.3,1594.6,6748,60,37.6
56,002207,no_accidente,no_accidente,0.95,"El vehículo azul realiza una maniobra de giro a la derecha en un semáforo rojo, deteniéndose temporalmente antes de continuar su trayecto sin colisionar con otros vehículos ni obstáculos visibles.",1,12098.5,2610.4,8823.2,6748,320,36.3
57,000944,accidente,no_accidente,0.95,"Todos los vehículos mantienen trayectorias y velocidades constantes sin cambios abruptos, colisiones o daños visibles en la secuencia de imágenes.",0,13312.5,2579.8,10042.7,6748,365,36.3
58,000104,accidente,no_accidente,0.95,"No se observa colisión repentina, vehículo fuera de la carretera o despliegue de airbag en los fotogramas analizados.",0,16081.0,2541.3,12783.0,6748,463,36.2
59,000445,accidente,no_accidente,0.95,Vehículos cruzando la intersección de manera ordenada sin colisiones ni desplazamientos erráticos observados.,0,12190.7,2548.0,8915.1,6748,324,36.3
60,001352,accidente,no_accidente,0.95,"El vehículo mantiene una trayectoria recta con velocidad constante, sin cambios abruptos en la dirección o aceleración. No hay evidencia de colisiones, despliegue de airbags ni daños visibles.",0,5562.7,2587.6,2260.9,6748,84,37.2
61,001488,no_accidente,no_accidente,0.95,"Se observa un flujo normal de tráfico en una ciudad con lluvia, donde los vehículos y peatones cruzan la calle siguiendo las señales de tráfico. No hay evidencia de colisiones repentina, despliegue de airbag o daños visibles.",1,5909.6,2516.1,2650.4,6748,98,37.0
62,000353,accidente,accidente,0.95,"Se observa un vehículo amarillo detenido abruptamente junto a otro automóvil oscuro en una intersección con señales de tráfico, seguido por múltiples camiones rojos que también se paran repentinamente en la misma área.",1,13563.1,2536.8,10406.4,6748,378,36.3
63,000907,no_accidente,no_accidente,0.95,"El vehículo mantiene una trayectoria recta con velocidad constante, sin cambios abruptos en la dirección o el movimiento errático observado entre los fotogramas.",1,5139.1,2598.1,1872.2,6748,70,37.4
64,002657,no_accidente,no_accidente,0.95,"La secuencia muestra un vehículo circulando por una calle con nieve y lluvia, pero no hay evidencia de colisión, vuelco o parada brusca. Los vehículos mantienen distancias seguras y el flujo del tráfico es constante.",1,5718.1,2559.4,2490.2,6748,92,36.9
65,001348,accidente,accidente,75.0,Presencia de escombros dispersos en la carretera y vehículos deteniéndose abruptamente o moviéndose erráticamente después de un posible impacto previo.,1,18419.3,2619.9,15112.0,6748,545,36.1
66,000252,accidente,no_accidente,0.95,"No se observa impacto repente ni movimiento errático entre vehículos en las imágenes analizadas. Los automóviles mantienen trayectorias predecibles y distancias seguras, sin evidencia de daños o despliegue de sistemas de seguridad activados.",0,24209.8,2591.9,20844.9,6748,750,36.0
67,002216,no_accidente,accidente,0.95,"El taxi amarillo presenta daños en el parachoques frontal entre t=2/9 y t=3/9, lo que indica un choque con otro vehículo (probablemente la camioneta roja visible previamente). No hay evidencia de otros vehículos involucrados o personas lesionadas.",0,13712.3,2634.0,10278.2,6748,373,36.3
68,001444,no_accidente,no_accidente,1.0,"La secuencia muestra vehículos circulando en una carretera nocturna con lluvia, pero no se observan impactos repentinales, vuelcos o despliegues de airbag. Los movimientos son fluidos y los vehículos mantienen distancias seguras entre sí.",1,5971.5,2624.6,2615.2,6748,97,37.1
69,000823,accidente,no_accidente,0.95,"El vehículo permanece estacionado con actividad normal de carga/descarga; no hay cambios abruptos, daños visibles o interacciones peligrosas entre vehículos.",0,12642.3,2608.8,9225.9,6748,336,36.4
70,000705,accidente,accidente,0.95,"El vehículo captado por la cámara muestra un movimiento errático y brusco (t=6/9 a t=7/9), abandonando su posición en el carril para colisionar con una vegetación fuera de la carretera, seguido de escombros visibles en fotogramas posteriores. Esto sugiere pérdida de control del vehículo o evitación ineficaz de un obstáculo repentinamente aparecido.",1,19808.4,2546.7,16619.9,6748,601,36.2
71,001197,accidente,no_accidente,0.95,No se observa impacto repitido ni daños visibles en vehículos posteriores; el movimiento de los automóviles es continuo y sin alteraciones abruptas.,0,19103.1,2644.1,15710.4,6748,568,36.2
72,002172,no_accidente,no_accidente,1.0,"Los vehículos permanecen en sus carriles con distancia segura, sin cambios abruptos o colisiones observables.",1,4909.0,2636.4,1591.2,6748,60,37.7
73,002897,no_accidente,no_accidente,0.95,"Los vehículos mantienen una distancia constante y no hay evidencia de impacto, despliegue de airbag o daños visibles en los fotogramas analizados.",1,13642.3,2555.7,10341.1,6748,376,36.4
74,000052,accidente,no_accidente,0.85,"Un vehículo en la carretera pierde control y sale de su trayectoria, volcándose hacia el borde del camino sin colisionar con otros vehículos ni causar daños visibles a terceros.",0,20748.6,2647.0,17406.7,6748,627,36.0
75,001313,no_accidente,accidente,0.85,"Se observa un cambio abrupto en la estabilidad del vehículo a partir de t=7/9, con imágenes borrosas y fragmentos visibles sobre el parabrisas (t=9/9), indicando impacto reciente o despliegue de airbag. La secuencia sugiere colisión posterior al paso seguro de peatones en la intersección.",0,12398.8,2561.1,9176.6,6748,334,36.4
76,000142,no_accidente,no_accidente,0.95,"Las imágenes muestran un flujo de tráfico normal en una ciudad con vehículos siguiendo sus carriles y movimientos predecibles sin cambios abruptos, colisiones o señales de emergencia.",1,20253.1,2610.5,16814.4,6748,606,36.0
77,002498,no_accidente,no_accidente,0.95,"Las imágenes muestran un flujo de tráfico constante sin cambios abruptos en la posición o velocidad de los vehículos, ni evidencia visible de colisiones, daños o despliegues de airbag.",1,17126.5,2574.4,13823.3,6748,499,36.1
78,000294,accidente,no_accidente,0.85,"Vehículos mantienen trayectorias estables en condiciones de nieve, con una posible frenada repentina del vehículo rojo en t=7/9-9/9 sin colisión visible ni daños evidentes.",0,22310.8,2580.0,19039.6,6748,686,36.0
79,000656,accidente,accidente,0.85,"El vehículo de la izquierda (camión) muestra movimiento errático y colisión repentina con el motociclista en t=6/9, generando daños visibles en ambos vehículos posteriores.",1,12452.2,2584.0,9076.8,6748,330,36.4
80,002818,no_accidente,accidente,0.0,"Se observa una carretera con vehículos en movimiento, pero no hay evidencia de impacto repitido, vuelco o despliegue de airbag. Los vehículos mantienen distancias seguras y el flujo del tráfico es constante.",0,5727.2,2575.5,2362.2,6748,88,37.3
81,002289,no_accidente,no_accidente,0.95,"Vehículos mantienen trayectorias estables y distancias seguras en todo el recorrido, sin cambios abruptos ni interacciones peligrosas.",1,12620.2,2581.0,9346.8,6748,340,36.4
82,000457,accidente,accidente,0.95,"Los vehículos muestran cambios bruscos de dirección y velocidad en los últimos fotogramas (t=7/9 a t=9/9), acercándose extremadamente entre sí sin haber colisionado aún, lo que indica una posible colisión inminente o reciente. La proximidad extrema sugiere un accidente.",1,19213.4,2667.2,15883.7,6748,573,36.1
83,000139,accidente,accidente,0.0,"Okay, let's take a look at this dashcam footage to determine if there was an accident. The user provided nine frames labeled from t=1/9 up to t=9/9 with timestamps around 2013-08-27 and times between 06:45 AM and 07:22 PM.  First, I'll go through each frame step by step. Starting at t=1 (the earlies",1,31907.9,2659.7,28552.8,6748,1024,35.9
84,001269,accidente,no_accidente,0.95,Los vehículos mantienen una trayectoria lineal y velocidad constante sin cambios bruscos o colisiones observables en la secuencia de imágenes.,0,18593.6,2605.7,15263.5,6748,551,36.1
85,001276,accidente,accidente,0.95,"Presencia de marcas en el pavimento (posible frenado brusco), escombros visibles y vehículos con cambios abruptos en su trayectoria, lo que sugiere un choque previo.",1,16187.7,2535.6,12884.8,6748,466,36.2
86,002057,no_accidente,accidente,0.95,"Se observa un vehículo que cambia bruscamente de dirección entre los fotogramas t=7/9 y t=8/9, seguido por la aparición repentina de escombros (posiblemente vidrios rotos) en el último fotograma. Esto sugiere una colisión o impacto reciente con daños visibles.",0,16300.8,2595.9,12993.6,6748,470,36.2
87,000755,accidente,accidente,0.95,"El vehículo delantero colisionó con un vehículo que apareció repentinamente en el camino, generando escombros y movimiento errático posterior al impacto.",1,10846.4,2574.6,7533.9,6748,274,36.4
88,001438,accidente,no_accidente,0.95,"El vehículo mantiene una velocidad constante y distancia segura del vehículo adelante en toda la secuencia de imágenes, sin cambios abruptos ni señales de colisión o daño visible.",0,14651.6,2452.6,11446.1,6748,414,36.2
89,000492,accidente,no_accidente,0.95,"Se observa un flujo vehicular normal en una carretera con condiciones de lluvia leve, sin cambios abruptos en la posición o velocidad de los vehículos que indiquen colisión o accidente.",0,5416.8,2510.0,2122.6,6748,79,37.2
90,000274,accidente,no_accidente,0.95,"Los vehículos se detuvieron temporalmente con frenos aplicados, luego comenzaron a moverse gradualmente sin colisiones ni desplazamientos erráticos.",0,12326.0,2630.6,9014.6,6748,327,36.3
91,002383,no_accidente,no_accidente,0.95,"El vehículo en cuestión mantiene una trayectoria estable y distanciamiento seguro respecto a otros vehículos, sin cambios abruptos de velocidad o dirección que sugieran un evento accidentológico.",1,5314.3,2577.8,2042.3,6748,76,37.2
92,002123,no_accidente,no_accidente,0.0,"Las imágenes muestran un flujo de tráfico normal en una intersección con semáforos, sin cambios abruptos o colisiones detectables entre los vehículos.",1,18441.1,2614.2,15056.7,6748,543,36.1
93,000846,accidente,accidente,0.95,"En t=7/9, el vehículo blanco detiene bruscamente mientras un motociclista cruza su trayectoria; en t=8/9 y t=9/9 se observan escombros (vidrios rotos) y daños visibles a los vehículos implicados. La física indica una colisión repentina entre el vehículo blanco y al menos uno de los motociclistas, generando impacto directo.",1,27040.8,2560.6,23785.8,6748,852,35.8
94,001367,accidente,no_accidente,0.95,"El vehículo se detiene correctamente bajo una señal de tráfico roja en un cruce urbano con condiciones húmedas, sin movimientos erráticos ni colisiones observados.",0,14998.9,2647.5,11559.0,6748,419,36.2
95,001208,accidente,accidente,0.95,"Progresión de dos vehículos en carretera con acercamiento repentino y colisión frontal entre t=6/9 y t=8/9, evidenciada por la disminución del espacio entre ellos sin frenado previo visible.",1,15156.9,2629.6,11833.8,6748,429,36.3
96,002243,no_accidente,accidente,1.0,"Los vehículos permanecen estacionados en el área con luces encendidas, sin cambios significativos en la posición o movimiento.",0,5124.2,2619.3,1729.1,6748,65,37.6
97,001459,accidente,no_accidente,0.95,"Vehículos individuales se detienen abruptamente en el borde de la carretera sin interacción entre ellos, posiblemente debido a problemas mecánicos o emergencias personales.",0,17104.2,2630.0,13790.5,6748,499,36.2
98,000230,accidente,accidente,95.0,"Se observa un vehículo que sale abruptamente del carril derecho hacia el izquierdo, impactando contra otro vehículo en movimiento contrario. La colisión genera daños visibles y escombros dispersos.",1,5319.5,2640.7,2016.8,6748,75,37.2
99,000416,no_accidente,no_accidente,0.95,"El vehículo mantiene una trayectoria estable sin cambios abruptos de velocidad o dirección; no hay evidencia visible de colisiones, daños en el cristal delantero ni escombros repentinamente presentes.",1,14216.7,2542.0,10876.3,6748,395,36.3
100,001066,accidente,no_accidente,0.95,"Se observa un flujo de tráfico con vehículos en movimiento regular y sin evidencia clara de colisiones, daños o despliegues abruptos que sugieran accidente.",0,13968.9,2613.1,10673.4,6748,387,36.3
101,000530,no_accidente,no_accidente,0.95,"Las imágenes muestran una calle con tráfico normal y presencia de policía en varios puntos, pero no hay evidencia directa de colisiones o daños visibles entre vehículos.",1,15833.9,2606.2,12463.4,6748,451,36.2
102,000153,no_accidente,no_accidente,0.95,"Las imágenes muestran vehículos detenidos en una señal de stop con semáforo rojo activo durante todo el tiempo observado, sin cambios abruptos ni evidencia física que indique un accidente.",1,13334.3,2562.1,9936.4,6748,361,36.3
103,001318,accidente,no_accidente,0.95,"Las imágenes muestran un flujo de tráfico regular con vehículos y peatones moviéndose en orden cronológico sin interrupciones abruptas, colisiones visibles o señales de emergencia como airbags desplegados.",0,16847.6,2633.2,13507.5,6748,488,36.1
104,000724,no_accidente,no_accidente,0.95,"No se observa impacto repitido entre vehículos, ni parada brusca o movimiento errático en los fotogramas analizados.",1,22290.2,2647.1,18990.5,6748,684,36.0
105,000275,no_accidente,accidente,0.9,"En el fotograma t=5 se observa un vehículo que sale de la calzada y colisiona con escombros en construcción, generando una parada brusca del tráfico posterior. Otros vehículos reducen su velocidad abruptamente al acercarse a esta zona.",0,17631.5,2596.2,14332.3,6748,518,36.1
106,001011,accidente,no_accidente,0.95,"No se observa colisión directa ni vehículo saliendo de la carretera en ningún fotograma. Los vehículos (especialmente los autobuses amarillos) mantienen trayectorias estables y distancias seguras entre sí, sin cambios abruptos o daños visibles.",0,22348.9,2635.2,19045.6,6748,686,36.0
107,002378,no_accidente,no_accidente,0.95,"No se observa impacto repitido, vehículos saliendo de la carretera o despliegue de airbag en los fotogramas analizados.",1,16786.9,2624.8,13395.0,6748,484,36.1
108,001619,no_accidente,accidente,0.95,"El vehículo de la derecha pierde control y se desliza bruscamente hacia el centro de la carretera cubierta con nieve, colisionando frontalmente con el otro vehículo en condiciones climáticas adversas.",0,12533.8,2567.7,9192.3,6748,334,36.3
109,000996,accidente,no_accidente,1.0,"No se observa impacto repitido, vehículo fuera de la carretera o despliegue de airbag. Los vehículos mantienen trayectorias predecibles y distancias seguras entre sí.",0,21044.9,2585.0,17625.4,6748,636,36.1
110,000177,no_accidente,accidente,1.0,(truncado),0,4022.5,2639.5,628.1,6748,25,39.8
111,001027,accidente,no_accidente,0.95,Vehículo dañado observado en la carretera sin evidencia de colisión directa con otros vehículos o impacto repentino.,0,14853.5,2542.6,11581.7,6748,421,36.4
112,001497,accidente,no_accidente,0.95,"El vehículo mantiene una trayectoria estable sin cambios abruptos o colisiones visibles. No hay evidencia de frenado brusco, objetos volcados ni daños en los fotogramas observados.",0,15281.7,2574.5,11950.5,6748,432,36.1
113,001457,accidente,no_accidente,0.95,"Vehículos deteniéndose ordenadamente en intersección con señalización activa; no se observan cambios abruptos de velocidad, desplazamientos erráticos o daños visibles que indiquen colisión reciente.",0,19186.1,2586.0,15893.3,6748,573,36.1
114,000952,accidente,accidente,1.0,"Se observa una carretera con vehículos circulando en orden, sin cambios abruptos de posición o velocidad que indiquen un accidente.",1,5038.2,2635.5,1707.9,6748,64,37.5
115,000898,no_accidente,no_accidente,0.95,"Las imágenes muestran un flujo de tráfico nocturno con vehículos deteniéndose y avanzando gradualmente al paso del semáforo, sin cambios abruptos en la posición o dirección que indiquen colisión o movimiento errático.",1,17348.1,2565.3,14112.7,6748,510,36.1
116,001690,no_accidente,no_accidente,0.95,No se observa movimiento errático o daño visible en el vehículo ni otros vehículos involucrados; solo variaciones ambientales como cambios de iluminación y presencia ocasional de hojas.,1,21132.7,2565.9,17876.9,6748,645,36.1
117,000795,no_accidente,accidente,95.0,"Vehículos en movimiento regular con distancia segura, sin cambios abruptos o colisiones observados.",0,4963.6,2545.8,1560.5,6748,59,37.8
