indice,video_id,label_real,prediccion,confianza,descripcion,correcto,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
18,000342,no_crash,ERROR,0,,0,124917.9,589.6,123944.8,541,8096,65.3
19,001060,no_crash,no_crash,0.95,"The sequence shows continuous forward motion through an urban residential street with snow on the ground and sidewalks. Traffic is moving slowly in stop-and-go fashion typical of winter conditions. Pedestrians are walking along the sidewalk near building entrances. There are no signs of sudden impact, vehicle instability, debris, or abrupt stops indicative of a collision.",1,37953.6,646.4,36846.4,541,2474,67.1
20,000973,no_crash,ERROR,0,,0,124617.7,620.3,123601.1,541,8096,65.5
21,000636,crash,ERROR,0,,0,124907.2,602.8,123851.2,541,8096,65.4
22,002031,no_crash,no_crash,0.95,"The sequence shows a vehicle driving at night along a street with consistent forward motion and stable camera orientation. There are no signs of sudden impact, abrupt stops, airbag deployment, or vehicles leaving the roadway; traffic flow appears normal throughout the frames.",1,53804.5,559.1,52818.3,541,3522,66.7
23,000189,crash,crash,0.95,"A white truck appears abruptly from the left side road at t=4/9, creating an immediate collision course with the ego vehicle. The subsequent frames show extreme proximity to another large vehicle (possibly an ambulance) and then a view of trees and grass instead of pavement (t=6-9), indicating the driver lost control and swerved off-road due to the incident.",1,80329.6,580.1,79320.3,541,5273,66.5
24,001058,crash,crash,0.95,"A dark-colored vehicle (likely an SUV) seen ahead in the left lane begins to lose control around t=4/9 and drifts towards the far-left curb. By t=7/9 through t=9/9, the vehicle has spun out onto the grassy shoulder near the sidewalk/building area on the left side of the road, kicking up dust/smoke upon impact.",1,28403.2,552.9,27440.1,541,1866,68.0
25,000350,no_crash,ERROR,0,,0,124336.8,568.2,123379.5,541,8096,65.6
26,001265,crash,ERROR,0,,0,125058.8,605.3,124016.1,541,8096,65.3
27,000799,crash,no_crash,0.95,"The sequence shows continuous traffic flow on a multi-lane road with no signs of collision, abrupt stops, or vehicle damage. Vehicles maintain consistent speeds and lane positions throughout the frames.",0,24778.0,594.5,23758.3,541,1603,67.5
28,000108,crash,crash,0.95,"Dust and smoke are visible rising from a dark pickup truck in the left lane starting at frame t=4/5, indicating an impact or collision involving that vehicle which disrupts traffic flow.",1,39632.3,554.3,38698.5,541,2597,67.1
29,000431,no_crash,no_crash,0.98,"The sequence shows normal traffic flow at an intersection with pedestrians crossing legally across the crosswalks. The ego vehicle appears to be yielding or moving slowly through a green light while pedestrians traverse the street from left to right and vice versa. There is no evidence of sudden impact, collision, airbag deployment, debris, or erratic vehicle movement between frames.",1,38493.6,546.7,37542.2,541,2542,67.7
30,000226,crash,ERROR,0,,0,124039.0,639.4,123000.0,541,8096,65.8
31,000798,no_crash,no_crash,0.98,"The sequence shows a vehicle driving at night behind two other vehicles in adjacent lanes. Throughout the frames (t=1/9 to t=9/9), all vehicles maintain their lane positions and relative spacing without any sudden braking, swerving, or impact. The bright light source appearing on the left side of frame 7 is consistent with passing a street lamp post rather than an accident event.",1,23936.1,589.5,22886.4,541,1552,67.8
32,002729,no_crash,ERROR,0,,0,124316.0,618.2,123305.8,541,8096,65.7
33,001409,crash,no_crash,0.95,"The sequence shows a vehicle approaching an intersection with traffic lights (red light visible). A dark sedan enters from the right side road and merges into traffic ahead of the camera vehicle without incident. Other vehicles including a white car and motorcycle are maintaining safe distances or slowing down for the stop signal. No impact, debris, erratic movement, or airbag deployment is observed.",0,117383.3,544.6,116400.7,541,7772,66.8
34,002797,no_crash,ERROR,0,,0,122166.0,633.0,121026.3,541,8096,66.9
35,001488,crash,crash,0.95,The vehicle leaves the main paved roadway and enters a snow-covered embankment or shoulder area adjacent to parked vehicles (trucks with green tarps). This indicates loss of control or unintended departure from the drivable lane.,1,85482.6,623.3,84275.8,541,5695,67.6
36,000872,crash,ERROR,0,,0,122339.6,634.6,121194.2,541,8096,66.8
37,000688,crash,no_crash,0.95,"The video sequence displays a vehicle driving forward on an urban road during winter conditions (snow visible). The ego-vehicle maintains a steady following distance behind a grey sedan throughout the frames. There are no signs of sudden impact, erratic steering, smoke, debris scattering, or loss of control. The background buildings and roadside barriers shift consistently with normal forward motion as the vehicle passes them.",0,90366.5,547.3,89255.6,541,6025,67.5
38,002247,no_crash,ERROR,0,,0,121794.1,617.8,120667.1,541,8096,67.1
39,001885,no_crash,no_crash,0.95,"The sequence of frames depicts continuous forward motion on a multi-lane highway under cloudy skies. Traffic density varies slightly as vehicles in adjacent lanes merge or pass (e.g., the silver minivan and white Prius visible to the right). There are no signs of sudden impact, abrupt stops, vehicle rotation, debris, or damage between any of the frames. The flow appears smooth and consistent with normal driving conditions.",1,79503.3,603.5,78404.7,541,5317,67.8
40,001565,no_crash,no_crash,0.98,"The sequence shows a vehicle proceeding steadily through an intersection as traffic lights turn from red to green. There is smooth forward motion of the lead vehicle and no signs of sudden braking, impact, or erratic movement indicative of a collision.",1,15612.5,552.8,14578.0,541,1005,68.9
41,000273,no_crash,no_crash,0.95,The rear view of a white SUV is shown consistently across frames t=1/9 to t-9/9 with no sudden movements or impacts observed.,1,11154.3,554.3,10067.3,541,697,69.2
42,000435,crash,crash,0.95,"A collision is detected between a blue sedan and a dark grey SUV. The sequence shows the vehicles converging rapidly from separate paths into direct contact starting around frame t=3/9. Subsequent frames (t=4 to t=6) show significant impact force with white smoke/fog visible at the point of contact, indicating bumper deformation and structural damage as the blue car is pushed against the SUV.",1,15245.8,554.3,14184.9,541,979,69.0
43,000101,crash,no_crash,0.95,"The sequence shows a vehicle driving towards an area where pedestrians are standing by the roadside near a fence/checkpoint structure. A dark sedan is visible stopped or pulling over to the side in later frames (t=7/9 onwards), but there are no signs of impact such as smoke, debris, crumpled metal, or erratic movement indicative of a collision. The progression appears consistent with normal traffic flow slowing down near stationary vehicles and pedestrians.",0,82954.5,583.2,81910.4,541,5547,67.7
44,000577,no_crash,no_crash,0.95,"The sequence shows continuous driving along a road and turning into a side street with commercial buildings (green awnings). Traffic flows normally through intersections with overhead lights. There are no visible signs of impact such as smoke, debris, crumpled vehicles, or erratic braking maneuvers between frames.",1,90129.7,607.5,89075.1,541,6015,67.5
45,002431,no_crash,no_crash,0.95,"The sequence shows consistent traffic flow with vehicles maintaining relative positions and brake lights illuminated throughout the frames. There is no evidence of sudden impact, erratic movement, debris, or vehicle damage appearing between t=1/9 and t=9/9.",1,47820.8,528.4,46801.2,541,3203,68.4
46,001277,crash,ERROR,0,,0,122075.9,632.1,120907.0,541,8096,67.0
47,000607,crash,ERROR,0,,0,121867.5,609.0,120733.8,541,8096,67.1
48,000588,crash,ERROR,0,,0,122121.7,566.9,121003.4,541,8096,66.9
49,001777,no_crash,ERROR,0,,0,122070.0,613.7,120913.8,541,8096,67.0
50,001295,crash,ERROR,0,,0,121463.5,545.7,120305.0,541,8096,67.3
51,001138,no_crash,no_crash,0.95,"The vehicle approaches and proceeds through a night-time intersection with green lights visible in earlier frames (t=1/2/3). Traffic flow appears orderly; although there is oncoming traffic and vehicles crossing the intersection later in the sequence (t=4-6), no impact or collision occurs. The ego vehicle slows down gradually near a pedestrian crossing area marked by purple banners (t=7-9) without any signs of sudden braking, debris, airbag deployment, or erratic movement indicative of an accident.",1,98384.3,557.8,97332.4,541,6567,67.5
52,001585,no_crash,ERROR,0,,0,121766.3,561.6,120722.2,541,8096,67.1
53,000072,crash,ERROR,0,,0,121790.3,561.9,120667.8,541,8096,67.1
54,000777,crash,ERROR,0,,0,121747.2,611.6,120610.9,541,8096,67.1
55,000984,no_crash,no_crash,0.98,"The sequence shows three vehicles stationary in front of a building at night. There is no relative motion between frames t=1/9 and t=9/9; the positions of all cars remain constant throughout the clip. No impact, debris, or erratic movement indicative of an accident is observed.",1,16068.4,521.9,14992.2,541,1039,69.3
56,002207,no_crash,no_crash,0.98,"The sequence shows normal driving conditions at night through an urban intersection. There are no signs of collision, sudden impact, erratic movement, or debris. Traffic flow appears consistent and calm throughout the frames.",1,7806.6,550.2,6791.5,541,474,69.8
57,000944,crash,no_crash,0.95,"The sequence shows normal driving conditions with multiple vehicles maintaining lane discipline. There is no evidence of sudden impact, vehicle departure from roadway, airbag deployment, or erratic movement between frames t=1/9 through t=9/9. The dark markings on the road appear to be static debris or fluid leaks rather than fresh skid marks from a collision occurring during this clip.",0,101645.8,593.5,100565.7,541,6783,67.4
58,000104,crash,crash,0.95,"The sequence shows a progression from normal driving in traffic to an abrupt event. The later frames (bottom row) exhibit sudden pitch-blackness and severe motion blur with red streaks, indicating a high-impact collision or violent jolt that caused debris to obscure the lens or the camera to be knocked violently.",1,68060.5,592.1,66955.8,541,4569,68.2
59,000445,crash,ERROR,0,,0,120428.3,573.8,119316.4,541,8096,67.9
60,001352,crash,crash,0.95,"A silver sedan is observed crossing lanes and losing control between frames t=4/9 and t=6/9. In frame t=6/9, bright streaks of light (likely sparks from tires skidding on wet pavement or debris) are visible in the center lane where the vehicle was sliding sideways, indicating a collision or loss-of-control event.",1,38835.8,470.5,37855.7,541,2782,73.5
61,001488,no_crash,no_crash,0.98,"The sequence shows a camera vehicle stopped or moving slowly at an intersection on a rainy day while pedestrians cross the street from left to right and then front-to-back (from camera perspective). The red car visible in early frames pulls away normally. A white SUV is seen maneuvering in the background perpendicular lane without incident. There are no signs of impact, debris, airbag deployment, or erratic vehicle behavior; traffic flow appears orderly with standard yielding for pedestrians.",1,41760.9,474.5,40845.5,541,3000,73.4
62,000353,crash,ERROR,0,,0,114494.2,559.2,113409.1,541,8096,71.4
63,000907,no_crash,no_crash,0.95,"The sequence shows continuous forward motion on a wet road at night with consistent vehicle speed and lane position. There are no signs of impact, erratic steering, abrupt stops, or debris visible in the frames.",1,34970.4,604.0,33855.3,541,2332,68.9
64,002657,no_crash,no_crash,0.98,"The video shows a continuous forward progression of the vehicle approaching an intersection at night. The motion is smooth and consistent with normal driving behavior (slowing for traffic lights). There are no signs of sudden impact, loss of control, or erratic movement indicative of a crash.",1,18680.0,560.9,17686.0,541,1227,69.4
65,001348,crash,ERROR,0,,0,121817.7,637.5,120650.8,541,8096,67.1
66,000252,crash,ERROR,0,,0,122019.4,545.3,120995.4,541,8096,66.9
67,002216,no_crash,no_crash,0.95,"The sequence shows continuous forward motion following a red taxi in city traffic. There are no signs of sudden impact, abrupt stops, airbag deployment, or debris on the road. The vehicles maintain their lanes and relative positions consistently throughout all frames.",1,20978.5,624.9,19807.7,541,1367,69.0
68,001444,no_crash,no_crash,0.95,"The sequence shows continuous forward motion through wet conditions at night. Traffic flow appears normal with vehicles passing and turning without impact. No debris, broken glass, or vehicle damage is visible in later frames; the road ahead remains clear leading to an intersection.",1,98059.4,571.3,96996.6,541,6531,67.3
69,000823,crash,no_crash,0.95,"The sequence shows a stationary truck with pedestrians standing near the rear bumper area. While traffic (a yellow bus and cars) passes by in the background and foreground, there is no sudden impact, collision between vehicles, or erratic movement indicative of an accident. The scene appears to depict routine roadside activity.",0,30713.5,554.3,29650.6,541,2037,68.7
70,000705,crash,ERROR,0,,0,121811.8,572.3,120813.5,541,8096,67.0
71,001197,crash,ERROR,0,,0,122339.4,547.1,121266.3,541,8096,66.8
72,002172,no_crash,no_crash,0.95,"The sequence shows a vehicle driving at night behind another car with brake lights illuminated. Throughout the frames (t=1/9 to t=9/9), traffic appears stationary or moving slowly in congestion under a red light signal. There is no evidence of sudden impact, erratic movement, rapid deceleration, airbag deployment, or debris scattering between frames.",1,33410.2,590.9,32302.4,541,2224,68.8
73,002897,no_crash,ERROR,0,,0,121655.7,634.2,120598.5,541,8096,67.1
74,000052,crash,no_crash,0.95,"The sequence shows normal traffic flow on a multi-lane road at dusk. The vehicle follows another sedan initially (t=1-3), then the view shifts to show braking vehicles ahead and cross-traffic or intersection activity (t=4-6). In the final frames (t=7-9), the camera vehicle appears to pull over to the right curb where pedestrians are standing, likely stopping for a pedestrian crossing or pulling aside. There is no evidence of impact, debris, airbag deployment, or erratic collision dynamics.",0,59955.3,631.4,58715.4,541,3997,68.1
75,001313,no_crash,crash,0.85,"The sequence begins with normal driving approaching an intersection (t=1-3). However, frames t=7 through t=9 show a sudden transition to chaotic interior views, pitch blackness likely due to obstruction or angle change from impact, and rapid motion blur consistent with violent deceleration or tumbling. This abrupt shift in camera perspective and lighting indicates a collision event.",0,68007.7,608.4,66902.1,541,4546,68.0
76,000142,no_crash,ERROR,0,,0,121761.4,615.4,120675.5,541,8096,67.1
77,002498,no_crash,no_crash,0.98,"The vehicle maintains a steady trajectory in its lane with no sudden braking or swerving. The surrounding traffic (white sedan left, black SUV center-right) moves forward consistently without any signs of collision, impact, or erratic behavior across all frames.",1,17687.1,558.7,16515.0,541,1141,69.1
78,000294,crash,no_crash,0.95,"The sequence shows a vehicle driving through an intersection in snowy conditions and executing a right turn. While another red vehicle is visible maneuvering near the center of the road in frames t=4 to t=6, there are no signs of impact, sudden deceleration, airbag deployment, or debris associated with a collision involving the camera vehicle.",0,32397.0,569.5,31251.3,541,2153,68.9
79,000656,crash,ERROR,0,,0,121851.7,552.6,120834.2,541,8096,67.0
80,002818,no_crash,no_crash,0.95,"The sequence shows a continuous view of a street at night with precipitation (rain or snow). The distant traffic lights and vehicle headlights remain stable in position throughout the frames t=1/9 to t-9/9. There is no evidence of sudden impact, erratic movement, airbag deployment, or debris indicating an accident.",1,14686.6,613.4,13514.4,541,938,69.4
81,002289,no_crash,no_crash,0.98,"Analysis of the video frames shows continuous forward motion along a residential street with no signs of collision. The vehicle maintains lane discipline, passing other cars and navigating turns smoothly without abrupt stops or erratic movements. No debris, damage to the hood/windshield (visible in reflections), or airbag deployment is observed.",1,49698.6,550.9,48635.1,541,3324,68.3
82,000457,crash,ERROR,0,,0,121840.6,551.9,120804.9,541,8096,67.0
83,000139,crash,crash,0.95,"The sequence shows normal driving in low light conditions followed by intense braking indicated by bright red taillights in frames t=7/8 and t=4-6. The final frame (t=9) displays a chaotic scene with multiple vehicles clustered together on snow-covered ground, consistent with the aftermath of an accident or collision involving loss of traction.",1,112917.7,550.6,111866.1,541,7526,67.3
84,001269,crash,ERROR,0,,0,121775.0,618.7,120639.0,541,8096,67.1
85,001276,crash,crash,0.98,"The sequence shows normal traffic flow until t=4/9 where vehicle proximity increases near an overhead structure. By t=5/9 and t=6/9, a collision occurs involving the motorcycle, evidenced by sparks/smoke on the road surface and the rider falling to the ground. Subsequent frames (t=7-9) show debris, including a knocked-over blue roadside sign, confirming impact damage.",1,20582.7,642.9,19411.6,541,1338,68.9
86,002057,no_crash,crash,0.95,"In frame t=7/9 and subsequent frames (t=8/9), a dark SUV appears abruptly in the lane with an erratic angle, suggesting it has been rear-ended or sideswiped by another vehicle causing it to spin into traffic. The presence of bystanders/people standing on the sidewalk in later frames (t=9/9) further indicates an accident scene nearby.",0,116784.8,554.8,115701.0,541,7758,67.1
87,000755,crash,crash,0.95,"A white hatchback pulls out from a driveway or side path on the right (visible in t=3/9), entering the ego vehicle's lane and making contact with its rear/side quarter panel. The subsequent frames show dust clouds kicking up behind the impacted area, indicating a collision has occurred.",1,19770.7,567.5,18689.7,541,1295,69.3
88,001438,crash,no_crash,0.98,"The vehicle maintains a steady following distance behind the lead vehicle throughout the sequence. There are no signs of sudden braking, swerving, impact, or erratic movement; traffic flow remains consistent and smooth.",0,10062.7,548.9,9084.5,541,631,69.5
89,000492,crash,no_crash,0.95,"The sequence shows continuous traffic flow on a wet road with brake lights illuminated due to congestion. Vehicles maintain their lanes and relative spacing throughout the frames without any sudden impact, erratic movement, or debris indicating an accident.",0,17242.4,561.4,16237.6,541,1124,69.2
90,000274,crash,ERROR,0,,0,121843.7,653.6,120643.3,541,8096,67.1
91,002383,no_crash,no_crash,0.95,"The video sequence shows a vehicle driving through an urban construction zone behind another SUV. Traffic flows smoothly with other vehicles (including white sedans and taxis) merging or passing in adjacent lanes without incident. There are no signs of sudden impact, debris, airbag deployment, or erratic braking observed throughout the frames.",1,57153.9,612.9,56023.8,541,3821,68.2
92,002123,no_crash,no_crash,0.95,"The vehicle proceeds with smooth forward motion towards an intersection across all frames (t=1/9 to t=9/9). There is consistent perspective flow indicating steady velocity without sudden braking or erratic steering. No impact events, airbag deployment, debris, or collision between vehicles are observed in the sequence.",1,68692.7,552.2,67674.8,541,4592,67.9
93,000846,crash,crash,0.95,"A red vehicle turns right across the path of cyclists/motorcyclists (frames t=2/3), leading to an accident involving multiple road users near a bus stop area visible in later frames where riders are seen down on the ground with debris.",1,120985.7,627.4,119847.9,541,8045,67.1
94,001367,crash,no_crash,0.95,"The sequence shows pedestrians crossing an intersection safely near a crosswalk pole without being struck by vehicles. A black vehicle enters the frame from the right side in later frames (t=4 onwards) and appears to be passing or merging normally; there is no visible impact, debris, smoke, or erratic movement indicative of a collision.",0,51798.5,626.1,50619.2,541,3466,68.5
95,001208,crash,crash,0.95,"Frames t=7/9 through t=9/9 show sudden motion blur on the left side (guardrail area) and abrupt appearance of a lime-green vehicle component in close proximity to the camera lens, indicating an impact collision with another object or vehicle that was not clearly visible prior.",1,60060.7,559.1,59009.3,541,4032,68.3
96,002243,no_crash,no_crash,0.98,"The sequence shows a static scene with vehicles remaining in fixed positions from t=1/9 to t=9/9. There is no evidence of sudden impact, vehicle displacement, airbag deployment, or debris accumulation consistent with a traffic accident.",1,23506.0,561.7,22481.4,541,1549,68.9
97,001459,crash,crash,0.95,A vehicle enters from an intersection on the left (visible in frames t=4/6) and collides with or clips the ego-vehicle's front-left side by frame t=7/9. The sudden appearance of a vehicle extremely close to the camera car followed by erratic movement and loss of control into trees/grass in subsequent frames indicates an impact.,1,48365.5,629.9,47191.8,541,3229,68.4
98,000230,crash,crash,0.95,"A vehicle in the right lane (visible at t=3/9) drifts left into the ego-vehicle's path, likely due to icy road conditions or loss of traction. This results in a sideswipe collision with the front-right corner of the camera car between frames 4 and 6, where the other vehicle is seen extremely close up and angled towards the center line.",1,34123.4,619.4,33044.1,541,2276,68.9
99,000416,no_crash,no_crash,0.98,"The vehicle is driving along an exit ramp towards State Street Dr and Hwy 60. The sequence shows the car navigating a curve with overhead signage and passing through a construction zone marked by yellow barrels and cones. There are no signs of collision, impact, debris from an accident, or erratic movement; the traffic flow appears controlled and safe.",1,22092.6,621.9,20942.4,541,1446,69.0
100,001066,crash,crash,0.95,"A beige SUV enters from an exit ramp on the right side and crosses multiple lanes of traffic aggressively (appearing to drive against flow or merge illegally). It collides with vehicles coming behind it, evidenced by smoke/dust near its tires in frame t=8/9 and abrupt stop.",1,117425.6,553.0,116449.0,541,7821,67.2
101,000530,no_crash,crash,0.92,The sequence shows the vehicle approaching a stationary line of traffic with illuminated brake lights and flashing blue emergency lights visible in frames t=8/9 and t=9/9. The presence of police vehicles responding to an incident upstream indicates that a crash or accident has occurred ahead.,0,72095.4,587.6,71004.0,541,4820,67.9
102,000153,no_crash,no_crash,0.95,"The sequence shows a vehicle proceeding steadily down a city street towards an intersection with red traffic lights visible ahead. The camera car maintains lane position and speed consistent with approaching the signalized junction (slowing down). No sudden impacts, erratic movements, airbag deployments, or debris are observed in any of the frames.",1,87581.7,552.0,86538.0,541,5840,67.5
103,001318,crash,no_crash,0.98,"The vehicle drives steadily through an urban intersection and continues down a straight road. Traffic flow remains consistent with orderly movement of other vehicles; there are no sudden stops, collisions, or debris observed in the sequence.",0,84087.9,587.1,83012.0,541,5626,67.8
104,000724,no_crash,no_crash,0.95,"The sequence shows a vehicle driving through city streets at night with normal traffic flow. There is smooth forward motion and stopping for stationary vehicles ahead (tail lights visible). No sudden impacts, erratic movements, debris, or airbag deployment are observed.",1,17653.8,558.7,16630.0,541,1149,69.1
105,000275,no_crash,no_crash,0.95,"The vehicle proceeds smoothly through an intersection with consistent speed and lane position across all frames. No impact, debris, sudden stops, or erratic movements are observed between t=1/9 and t=9/9.",1,55518.7,649.2,54350.4,541,3721,68.5
106,001011,crash,ERROR,0,,0,121928.6,610.8,120829.9,541,8096,67.0
107,002378,no_crash,no_crash,0.98,"The video sequence shows a vehicle approaching an intersection with a stop sign and slowing down to come to a halt. Traffic flow is normal for the area, with no signs of impact, debris, airbag deployment, or erratic driving behavior indicative of a crash.",1,25780.7,564.1,24668.7,541,1698,68.8
108,001619,no_crash,no_crash,0.98,"The vehicle maintains a steady trajectory down the snowy road throughout the sequence. There is no evidence of sudden deceleration, swerving, impact, or debris scattering that would indicate an accident. The scene depicts normal driving conditions in winter weather.",1,26656.5,608.0,25528.8,541,1754,68.7
109,000996,crash,crash,0.95,"In frames t=7/9 through t=9/9, a sudden cloud of dust and debris appears on the left side near the concrete median barrier. The debris field rapidly expands to the right in subsequent frames (t=8/9, t=9/9), indicating an impact with roadside infrastructure or another vehicle that has scattered material across the road surface.",1,26935.5,653.8,25809.4,541,1774,68.7
110,000177,no_crash,no_crash,0.98,"The sequence shows a vehicle driving through an urban intersection at night and proceeding into a tunnel or underpass area. The ego-vehicle maintains a steady, slow speed consistent with traffic conditions. There are no signs of sudden deceleration, impact, airbag deployment, or erratic steering maneuvers. A yellow taxi is visible in the adjacent lane to the right in later frames (t=7/9 onwards), but there is no collision between vehicles.",1,18771.7,585.9,17751.8,541,1224,69.0
111,001027,crash,crash,0.95,"A black sedan enters the ego-vehicle's path from a side road/intersection between frames t=7 and t=8, crossing perpendicular to traffic flow. This creates an imminent collision course that results in impact by frame t=9, evidenced by debris or disturbance on the windshield wiper area.",1,70548.7,650.7,69468.3,541,4716,67.9
112,001497,crash,no_crash,0.95,"The video frames show a vehicle navigating through traffic in winter conditions. While there are close calls with other vehicles like the red tram/bus and white truck, there is no evidence of sudden impact, abrupt stopping (camera shake), airbag deployment, or visible damage/debris. The interior passenger remains seated calmly throughout the sequence.",0,44763.1,581.6,43729.0,541,2998,68.6
113,001457,crash,no_crash,0.95,"The sequence displays stable camera motion and consistent vehicle flow through an intersection without any signs of impact, debris, or sudden erratic movement indicative of a collision.",0,79523.9,596.2,78387.8,541,5314,67.8
114,000952,crash,no_crash,0.95,"The sequence shows a vehicle driving along a straight road with another car visible ahead in the distance. The lead vehicle maintains its lane and speed throughout the frames, moving further away without any sudden braking, collision, or erratic movement.",0,17524.1,603.1,16472.7,541,1138,69.1
115,000898,no_crash,no_crash,0.95,"The vehicle ahead (white SUV) maintains a consistent lane position and trajectory throughout the sequence. There is no evidence of sudden impact, erratic swerving, or abrupt stopping that would indicate a collision. The brake lights appear to be engaged for traffic control but do not show signs of an emergency stop followed by loss of control. No debris or damage is visible.",1,74769.1,553.3,73755.2,541,5000,67.8
116,001690,no_crash,no_crash,0.95,"The sequence of frames shows a static or very slow-moving view through the windshield with consistent framing of trees and foliage. There is no evidence of sudden impact, vehicle movement changes, debris entering the frame, or damage to the dashboard/windshield area.",1,13167.6,556.6,12126.1,541,834,68.8
117,000795,no_crash,no_crash,0.95,"The sequence shows a stationary or slow-moving dashcam view of an intersection at night. Traffic lights (vertical red streaks) are visible ahead. Vehicles in the distance appear to be moving away smoothly through the intersection without sudden braking or erratic movement. No debris, smoke, airbag deployment, or impact damage is visible on the road surface or vehicles. The camera perspective remains stable throughout the sequence.",1,69534.2,631.3,68448.6,541,4638,67.8
