ruta,etiqueta,categoria_predicha,confianza,descripcion,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00101.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6928.0,0,6928.0,3343,77,11.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00106.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6756.7,0,6756.7,3343,77,11.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00115.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6875.8,0,6875.8,3343,77,11.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00121.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6813.9,0,6813.9,3343,77,11.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00122.jpg,none,humo,0.99,Se puede ver una columna de humo saliendo de la base de una colina,5806.9,0,5806.9,3343,56,9.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00138.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6593.4,0,6593.4,3343,77,11.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00142.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6738.5,0,6738.5,3343,77,11.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00143.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6901.2,0,6901.2,3343,77,11.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00153.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,7114.3,0,7114.3,3343,77,10.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00159.jpg,none,humo,0.95,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6895.4,0,6895.4,3343,77,11.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00163.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6775.3,0,6775.3,3343,77,11.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00169.jpg,none,fuego,0.99,fuego visible en la imagen,5243.5,0,5243.5,3343,45,8.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00184.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6817.5,0,6817.5,3343,77,11.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00185.jpg,none,humo,0.99,Se pueden ver penachos grisáceo-blanquecinos que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6659.7,0,6659.7,3343,74,11.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00187.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6820.9,0,6820.9,3343,77,11.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00189.jpg,none,humo,0.99,Se observa una columna de humo grisáceo-blanquecino que se eleva desde el suelo y se extiende hacia el horizonte,6148.0,0,6148.0,3343,67,10.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00191.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6761.7,0,6761.7,3343,77,11.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00192.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,7060.6,0,7060.6,3343,77,10.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00204.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6773.6,0,6773.6,3343,77,11.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00212.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6502.7,0,6502.7,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00229.jpg,none,humo,0.99,Se puede ver una columna de humo en la imagen,5332.4,0,5332.4,3343,50,9.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00233.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6849.7,0,6849.7,3343,77,11.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00237.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6634.2,0,6634.2,3343,77,11.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00242.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6827.7,0,6827.7,3343,77,11.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00245.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6938.3,0,6938.3,3343,77,11.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00254.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6938.8,0,6938.8,3343,77,11.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00260.jpg,none,humo,0.99,"Se observa una densa columna de humo grisáceo-blanquecino que se eleva desde el suelo y se extiende hacia el horizonte, cubriendo una gran parte de la imagen",6977.9,0,6977.9,3343,79,11.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00274.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6780.3,0,6780.3,3343,77,11.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00280.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6760.4,0,6760.4,3343,77,11.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00282.jpg,none,humo,0.99,"Se observa una densa columna de humo grisáceo-blanquecino que se eleva desde el suelo y se extiende hacia el horizonte, cubriendo una gran parte de la imagen",7185.3,0,7185.3,3343,79,11.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00286.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6853.7,0,6853.7,3343,77,11.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00292.jpg,none,humo,0.99,Se puede ver una columna de humo grisáceo-blanquecino que se originó en una fuente concreta en el suelo y obscurece el horizonte de forma antinatural.,6556.4,0,6556.4,3343,77,11.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00296.jpg,none,humo,0.99,"Se observa una densa columna de humo grisáceo-blanquecino que se eleva desde el suelo y se extiende hacia el horizonte, cubriendo una gran parte de la imagen.",7039.4,0,7039.4,3343,79,11.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00314.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6523.2,0,6523.2,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00318.jpg,none,humo,0.99,Se puede ver una columna de humo en la imagen,5222.3,0,5222.3,3343,50,9.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00320.jpg,none,unknown,0.0,ninguna,4801.0,0,4801.0,3343,41,8.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00325.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6617.5,0,6617.5,3343,77,11.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00328.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6835.4,0,6835.4,3343,77,11.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00350.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6842.1,0,6842.1,3343,77,11.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00351.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6705.1,0,6705.1,3343,77,11.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00356.jpg,none,ambos,0.0,Hay llamas y humo presentes en la imagen,5263.0,0,5263.0,3343,49,9.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00357.jpg,none,humo,0.99,Se puede ver una columna de humo en la imagen,5452.5,0,5452.5,3343,50,9.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00358.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6539.7,0,6539.7,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00363.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6797.8,0,6797.8,3343,77,11.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00364.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6504.2,0,6504.2,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00369.jpg,none,humo,0.99,Se puede ver una columna de humo en la imagen,5206.3,0,5206.3,3343,50,9.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00371.jpg,none,humo,0.99,Se puede ver una columna de humo en la imagen,5177.1,0,5177.1,3343,50,9.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00394.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6486.1,0,6486.1,3343,77,11.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00395.jpg,none,humo,0.99,Se puede ver una columna de humo en la imagen,5231.0,0,5231.0,3343,50,9.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00403.jpg,none,humo,0.99,Se observa una columna de humo grisáceo-blanquecino que se extiende verticalmente desde el suelo hacia el cielo,6040.9,0,6040.9,3343,66,10.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00415.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6509.5,0,6509.5,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00422.jpg,none,humo,0.99,Se puede ver una columna de humo grisáceo-blanquecino que se originó en una fuente concreta en el suelo y obscurece el horizonte de forma antinatural.,6456.4,0,6456.4,3343,77,11.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00432.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6490.4,0,6490.4,3343,77,11.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00441.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6506.0,0,6506.0,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00446.jpg,none,ambos,0.0,Hay llamas y humo presentes en la imagen,5100.0,0,5100.0,3343,49,9.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00457.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6505.5,0,6505.5,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00460.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6479.3,0,6479.3,3343,77,11.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00465.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6570.7,0,6570.7,3343,77,11.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00472.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6598.4,0,6598.4,3343,77,11.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00473.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6556.2,0,6556.2,3343,77,11.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00483.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6521.7,0,6521.7,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00488.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6581.2,0,6581.2,3343,77,11.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00490.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6541.2,0,6541.2,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00494.jpg,none,ambos,0.0,Hay llamas y humo presentes en la imagen,5177.5,0,5177.5,3343,49,9.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00499.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6507.8,0,6507.8,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00502.jpg,none,humo,0.95,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6491.1,0,6491.1,3343,77,11.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00507.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6451.2,0,6451.2,3343,77,11.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00511.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6457.6,0,6457.6,3343,77,11.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00514.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6508.1,0,6508.1,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00515.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6520.5,0,6520.5,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00516.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6486.7,0,6486.7,3343,77,11.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00527.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6637.8,0,6637.8,3343,77,11.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00535.jpg,none,humo,0.99,Se puede ver una columna de humo saliendo de un edificio en la distancia,5399.6,0,5399.6,3343,55,10.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00542.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6457.8,0,6457.8,3343,77,11.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00543.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6514.8,0,6514.8,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00544.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6502.2,0,6502.2,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00551.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6556.6,0,6556.6,3343,77,11.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00553.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6550.1,0,6550.1,3343,77,11.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00561.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6421.0,0,6421.0,3343,77,12.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00569.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6420.6,0,6420.6,3343,77,12.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00577.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6426.6,0,6426.6,3343,77,12.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00580.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6439.3,0,6439.3,3343,77,12.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00581.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6455.6,0,6455.6,3343,77,11.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00588.jpg,none,humo,0.99,Se pueden ver penachos de humo grisáceo-blanquecino que se originan en una fuente concreta en el suelo y obscurecen el horizonte de forma antinatural.,6455.8,0,6455.8,3343,77,11.9
