ruta,etiqueta,categoria_predicha,confianza,descripcion,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00138.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00142.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00143.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00153.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00159.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00163.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00169.jpg,none,none,0.0,"La imagen muestra un paisaje con luz solar intensa causando efectos de deslumbramiento y flares en la cámara, pero no se observan señales claras de fuego o humo.",10960.2,1111.3,9572.4,3114,455,47.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00184.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00185.jpg,none,none,0.95,"La imagen muestra una pendiente cubierta de vegetación con un estacionamiento en la base, pero no se observan señales evidentes de fuego o humo.",12559.6,1022.1,11268.8,3114,530,47.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00187.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00189.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00191.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00192.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00204.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00212.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00229.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (7210 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":7210,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00233.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00237.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00242.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00245.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00254.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00260.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00274.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00280.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00282.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00286.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00292.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00296.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00314.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00318.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00320.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (7210 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":7210,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00325.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00328.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00350.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00351.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00356.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00357.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00358.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00363.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00364.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00369.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00371.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00394.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00395.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00403.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00415.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00422.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00432.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00441.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00446.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00457.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00460.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00465.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00472.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00473.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00483.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00488.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00490.jpg,none,ERROR,0.0,"{""error"":{""code"":400,""message"":""request (13354 tokens) exceeds the available context size (4096 tokens), try increasing it"",""type"":""exceed_context_size_error"",""n_prompt_tokens"":13354,""n_ctx"":4096}} (status code: 400)",0,0,0,0,0,0
