ruta,etiqueta,categoria_predicha,confianza,descripcion,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00054.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia ni texturas difuminadas y neblinosas. La imagen parece ser una fotografía de un paisaje natural durante el día con cielo parcialmente nublado y vegetación en el fondo.",2112.2,331.8,1656.0,1448,153,92.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00057.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir las características del humo o las llamas debido a la calidad de la fotografía.",1590.9,332.8,1135.1,1448,105,92.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00062.jpg,none,none,1.0,La imagen es muy borrosa y no se pueden distinguir detalles claros que permitan identificar señales de fuego. No hay suficiente información para realizar un análisis preciso.,1493.5,334.4,1035.2,1448,96,92.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00063.jpg,none,none,1.0,"La imagen es muy borrosa y de baja calidad, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia ni texturas difuminadas y neblinosas. La imagen no proporciona suficientes datos para realizar un análisis de incendios.",2012.4,331.2,1559.9,1448,144,92.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00066.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y parece ser una fuente artificial regular, lo que no indica la presencia de un incendio. Además, el fondo es oscuro y no se pueden distinguir nubes o texturas grisáceas tenues que obscurezcan el horizonte o reflejen la luz del fuego. La imagen no proporciona información suficiente para determinar si hay un incendio en curso.",2773.8,331.3,2320.6,1448,214,92.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00076.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y no muestra patrones irregulares. Además, el fondo está oscurecido por la vegetación y no hay ninguna fuente de luz que se pueda identificar como una fuente de fuego. Por lo tanto, no se puede determinar si hay humo o focos incandescentes en la imagen.",2560.6,331.8,2104.6,1448,194,92.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00077.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia ni texturas grisáceas tenues que obscurezcan el fondo/horizonte. La iluminación artificial es estructurada y no parece haber fuentes de fuego irregulares en la imagen.",2176.2,333.8,1718.5,1448,157,91.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00101.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y no parece haber ningún elemento que indique un evento de incendio en la imagen.",1988.4,337.4,1527.1,1448,141,92.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00106.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y no parece haber fuentes de fuego irregulares en el entorno. Además, la vegetación y los edificios son visibles y no muestran ninguna señal de incendio. No se puede determinar con certeza si hay un incendio o no.",2460.8,342.3,1976.7,1448,181,91.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00115.jpg,none,none,1.0,La imagen muestra una vista panorámica de un paisaje natural con vegetación y un cielo parcialmente nublado. No hay señales de fuego visibles en la imagen.,1475.7,333.7,996.8,1448,92,92.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00121.jpg,none,none,1.0,La imagen muestra una vista panorámica de un área rural o semi-urbana durante el día. No hay señales claras de fuego en la imagen proporcionada.,1433.2,334.2,959.6,1448,89,92.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00122.jpg,none,none,0.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y no parece haber fuentes de fuego irregulares en el entorno. Además, la vegetación no está obstruida por ningún tipo de humo. No se puede determinar con certeza si hay un incendio o no.",2344.2,332.2,1874.2,1448,173,92.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00138.jpg,none,none,0.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia ni texturas difuminadas y neblinosas. La imagen parece ser una fotografía de baja resolución que no proporciona suficiente información para realizar un análisis detallado.",2147.6,333.8,1683.4,1448,156,92.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00142.jpg,none,none,1.0,No hay señales de fuego en la imagen proporcionada.,1166.9,332.5,677.7,1448,63,93.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00143.jpg,none,none,1.0,La imagen muestra una vista a distancia de un área rural con vegetación y algunas estructuras. No hay señales claras de fuego en la imagen.,1388.3,332.5,905.0,1448,84,92.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00153.jpg,none,none,1.0,No hay señales de fuego en la imagen proporcionada.,1151.2,332.4,675.0,1448,63,93.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00159.jpg,none,none,1.0,La imagen muestra una vista panorámica de un área rural con vegetación y un cielo parcialmente nublado. No hay señales claras de fuego en la imagen.,1439.7,334.1,968.2,1448,90,93.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00163.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la identificación de señales de fuego. No se pueden distinguir focos incandescentes ni manchas brillantes visibles. La iluminación artificial es estructurada y parece ser una fuente artificial regular, lo que no indica la presencia de un incendio. Además, el fondo es oscuro y no se pueden distinguir nubes o humo a distancia. Por lo tanto, no hay evidencia suficiente para clasificar la imagen como",2908.3,332.6,2453.8,1448,226,92.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00169.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia ni texturas grisáceas tenues que obscurezcan el fondo/horizonte. La iluminación natural es difusa y no se puede identificar con certeza ninguna señal de fuego en la imagen.",2188.1,329.9,1735.0,1448,160,92.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00184.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y parece ser una fuente artificial regular, lo que no indica un punto caliente. Además, la vegetación y el horizonte son claros y no se observan patrones de brillo anómalos o texturas difuminadas y neblinosas que pudieran indicar humo a distancia. La imagen no proporciona suficiente información para realizar un análisis detallado de la situación.",2812.0,331.5,2352.5,1448,217,92.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00185.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es irregular y no hay texturas grisáceas tenues que obscurezcan el fondo/horizonte o reflejen la luz del fuego para identificar el humo.",2147.6,333.3,1691.4,1448,156,92.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00187.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la identificación de señales de fuego. No se pueden distinguir focos incandescentes o manchas brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y no parece haber ningún punto caliente en el entorno.",1895.8,333.8,1427.6,1448,132,92.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00189.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y no parece haber fuentes de fuego irregulares en el entorno. La imagen no muestra ninguna señal de fuego clara.",2119.9,334.7,1652.3,1448,152,92.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00191.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la identificación de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y parece ser una fuente regular, lo que no indica un punto caliente. Además, la vegetación y el horizonte no muestran ninguna textura grisácea o neblinosa que pueda indicar humo. La imagen no proporciona suficientes detalles para realizar una evaluación precisa de la situación.",2619.6,335.4,2163.5,1448,199,92.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00192.jpg,none,none,0.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y no parece haber una fuente de fuego irregular. Por lo tanto, no hay evidencia suficiente para clasificar la imagen como",2482.5,336.6,2015.6,1448,185,91.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00204.jpg,none,none,0.0,"La imagen es muy borrosa y de baja calidad, lo que dificulta la identificación de cualquier señal de fuego. No se pueden distinguir detalles claros o coherentes en la fotografía.",1526.6,335.7,1057.0,1448,98,92.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00212.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia ni texturas grisáceas tenues que obscurezcan el fondo/horizonte. La iluminación artificial es estructurada y no muestra patrones irregulares de brillo anómalos en el entorno.",2193.5,333.3,1729.6,1448,160,92.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00229.jpg,none,none,1.0,La imagen muestra una vista panorámica de un paisaje natural con vegetación y edificios en el fondo. No hay señales de fuego visibles en la imagen.,1400.2,330.9,944.2,1448,88,93.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00233.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la identificación de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y parece ser una fuente artificial regular, lo que no indica un punto caliente. Además, la vegetación y el horizonte son claros y no muestran ninguna señal de humo o fuego.",2236.5,333.7,1787.0,1448,165,92.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00237.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la identificación de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y no parece haber fuentes de fuego irregulares en el entorno. La imagen no proporciona información suficiente para realizar un análisis detallado.",2199.1,333.0,1733.1,1448,160,92.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00242.jpg,none,none,1.0,"La imagen muestra una vista a distancia de un área con vegetación y algunas estructuras que no muestran señales de fuego. La calidad de la imagen es baja, lo que dificulta la detección de cualquier señal de incendio.",1670.0,334.3,1194.1,1448,110,92.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00245.jpg,none,none,1.0,La imagen muestra una vista a distancia de un área rural con vegetación y algunas estructuras. No hay señales claras de humo o focos incandescentes que indiquen la presencia de un incendio en la zona.,1607.2,333.6,1124.0,1448,104,92.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00254.jpg,none,none,1.0,La imagen muestra una vista a distancia de un área con vegetación y algunos edificios. No hay señales claras de humo o llamas en la imagen.,1411.9,335.5,917.1,1448,85,92.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00260.jpg,none,none,1.0,La imagen muestra una vista a distancia de un área rural con vegetación y algunas estructuras que parecen ser edificios o instalaciones. No hay señales claras de fuego en la imagen.,1505.2,334.6,1012.9,1448,94,92.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00274.jpg,none,none,1.0,"La imagen muestra una vista a distancia de un área con vegetación y estructuras que no muestran señales de fuego. La calidad de la imagen es baja, lo que dificulta la detección de cualquier señal de humo o llama. No hay ninguna fuente de luz artificial ni nubes visibles en el entorno.",1918.3,333.4,1426.3,1448,132,92.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00280.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La vegetación parece normal y no hay ninguna fuente de luz artificial estructurada que pueda confundirse con un punto caliente. Por lo tanto, la categoría predicha es 'none'.",2186.8,336.5,1689.1,1448,156,92.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00282.jpg,none,none,1.0,La imagen muestra una vista a distancia de un área rural con vegetación y algunas estructuras que parecen ser edificios o instalaciones. No hay señales claras de fuego en la imagen.,1516.0,335.4,1018.8,1448,94,92.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00286.jpg,none,none,1.0,"La imagen muestra una vista a distancia de un área con vegetación y algunas estructuras que no muestran señales de fuego. La calidad de la imagen es baja, lo que dificulta la detección de cualquier señal de humo o llama. No hay ninguna fuente de luz artificial ni nubes visibles en la imagen.",1948.8,337.0,1459.0,1448,134,91.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00292.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La vegetación y el horizonte están oscurecidos por la iluminación artificial, lo que dificulta la identificación de cualquier otra fuente de luz. No se pueden detectar señales de fuego en esta imagen.",2214.7,335.4,1731.6,1448,160,92.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00296.jpg,none,none,1.0,"La imagen muestra una vista a distancia de un área rural con vegetación y estructuras que no muestran señales de fuego. La calidad de la imagen es baja, lo que dificulta la detección de cualquier señal de incendio.",1671.7,334.3,1176.9,1448,109,92.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00314.jpg,none,none,1.0,La imagen muestra una vista panorámica de un área rural o suburbana con vegetación y algunas estructuras que podrían ser casas o edificios. No hay señales claras de fuego en la imagen.,1544.8,333.9,1069.9,1448,99,92.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00318.jpg,none,none,1.0,La imagen muestra una vista panorámica de un área urbanizada con vegetación y edificios. No hay señales claras de fuego en la imagen.,1374.1,333.1,896.1,1448,83,92.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00320.jpg,none,none,1.0,La imagen muestra una escena de un paisaje rural durante el atardecer. No hay señales claras de fuego en la fotografía proporcionada.,1384.2,336.7,914.3,1448,85,93.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00325.jpg,none,none,1.0,No hay señales de fuego en la imagen proporcionada.,1149.0,337.4,675.1,1448,63,93.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00328.jpg,none,none,1.0,La imagen muestra una vista panorámica de un área rural o semi-urbana con vegetación y algunas estructuras que podrían ser edificios o instalaciones. No hay señales claras de fuego en la imagen proporcionada.,1620.6,336.2,1148.0,1448,106,92.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00350.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y no parece haber fuentes de fuego irregulares en el entorno. Además, la vegetación y el horizonte están oscurecidos por la luz del sol, lo que dificulta la identificación de humo o focos incandescentes. La imagen no proporciona suficiente información para realizar un análisis detallado de la situación.",2756.8,336.4,2284.4,1448,210,91.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00351.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes ni manchas brillantes visibles. La iluminación artificial es estructurada y no parece haber fuentes de fuego irregulares en el entorno.",1880.0,337.1,1400.7,1448,129,92.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00356.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia ni texturas difuminadas y neblinosas. La imagen parece ser una fotografía de una ciudad durante el anochecer, con iluminación artificial y algunas estructuras que podrían ser edificios o torres. No se pueden identificar señales de fuego en esta imagen.",2354.7,337.4,1880.0,1448,173,92.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00357.jpg,none,none,1.0,No hay señales de fuego en la imagen proporcionada.,1162.8,336.0,680.0,1448,63,92.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00358.jpg,none,none,1.0,La imagen muestra una vista panorámica de un área rural o semi-urbana durante el día. No hay señales claras de humo ni focos incandescentes que indiquen la presencia de un incendio en la zona. La vegetación es predominantemente verde y no se observan manchas brillantes ni texturas grisáceas que sugieran el humo de un incendio. La iluminación natural del día es clara y no hay nubes visibles en la imagen.,2295.9,337.1,1813.1,1448,167,92.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00363.jpg,none,none,1.0,No hay señales de fuego en la imagen proporcionada.,1160.3,332.6,674.8,1448,63,93.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00364.jpg,none,none,1.0,No hay señales de fuego en la imagen proporcionada.,1149.0,334.5,677.6,1448,63,93.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00369.jpg,none,none,0.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y no parece haber fuentes irregulares de fuego. Además, la vegetación y el horizonte son claros y no hay nubes visibles que puedan confundirse con humo. La imagen no muestra señales de fuego claramente.",2401.7,336.5,1924.4,1448,178,92.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00371.jpg,none,none,1.0,La imagen muestra una vista panorámica de un paisaje natural con vegetación y algunas estructuras en el fondo. No hay señales claras de fuego en la imagen.,1473.5,337.0,985.8,1448,91,92.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00394.jpg,none,none,1.0,La imagen muestra una vista panorámica de un área urbanizada con vegetación y edificios. No hay señales claras de fuego en la imagen.,1364.7,336.3,897.7,1448,83,92.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00395.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La vegetación y el horizonte están oscurecidos por la iluminación artificial, lo que dificulta la identificación del humo. Además, no hay ninguna otra señal de fuego en la imagen.",2202.3,336.7,1725.4,1448,158,91.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00403.jpg,none,none,1.0,"La imagen es de baja calidad y nocturno, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La iluminación artificial es estructurada y no parece haber fuentes de fuego irregulares. Además, la vegetación y el horizonte son oscuros y difíciles de distinguir. No se puede determinar con certeza si hay un incendio o no en esta imagen.",2373.7,334.8,1904.2,1448,175,91.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00415.jpg,none,none,1.0,La imagen muestra una vista panorámica de un área rural con vegetación y algunas estructuras en el fondo. No hay señales claras de fuego en la imagen.,1437.3,333.5,958.2,1448,89,92.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00422.jpg,none,none,1.0,"La imagen es muy borrosa y de baja calidad, lo que dificulta la detección de señales de fuego. No se pueden distinguir elementos claros o distintivos en el entorno para poder realizar un análisis preciso.",1618.6,336.1,1156.8,1448,107,92.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00432.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir los elementos que podrían indicar un incendio, como columnas de humo o llamas brillantes, debido a la calidad de la imagen.",1774.1,335.5,1302.4,1448,120,92.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00441.jpg,none,none,1.0,No hay señales de fuego en la imagen proporcionada.,1162.4,337.2,675.3,1448,63,93.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00446.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia ni texturas difuminadas y neblinosas. La iluminación artificial es estructurada y no hay ninguna fuente de luz que sugiere un punto caliente. No se puede determinar con certeza si hay algún tipo de incendio en esta imagen.",2327.5,337.2,1849.0,1448,170,91.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00457.jpg,none,none,1.0,"La imagen es de baja calidad y nocturna, lo que dificulta la detección de señales de fuego. No se pueden distinguir focos incandescentes o puntos brillantes visibles, ni humo a distancia. La vegetación y el horizonte están oscurecidos por la calidad de la imagen. No hay suficientes elementos para determinar si hay un incendio en curso.",2096.9,331.3,1617.3,1448,149,92.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\AoF00460.jpg,none,none,1.0,La imagen muestra una vista a distancia de un área con vegetación y un cielo parcialmente nublado. No hay señales claras de fuego en la imagen proporcionada.,1494.9,336.8,1007.7,1448,93,92.3
